	sig_id	A375	A549	HA1E	HCC515	HEKTE	HEPG2	HT29	JURKAT	MCF7	PC3	SHSY5Y	SW480	VCAP
189	KDA006_A549_96H:TRCN0000010036:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
190	KDA006_A549_96H:TRCN0000195112:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
191	KDA006_HA1E_96H:TRCN0000195112:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
192	KDA006_HA1E_96H:TRCN0000196401:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
193	KDA006_HA1E_96H:TRCN0000315072:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
194	KDA006_HEPG2_96H:TRCN0000010037:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
195	KDA006_HEPG2_96H:TRCN0000199983:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
196	KDA006_HEPG2_96H:TRCN0000287021:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
197	KDA006_HEPG2_96H:TRCN0000315072:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
198	KDA006_HT29_96H:TRCN0000000898:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
199	KDA006_HT29_96H:TRCN0000004868:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
200	KDA006_HT29_96H:TRCN0000010037:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
201	KDA006_HT29_96H:TRCN0000121293:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
202	KDA006_HT29_96H:TRCN0000196401:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
203	KDA006_HT29_96H:TRCN0000320546:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
204	KDA006_MCF7_144H:TRCN0000199983:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
205	KDA006_PC3_144H:TRCN0000029517:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
206	KDA006_PC3_144H:TRCN0000218326:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
207	KDA006_PC3_144H:TRCN0000277916:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
208	KDA006_PC3_96H:TRCN0000008337:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
209	KDA006_PC3_96H:TRCN0000018917:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
210	KDA006_PC3_96H:TRCN0000273985:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
211	KDA006_PC3_96H:TRCN0000290470:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
212	KDA006_PC3_96H:TRCN0000372724:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
213	KDA006_VCAP_120H:TRCN0000004866:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
214	KDA006_VCAP_120H:TRCN0000278333:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
215	KDA007_A549_96H:TRCN0000002859:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
216	KDA007_A549_96H:TRCN0000003176:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
217	KDA007_A549_96H:TRCN0000053612:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
218	KDA007_A549_96H:TRCN0000298869:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
219	KDA007_HA1E_96H:TRCN0000002856:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
220	KDA007_HA1E_96H:TRCN0000047485:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
221	KDA007_HA1E_96H:TRCN0000338202:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
222	KDA007_HT29_96H:A18	0	0	0	0	0	0	1	0	0	0	0	0	0
223	KDA007_HT29_96H:D10	0	0	0	0	0	0	1	0	0	0	0	0	0
224	KDA007_HT29_96H:H19	0	0	0	0	0	0	1	0	0	0	0	0	0
225	KDA007_HT29_96H:TRCN0000002859:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
226	KDA007_HT29_96H:TRCN0000053612:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
227	KDA007_MCF7_144H:TRCN0000036463:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
228	KDA007_MCF7_144H:TRCN0000298856:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
229	KDA007_MCF7_96H:J04	0	0	0	0	0	0	0	0	1	0	0	0	0
230	KDA007_MCF7_96H:L15	0	0	0	0	0	0	0	0	1	0	0	0	0
231	KDA007_MCF7_96H:M14	0	0	0	0	0	0	0	0	1	0	0	0	0
232	KDA007_PC3_144H:TRCN0000053612:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
233	KDA007_PC3_144H:TRCN0000298856:-666	0	0	0	0	0	0	0	0	0	1	0	0	0
234	KDA007_PC3_96H:A19	0	0	0	0	0	0	0	0	0	1	0	0	0
235	KDA007_PC3_96H:B14	0	0	0	0	0	0	0	0	0	1	0	0	0
236	KDA007_PC3_96H:G06	0	0	0	0	0	0	0	0	0	1	0	0	0
237	KDA007_PC3_96H:H06	0	0	0	0	0	0	0	0	0	1	0	0	0
238	KDA007_VCAP_120H:TRCN0000003176:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
239	KDA007_VCAP_120H:TRCN0000047480:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
240	KDA007_VCAP_120H:TRCN0000047485:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
241	KDA007_VCAP_120H:TRCN0000074916:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
242	KDA007_VCAP_120H:TRCN0000274209:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
243	KDA007_VCAP_120H:TRCN0000335821:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
244	KDA008_A375_96H:TRCN0000010291:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
245	KDA008_A375_96H:TRCN0000256865:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
246	KDA008_A549_96H:TRCN0000010291:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
247	KDA008_A549_96H:TRCN0000047712:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
248	KDA008_A549_96H:TRCN0000052437:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
249	KDA008_A549_96H:TRCN0000219681:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
250	KDA008_A549_96H:TRCN0000256866:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
251	KDA008_A549_96H:TRCN0000272578:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
252	KDA008_HA1E_96H:TRCN0000039718:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
253	KDA008_HA1E_96H:TRCN0000196850:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
