	source	interaction	target
454	CASP1	1	FGF2
455	CASP1	-1	PYCARD
456	PYCARD	1	CASP1
457	CARD18	-1	CASP1
458	IRF1	1	NOS2
459	CARD16	-1	CASP1
460	JAK1	1	IRS1
461	IRS1	1	JAK1
462	CASP1	1	IL1A
463	JAK1	1	IRS2
464	INSR	1	IRS2
465	ATF2	1	MMP2
466	TP53	1	FDXR
467	TRAF2	1	MAP3K14
468	MAP3K14	1	TRAF2
469	MAVS	-1	IFIH1
470	IFIH1	1	MAVS
471	TP53	1	TIGAR
472	NOD2	1	MAP3K14
473	PRKDC	1	CASP2
474	ABL1	1	TOP1
475	STAT1	1	MYC
476	STAT1	1	IRF1
477	EIF2AK2	1	STAT1
478	TICAM1	1	RIPK1
479	TICAM1	1	TBK1
480	TICAM1	1	IKBKE
481	IFNG	1	IFNGR1
482	IRF3	1	IFNB1
483	IRF7	1	IFNB1
484	IRF3	1	ISG15
485	DAPK1	1	TPM1
486	ATM	1	SMC3
487	DAPK3	1	CDKN1A
488	ZDHHC9	1	HRAS
489	ZDHHC9	1	NRAS
490	KLF6	1	DAPK2
491	IGF2	1	IGF2R
492	IGF2R	1	IGF2
493	FLT3LG	1	FLT3
494	KITLG	1	KIT
495	IGF2	1	IGF1R
496	ATM	1	STRAP
497	SMG1	1	TP53
498	TLR4	1	TIRAP
499	TLR4	1	TICAM2
500	TICAM2	1	TICAM1
501	TRAF6	1	MAP3K7
502	TICAM1	1	TRAF6
503	TLR3	1	TICAM1
504	MYD88	1	IRAK4
505	ATG14	1	BECN1
506	FOXO1	1	ATG7
507	RUBCN	-1	BECN1
508	CARD8	-1	CASP9
509	SERPINB9	-1	CASP1
510	CASP1	-1	CARD8
511	CARD8	-1	CASP1
512	DAPK1	1	MYL12A
513	ROCK1	1	MYL12A
514	TP53	-1	BCL2
515	BCL2	-1	TP53
516	MTOR	1	DAP
517	CFLAR	-1	ATG3
518	RPS6KA3	-1	BAD
519	RPS6KB1	1	RPS6
520	CDK1	1	BIRC5
521	TP53	1	TYRP1
522	TP53	-1	UBD
523	TP53	1	VCAN
524	TP53	1	VDR
525	TP53	1	TRIAP1
526	TP53	1	TSC2
527	AKT1	-1	ITPR1
528	SFPQ	1	NONO
529	NONO	1	TOP1
530	APLF	1	PARP1
531	ATM	1	TRIM28
532	CHEK1	1	RAD51
533	RAD51	1	CHEK1
534	GSK3B	-1	GYS1
535	PPP1R3A	1	GYS1
536	AXIN1	1	GSK3B
537	GSK3B	1	AXIN1
538	CSNK1A1	-1	PRKN
539	LRP6	-1	GSK3B
540	GSK3B	1	LRP6
541	USP1	1	FANCD2
542	MAPK8	-1	YWHAZ
543	BCL2	-1	BECN1
544	CHEK2	-1	CDC25A
545	PLK1	1	WEE1
546	AKT1	1	NOS3
547	ATM	1	HMGA1
548	CDK5	1	PRKN
549	CSNK1A1	1	CTNNB1
550	CSNK1A1	-1	CDC25A
551	CHEK1	1	TP53
552	TP53	1	PLAGL1
553	PLAGL1	1	TP53
554	E2F1	1	CASP3
555	TP53	1	PERP
556	TP53	1	MMP2
557	TP53	1	MET
558	TP53	1	NLRC4
559	TP53	1	NDRG1
560	ATR	1	E2F1
561	YWHAQ	1	E2F1
562	E2F1	1	YWHAQ
563	E2F1	1	DDB2
564	DDB2	1	E2F1
565	ATM	1	MDM2
566	DDX17	1	ESR1
567	TP53	1	RB1
568	TP53	1	PYCARD
569	TP53	-1	PTK2
570	TP53	1	PTEN
571	TP53	1	PRKAB1
572	SGK1	1	FOXO3
573	TP53	1	PRDM1
574	TP53	1	PPM1J
575	AKT1	1	FOXO1
576	TP53	1	PML
577	TP53	1	PLK3
578	PLK3	1	TP53
579	E2F1	1	CCNB1
580	E2F1	1	CASP7
581	TP53	1	SERPINE1
582	TP53	1	SERPINB5
583	TP53	1	SFN
584	TP53	1	SESN1
585	TP53	1	RPS27L
586	TP53	1	COP1
587	COP1	-1	TP53
588	TP53	1	S100A2
589	TP53	1	SCN3B
590	TP73	-1	TP53
591	TP53	1	TP73
592	TP53	1	TP63
593	CDC25C	1	CCNB1
594	GSK3B	1	CCND1
595	TP53	1	STEAP3
596	TP53	1	SH2D1A
597	TP53	1	TNFRSF10C
598	TP53	1	TNFRSF10A
599	TP53	1	TGFA
600	TP53	1	TAP1
601	AXIN1	1	MYC
602	GSK3B	1	MYC
603	IKBKB	-1	IKBKG
604	IKBKG	1	IKBKB
605	CHEK1	1	CDC25A
606	KAT7	1	H4-16
607	CASP6	1	CASP8
608	CASP8	1	CASP6
609	CDK1	1	CSNK2B
610	MDM2	1	JMY
611	DYRK2	1	TP53
612	TBK1	1	IRF7
613	MAVS	1	TBK1
614	TLR5	1	MYD88
615	KDM3B	-1	H3C8
616	RIPK2	1	BCL10
617	KDM4C	-1	H3C8
618	KDM4B	-1	H3C8
619	ATR	1	RFWD3
620	TNFRSF10A	1	FADD
621	BAK1	1	AIFM1
622	TP53	1	HIF1A
623	HIF1A	1	TP53
624	TP53	-1	CSNK2B
625	CSNK2B	1	TP53
626	ABL1	1	WASL
627	APIP	-1	APAF1
628	TNFAIP3	-1	IKBKG
629	ABL1	1	YTHDC1
630	CASP1	1	IL1B
631	ABL1	1	ZDHHC16
632	CASP1	1	IL18
633	ABL2	1	WASL
634	ABL1	1	WRN
635	CAPNS1	1	CAPN2
636	PIK3R4	1	PIK3C3
637	BID	1	BAK1
638	BID	1	BAX
639	XIAP	-1	DIABLO
640	DIABLO	1	XIAP
641	CDK1	1	WEE1
642	WEE1	-1	CDK1
643	KMT5B	1	H4-16
644	XRCC5	1	PRKDC
645	MBD1	1	SETDB1
646	MAPKAPK2	1	HSPB1
647	E2F1	1	HIC1
648	SOCS3	-1	TRAF6
649	MAPK3	1	MAP2K2
650	MAP2K2	1	MAPK3
651	MAPK8	1	BMF
652	IRS1	1	MAPK8
653	MAPK8	1	IRS1
654	MAPK8	1	MAPK8IP1
655	MAPK8IP1	1	MAPK8
656	CASP5	1	IL18
657	MAPK8	1	BAX
658	MAPK1	1	MAP2K1
659	MAP2K1	1	MAPK1
660	AKT1	-1	TBC1D1
661	AKT1	-1	TBC1D4
662	PPM1D	-1	ATM
663	PARP1	1	XRCC1
664	PARP1	1	APTX
665	HSP90AA1	1	SMYD2
666	SMYD2	-1	TP53
667	CXCL9	1	CXCR3
668	SETD2	1	H3C8
669	CCL5	1	CCR5
670	CCL8	1	CCR5
671	CCL4	1	CCR5
672	IL6	1	IL6ST
673	SETDB2	1	H3C8
674	MAVS	1	IKBKB
675	FKBP8	1	BCL2L1
676	FKBP8	1	BCL2
677	TP53	-1	RECQL4
678	MYC	1	RIOX2
679	GSK3A	1	BCL3
680	CTBP1	-1	ELK3
681	SETD7	1	H3C8
682	PPM1D	1	CHEK2
683	DOT1L	1	H3C8
684	KMT5A	-1	H4-16
685	DIABLO	1	BIRC2
686	ATG16L1	1	CLTC
687	BIRC3	-1	DIABLO
688	DIABLO	1	BIRC3
689	CASP3	1	ATG4D
690	FADD	1	ATG5
691	BIRC5	-1	DIABLO
692	DIABLO	-1	BIRC5
693	FADD	1	RIPK1
694	RIPK1	1	FADD
695	HTRA2	-1	BIRC6
696	BIRC6	-1	HTRA2
697	HTRA2	-1	BIRC3
698	HTRA2	-1	BIRC2
699	ATG4B	1	GABARAPL1
700	HTRA2	-1	XIAP
701	ATG4B	1	GABARAP
702	BIRC6	-1	DIABLO
703	DIABLO	-1	BIRC6
704	CASP7	1	DFFA
705	BNIP3L	1	GABARAPL1
706	ATG4A	1	GABARAPL2
707	CASP3	-1	IKBKB
708	CASP3	1	EIF4B
709	ATG4B	1	GABARAPL2
710	ATM	1	IKBKG
711	BIRC2	-1	CASP7
712	BIRC3	-1	CASP7
713	ATM	1	H2AX
714	H2AX	1	MDC1
715	CASP3	1	CTNNB1
716	BIRC5	-1	CASP9
717	CASP3	1	GORASP1
718	GORASP1	1	CASP3
719	EGFR	1	GRB2
720	GRB2	1	EGFR
721	CASP3	1	ROCK1
722	ROCK1	1	CASP3
723	TAB2	1	TRAF6
724	TRAF6	1	TAB2
725	MAP3K7	1	TAB1
726	TAB1	1	MAP3K7
727	BIRC3	-1	CASP9
728	CASP3	-1	BIRC6
729	BIRC6	-1	CASP3
730	PINK1	1	BECN1
731	WDFY3	1	ATG12
732	CASP3	1	CASP7
733	MAP3K7	-1	TAB2
734	TAB2	1	MAP3K7
735	MAP3K5	1	DAXX
736	DAXX	1	MAP3K5
737	FAS	1	DAXX
738	DAXX	-1	FAS
739	SQSTM1	1	WDFY3
740	WDFY3	1	SQSTM1
741	BCL2L2	-1	BAK1
742	CASP7	-1	PARP1
743	CASP3	1	DFFA
744	EGFR	1	EGF
745	EGF	1	EGFR
746	BCL2L2	-1	BAX
747	VMP1	1	BECN1
748	TRAF2	1	MAP3K5
749	RPS6KA3	-1	TSC2
750	RPS6KA1	-1	TSC2
751	MAPK3	-1	TSC2
752	IL1A	1	IL1R1
753	BECN1	1	AMBRA1
754	AMBRA1	1	BECN1
755	RAB7A	1	FYCO1
756	TRAF2	1	IKBKB
757	TP53	1	FASLG
758	SUPT20H	1	ATG9A
759	RAB33B	1	ATG16L1
760	BAK1	1	HTRA2
761	CASP2	-1	GOLGA3
762	CASP6	1	LMNA
763	BID	-1	BCL2L2
764	BCL2L2	-1	BID
765	BCL2L2	-1	BAD
766	BAD	-1	BCL2L2
767	BBC3	-1	BCL2L2
768	BCL2L11	-1	BCL2L2
769	BCL2L2	-1	BCL2L11
770	BCL2L11	-1	BCL2
771	BCL2	-1	BCL2L11
772	BID	-1	BCL2L1
773	BCL2L1	-1	BID
774	BCL2L11	-1	BCL2L1
775	BCL2L1	-1	BCL2L11
776	BCL2	-1	BAK1
777	BCL2L11	1	BAK1
778	BCL2L1	-1	BAK1
779	BAK1	1	BCL2L1
780	TP53	1	BCL6
781	BCL6	-1	TP53
782	TP53	1	RAD51
783	PIDD1	1	RIPK1
784	PIDD1	1	CRADD
785	CRADD	1	RIPK1
786	CRADD	1	CASP2
787	CASP2	1	TRAF2
788	TRAF2	1	RIPK1
789	TRADD	1	RIPK1
790	TP53	1	HIC1
791	TP53	-1	HSP90AB1
792	TP53	-1	HSPA8
793	TP53	1	LGALS3
794	TP53	1	LIF
795	TP53	1	RNF144B
796	TP53	1	IGFBP3
797	TP53	1	IRF5
798	HMGB1	-1	BECN1
799	CDK1	-1	PIK3C3
800	MCL1	-1	BECN1
801	CDK5	-1	PIK3C3
802	DYNLL1	-1	AMBRA1
803	ULK1	1	AMBRA1
804	MAPK1	1	RPTOR
805	FBXO5	-1	ANAPC11
806	PLK1	1	FBXO5
807	CDK1	1	FBXO5
808	BTRC	-1	FBXO5
809	RBX1	1	UBE2M
810	ZBTB17	1	CDKN1A
811	OS9	1	EGLN1
812	OS9	1	EGLN3
813	HIF1A	1	EGLN1
814	EGLN1	1	HIF1A
815	HIF1A	1	EGLN3
816	EGLN3	1	HIF1A
817	EGLN2	1	HIF1A
818	VHL	-1	HIF1A
819	MYB	1	GATA3
820	BRCA1	1	PALB2
821	PALB2	1	BRCA1
822	EP300	1	MYB
823	CREBBP	1	MYB
824	MYB	1	COL1A2
825	NLK	1	MYB
826	TP53BP1	1	PAXIP1
827	PAXIP1	1	TP53BP1
828	TIMELESS	1	ATR
829	GSK3B	1	MDM2
830	RORC	1	ARNTL
831	ARNTL	1	NR1D1
832	NR1D1	-1	ARNTL
833	PER1	-1	ARNTL
834	PER2	-1	ARNTL
835	PER3	-1	ARNTL
836	CAND1	-1	CUL1
837	UBE2M	1	CUL1
838	JUN	1	PTGS2
839	DKK1	1	LRP6
840	SIRT6	-1	RELA
841	DKK1	-1	LRP5
842	WNT5A	1	FZD5
843	COPS5	1	HIF1A
844	COPS5	1	MDM2
845	COPS5	1	JUN
846	COPS5	-1	CDKN1B
847	NKRF	-1	NFKB2
848	NKRF	-1	NFKB1
849	NKRF	-1	RELA
850	NKRF	-1	REL
851	TWIST1	-1	CDH1
852	TWIST1	-1	RELA
853	TWIST1	1	AKT2
854	FRAT1	1	GSK3B
855	FRAT2	-1	GSK3B
856	GSK3B	1	FRAT2
857	CSNK2A1	1	CTNNB1
858	ATM	1	UPF1
859	ATM	-1	RPA1
860	KAT5	1	AR
861	KAT5	1	MYC
862	PPP5C	1	ATM
863	MTNR1A	1	GNAI3
864	MTNR1A	1	GNAI2
865	CDK11A	-1	EIF3F
866	CDK11B	-1	EIF3F
867	PPM1D	-1	H2AX
868	ABL1	-1	TERT
869	TP53	-1	MIR17HG
870	PRKACA	1	H3C8
871	SMARCB1	1	MYC
872	TRIM28	-1	STAT3
873	RB1	-1	E2F1
874	E2F1	1	RB1
875	KLF6	-1	PTTG1
876	E2F6	-1	UXT
877	CDC73	1	MYC
878	EP300	-1	HDAC6
879	HDAC6	1	CTTN
880	KDM4A	1	AR
881	TRIM8	-1	SOCS1
882	RECQL5	-1	RAD51
883	DDX5	1	TP53
884	DDX5	1	HDAC1
885	IKBKE	1	NFKBIA
886	NFKBIZ	-1	STAT3
887	GATA3	1	IL10
888	JAK1	1	STAT3
889	KDM5D	1	H3C8
890	KDM5B	1	H3C8
891	KDM5C	1	H3C8
892	ASH1L	1	H3C8
893	KDM5A	1	H3C8
894	PLK1	-1	PKMYT1
895	CHUK	1	NFKB2
896	TNFSF14	1	LTBR
897	CD40LG	1	CD40
898	LTA	1	TNFRSF1A
899	LTB	1	LTBR
900	LTBR	1	MAP3K14
901	MAP3K14	1	STAT3
902	BCL3	1	NFKB2
903	STAT3	1	JUNB
904	BCL3	1	NFKB1
905	STAT3	1	PIM1
906	CDK2	1	FOXO1
907	FOXO3	1	BCL2L11
908	TP53	1	EP300
909	EP300	1	TP53
910	CTNNB1	1	FOXO1
911	NRG1	1	ERBB2
912	CD40	1	TRAF2
913	ERBB3	1	GRB7
914	AKT1	1	FOXO3
915	AKT1	1	FOXO4
916	FOXO1	1	G6PC1
917	SKP2	1	FOXO1
918	NFKB1	1	CREBBP
919	CREBBP	1	NFKB1
920	USP7	1	FOXO1
921	SIRT1	1	FOXO1
922	KL	-1	IGF1R
923	CTNNB1	1	FOXO4
924	CTNNB1	1	FOXO3
925	EP300	1	H3C8
926	AKT1	1	EP300
927	CHUK	1	CREBBP
928	NOLC1	-1	CSNK2A1
929	ULK1	1	BECN1
930	BECN1	1	PIK3C3
931	PIK3C3	1	BECN1
932	BAX	1	BAK1
933	BAK1	1	BAX
934	PRMT5	-1	H4-16
935	APC2	1	CTNNB1
936	SIRT1	1	SUV39H1
937	SIAH1	-1	CTNNB1
938	HDAC2	1	H4-16
939	H2AX	1	TP53BP1
940	TRAF2	1	MAP3K7
941	PRKD1	1	HSPB1
942	GSK3A	1	LRP6
943	SETD7	1	TAF10
944	SETD7	1	TP53
945	DFFA	-1	DFFB
946	RCOR1	1	KDM1A
947	NKIRAS1	1	NFKBIA
948	E2F1	1	RAD51
949	BACH1	-1	NFE2L2
950	BACH1	-1	NQO1
951	NKIRAS2	1	NFKBIB
952	GSK3B	-1	CTNNB1
953	TP53	1	SIAH1
954	MAPK3	-1	BCL2L11
955	MAPK1	-1	BCL2L11
956	CASP8	1	CASP7
957	CASP8	1	BID
958	NGF	1	NTRK1
959	NTRK1	1	NGF
960	CEBPB	1	RUNX2
961	CASP7	1	CASP9
962	CASP9	1	CASP7
963	MAPK3	1	CEBPB
964	MAPK1	1	CEBPB
965	BNIP3	-1	RHEB
966	BMI1	1	CDKN2A
967	CSNK1A1	1	CREB1
968	BCL2L1	1	BAD
969	BAD	1	BCL2L1
970	ATM	1	NABP2
971	KDM3A	1	AR
972	FADD	1	CASP10
973	CFLAR	-1	FADD
974	CASP3	1	CASP6
975	CASP6	1	CASP3
976	FOXO3	1	FASLG
977	SIRT1	1	FOXO3
978	FOXO3	1	CDKN1B
979	FOXO3	1	GADD45A
980	ATM	1	FBXO31
981	PRMT5	1	H3C8
982	BCL2	-1	BAD
983	BAD	1	BCL2
984	BCL2	-1	BAX
985	BAX	-1	BCL2
986	BCL2L1	-1	BAX
987	STAT6	1	RETNLB
988	JAK1	1	IL4R
989	IL4R	1	JAK1
990	RPS6KA4	1	FOS
991	IL4	1	IL4R
992	IL4R	1	JAK3
993	NEK11	-1	CDC25A
994	IL3RA	1	JAK2
995	AKT1	1	SMARCC1
996	PDPK1	1	PRKCA
997	STAT6	1	THY1
998	STAT6	1	ARG1
999	PIAS4	1	STAT1
1000	PCNA	1	DNMT1
1001	STAT6	1	GATA3
1002	MAPK3	1	RPS6KA5
1003	FOXO3	1	PINK1
1004	STAT1	1	ISG15
1005	IKBKB	1	NFKB1
1006	NFKB1	1	IKBKB
1007	MAP3K8	1	MAP2K1
1008	MAP3K8	1	MAP2K2
1009	BTK	-1	TIRAP
1010	KMT5C	1	H4-16
1011	MAP3K8	1	MAP2K3
1012	PDK1	1	SGK1
1013	SGK1	1	FOXO1
1014	KAT5	1	TP53
1015	MDM2	-1	KAT5
1016	CDK1	1	KAT5
1017	EIF2AK2	1	EIF2S1
1018	EIF2AK4	1	EIF2S1
1019	DDX58	1	MAVS
1020	MAVS	-1	DDX58
1021	IRF3	1	TBK1
1022	TBK1	1	IRF3
1023	EIF2AK1	1	EIF2S1
1024	MAPK8	1	JUN
1025	CAPN1	1	ATG5
1026	HSPA5	-1	EIF2AK3
1027	EIF2AK3	1	NFE2L2
1028	MAP2K6	1	MAPK11
1029	CDK5RAP3	1	CDK1
1030	HSPA5	-1	ERN1
1031	SIRT1	1	NBN
1032	TIMD4	1	HAVCR1
1033	HSPA5	-1	ATF6
1034	JAK2	1	GHR
1035	GHR	1	JAK2
1036	PRLR	1	JAK2
1037	JAK2	1	LEPR
1038	LEPR	1	JAK2
1039	IL5RA	1	JAK2
1040	SOCS3	1	CSF3R
1041	PARP1	1	PIAS4
1042	SOCS3	-1	LIFR
1043	SOCS3	-1	IL6R
1044	CREB1	1	CRTC2
1045	CRTC2	1	CREB1
1046	CREB1	1	CREBBP
1047	CREBBP	1	CREB1
1048	PRKN	-1	SYT11
1049	PRKN	-1	GPR37
1050	PRKN	1	AIMP2
1051	CAPN2	1	ATG5
1052	BAG2	1	STUB1
1053	CSNK1E	1	DVL1
1054	CSNK1D	1	PER2
1055	AKT1	-1	ZFP36L1
1056	PARP1	1	CHD1L
1057	KAT5	1	H4-16
1058	SIRT1	1	KAT5
1059	RPS6KA4	1	CREB1
1060	EHMT2	-1	H3C8
1061	EHMT1	-1	H3C8
1062	SETDB1	-1	H3C8
1063	KDM6A	1	H3C8
1064	KDM6B	1	H3C8
1065	KDM1A	1	H3C8
1066	UHRF1	1	DNMT1
1067	TRIM28	1	STAT1
1068	TRIM28	-1	HDAC1
1069	HDAC1	1	TRIM28
1070	HDAC2	1	STAT3
1071	MEN1	1	KMT2A
1072	KMT2A	1	MEN1
1073	PHF8	1	H3C8
1074	SETD1B	1	H3C8
1075	KMT2A	1	H3C8
1076	GZMA	-1	SET
1077	SIRT1	-1	RELA
1078	SET	-1	NME1
1079	SIRT1	-1	RELB
1080	BMI1	1	RNF2
1081	STAT1	-1	CREBBP
1082	GZMA	1	APEX1
1083	GZMA	-1	HMGB2
1084	IL10	-1	NFKB1
1085	JAK2	1	H3C8
1086	PHF1	1	SUZ12
1087	HSPB1	1	AR
1088	AR	1	HSPB1
1089	HIF1A	1	BNIP3
1090	TGFA	1	EGFR
1091	PRKCA	1	MAPK1
1092	PRKCA	1	MAPK3
1093	EP300	-1	BCL6
1094	EGFR	1	SRC
1095	SRC	1	EGFR
1096	CYLD	-1	IKBKG
1097	HOXA10	1	FOXO1
1098	AR	1	FOXO1
1099	FOXO1	1	AR
1100	CEBPB	1	FOXO1
1101	FOXO1	1	IGFBP1
1102	PRKDC	1	TRIM28
1103	ATM	1	AVEN
1104	AVEN	1	ATM
1105	MAPK11	1	ATF2
1106	PPM1D	1	MDM2
1107	PPARA	1	LPL
1108	FOXO1	-1	PPARG
1109	MEF2A	1	SLC2A4
1110	BIRC2	1	IKBKG
1111	RPS6KB1	-1	MTOR
1112	MTOR	1	RPS6KB1
1113	ITCH	-1	CFLAR
1114	TXN	1	NFKB1
1115	BLM	1	FANCD2
1116	FANCD2	1	BLM
1117	FAAP24	1	FANCM
1118	PLK1	1	STAG2
1119	PLK1	1	RAD21
1120	WAPL	-1	RAD21
1121	ATR	1	SMARCC2
1122	GRB2	1	SOS1
1123	SOS1	1	GRB2
1124	KAT2B	1	EP300
1125	FANCD2	1	FANCL
1126	FANCL	1	FANCD2
1127	FANCI	1	FANCL
1128	FANCL	1	FANCI
1129	CREBBP	1	KAT2B
1130	KAT2B	1	CREBBP
1131	SIRT1	-1	WRN
1132	HDAC1	-1	TP53
1133	ADRM1	1	UCHL5
1134	SIRT1	1	XRCC6
1135	AURKA	1	BRCA1
1136	ATM	1	ATF2
1137	MTA1	-1	ESR1
1138	NEDD8	1	CUL2
1139	RPS6KA4	1	RELA
1140	PDPK1	1	AKT1
1141	AKT1	1	PDPK1
1142	CDK1	-1	TP53BP1
1143	CDC7	1	MCM2
1144	EP300	1	DDX5
1145	EP300	1	H4-16
1146	EP300	1	PARP1
1147	ZNF350	1	TRIM28
1148	CTNNB1	1	EP300
1149	EP300	1	CTNNB1
1150	CSNK1A1	1	LEF1
1151	EP400	-1	KAT5
1152	EP300	1	TDG
1153	CHD8	-1	CTNNB1
1154	CSNK1A1	-1	PHLPP1
1155	CSNK1A1	-1	IFNAR1
1156	AXIN1	1	CSNK1A1
1157	CSNK1A1	1	AXIN1
1158	CSNK1A1	1	HNRNPC
1159	FBXO31	-1	CCND1
1160	PRKDC	1	HNRNPU
1161	ATRIP	1	BRCA1
1162	NCOR2	-1	PPARG
1163	NCOR1	-1	PPARG
1164	PPARG	1	SORBS1
1165	SIRT1	1	NCOR2
1166	SIRT1	1	NCOR1
1167	FBXW7	1	NOTCH1
1168	CTNNB1	1	TCF7L2
1169	SMAD3	1	FOXO1
1170	NCOR1	-1	RBPJ
1171	ESR1	-1	FOXO1
1172	MAPKAPK2	1	CREB1
1173	NLK	-1	TCF7L2
1174	SOX17	-1	TCF7L2
1175	FOXG1	-1	FOXO1
1176	PRKCQ	1	CARD11
1177	MYC	-1	CDKN1A
1178	EP300	1	SMAD2
1179	SMAD2	1	EP300
1180	APEX1	1	ARNT
1181	WRN	1	NEIL1
1182	AKT1	1	YBX1
1183	NPAT	1	HINFP
1184	TIPIN	1	RPA1
1185	TIPIN	1	TIMELESS
1186	TIMELESS	1	TIPIN
1187	LYN	1	LIME1
1188	EP300	-1	FEN1
1189	MAP3K7	1	NLK
1190	MLH1	1	PMS2
1191	MSH2	1	ATR
1192	CHEK1	1	TLK1
1193	APC	-1	POLB
1194	XRCC1	1	POLB
1195	APEX1	1	TXN
1196	RHOA	1	CIT
1197	LIMK1	1	CFL2
1198	ROCK1	1	LIMK2
1199	CDC42BPA	1	LIMK1
1200	CDC42BPA	1	LIMK2
1201	CFL1	-1	ACTC1
1202	CFL1	1	LIMK1
1203	LIMK1	1	CFL1
1204	LIMK2	1	CFL1
1205	LIMK1	1	ROCK1
1206	ROCK1	1	LIMK1
1207	ATRIP	1	TOPBP1
1208	TOPBP1	1	ATRIP
1209	NEK2	1	SGO1
1210	NEK2	1	CNTROB
1211	PLK1	-1	FANCM
1212	TRAF6	1	TAB1
1213	USP28	1	MYC
1214	MED14	1	STAT2
1215	KPNA2	1	IRF1
1216	CDC14B	1	FZR1
1217	IRAK1	1	IRF7
1218	TLR2	1	TICAM2
1219	TICAM2	1	MYD88
1220	E2F1	1	XRCC1
1221	HNRNPK	1	TP53
1222	RHOA	1	PKN2
1223	BIRC2	-1	MAP3K14
1224	BIRC3	-1	MAP3K14
1225	BIRC2	1	RIPK1
1226	BIRC3	1	RIPK1
1227	ERCC6	-1	TP53
1228	BIRC7	-1	DIABLO
1229	DIABLO	-1	BIRC7
1230	TRAF6	1	AKT1
1231	TLR10	1	MYD88
1232	MYD88	1	IRAK1
1233	TLR8	1	MYD88
1234	PDK1	1	PKN2
1235	MPG	-1	ESR1
1236	TDG	1	CREBBP
1237	CREBBP	1	TDG
1238	TDG	1	NKX2-1
1239	HSF1	1	PRKDC
1240	ELAVL1	1	MYC
1241	SYMPK	1	CSTF2
1242	TDG	1	ESR1
1243	STAT1	1	CASP1
1244	ELAVL1	1	TP53
1245	HIF1AN	1	HIF1A
1246	MAPK3	1	HIF1A
1247	MAPK1	1	HIF1A
1248	KDM1A	-1	TP53
1249	NF1	1	HRAS
1250	RNF135	1	DDX58
1251	GSK3B	1	GLI3
1252	KAT2B	-1	CDK2
1253	EP300	-1	HMGN1
1254	TELO2	1	MTOR
1255	TELO2	1	ATM
1256	PARP1	-1	TOP1
1257	GADD45A	-1	CDK1
1258	CHEK2	1	TERF2
1259	TERF2	-1	CHEK2
1260	CDK1	1	CDC25A
1261	CDC25A	1	CDK1
1262	TRIM28	1	MDM2
1263	ATM	-1	ZNF420
1264	CHEK1	1	CLSPN
1265	CLSPN	1	CHEK1
1266	EP300	1	HIF1A
1267	EP300	1	ARNT
1268	CHEK1	-1	H3C8
1269	HIF1AN	1	EPAS1
1270	CREBBP	1	ARNT
1271	MAD2L1	-1	ANAPC7
1272	FBXO5	-1	FZR1
1273	PLK1	-1	EVI5
1274	BUB1B	1	CDC20
1275	MAD2L1	-1	CDC20
1276	IRF3	1	CXCL10
1277	TLR9	1	MYD88
1278	TLR7	1	MYD88
1279	SMARCA4	1	CDKN1A
1280	E2F4	-1	MYBL2
1281	ATM	1	BLM
1282	BLM	1	CHAF1A
1283	MAPK14	-1	CCND2
1284	RPS6KA3	1	H3C8
1285	RPS6KA5	1	H3C8
1286	MCM10	1	POLA1
1287	KPNA2	1	CHEK2
1288	BUB1	1	CDC20
1289	BUB1	1	SMC1A
1290	KIF4A	1	PRC1
1291	PLK1	1	SMC1A
1292	KDM1B	-1	H3C8
1293	USP7	1	MARCHF7
1294	TTK	1	TACC2
1295	ESPL1	1	SMC1A
1296	MAPK7	1	NR4A1
1297	IRAK4	1	IRAK1
1298	TRIM28	1	SETDB1
1299	TRIM28	1	CHD3
1300	E2F1	1	ATM
1301	ATM	1	E2F1
1302	CDK2	-1	CDKN1A
1303	CDKN1A	-1	CDK2
1304	ATM	1	SP1
1305	ATM	1	SMC1A
1306	MAP3K3	1	MAP2K5
1307	ATM	1	MDM4
1308	TP53	-1	NFYB
1309	TP53	-1	NFYA
1310	ING2	1	EP300
1311	SIRT1	1	APEX1
1312	MDM4	1	MDM2
1313	MDM2	1	MDM4
1314	MDM4	-1	TP53
1315	TP53	1	MDM4
1316	APEX1	1	STAT3
1317	APC	1	CTNNB1
1318	CCNH	1	CDK7
1319	NEDD8	-1	CUL4A
1320	ATR	1	ATM
1321	TP53	1	GTSE1
1322	ATM	1	DCLRE1C
1323	AURKA	1	CENPA
1324	CENPA	1	AURKB
1325	AURKB	1	CENPA
1326	KDM1A	1	AR
1327	MAPK8	1	ITCH
1328	AURKA	1	CDC25B
1329	CDK1	1	CDC25B
1330	CDC25B	1	CDK1
1331	PLK1	1	CLSPN
1332	TP53	1	MLH1
1333	ATR	-1	CLSPN
1334	TP53	1	PMS2
1335	XPA	1	ERCC1
1336	XPA	1	ERCC4
1337	ATR	1	FANCD2
1338	SHPRH	1	PCNA
1339	USP1	-1	PCNA
1340	DTL	1	CUL4A
1341	CHEK2	1	MDM2
1342	MDM2	1	CHEK2
1343	PCNA	1	CDT1
1344	CAND1	-1	CUL4A
1345	ASF1A	1	H3C8
1346	ASF1B	1	H3C8
1347	ASF1A	1	H4-16
1348	CHEK2	-1	ASF1A
1349	ASF1B	1	H4-16
1350	PLK1	1	CDC25C
1351	TRAF6	1	MAP3K5
1352	PLK1	1	FOXM1
1353	FOXM1	1	PLK1
1354	FOXM1	1	AURKB
