	source	interaction	target
914	TGFB1	1	TGFBR1
915	RASSF5	1	RASSF1
916	PTK2	1	GRB2
917	IL1B	1	IL1R1
918	NTRK1	1	SHC1
919	LIF	1	LIFR
920	IKBKG	1	CHUK
921	IL2	1	IL2RG
922	IL13	1	IL13RA1
923	MAP3K7	1	MAP2K4
924	MAP3K7	1	IKBKG
925	VAV1	1	PLCG1
926	VAV1	1	GRAP
927	MAP3K7	1	MAP2K6
928	VAV1	1	RHOA
929	SOCS1	1	JAK1
930	MAP3K5	1	MAP2K4
931	MAP3K5	1	MAP2K7
932	MAP3K5	1	MAP2K6
933	HRAS	1	RAF1
934	TAOK2	1	MAP2K6
935	DUSP16	1	MAPK8IP1
936	PTPN6	1	JAK1
937	VAV1	1	SYK
938	SYK	1	VAV1
939	VAV1	1	CBL
940	TGFB3	1	TGFBR2
941	MAPK11	1	MAPKAPK5
942	BMP2	1	BMPR2
943	ACVR2B	1	ACVR1B
944	JAK1	1	IL10RA
945	IL10RA	1	JAK1
946	PTPN11	1	GAB1
947	IL21R	1	JAK1
948	PTPN6	1	ZAP70
949	RARB	1	RXRA
950	RXRA	1	RARB
951	PRL	1	PRLR
952	GH1	1	PRLR
953	GH1	1	GHR
954	JAK1	1	STAT2
955	TYK2	1	IFNAR1
956	IFNG	1	IFNGR2
957	IFNGR1	1	JAK1
958	JAK1	1	IFNGR1
959	TYK2	1	STAT3
960	TSLP	1	CRLF2
961	IRF9	1	STAT2
962	IKBKB	1	NFKBIA
963	IKBKB	1	NFKBIB
964	CHUK	1	NFKBIA
965	PTPN1	1	TYK2
966	MAPK3	1	SOS1
967	JAK2	1	PTPN11
968	PTPN11	1	JAK2
969	SMAD3	1	NOTCH1
970	IL3	1	IL3RA
971	INS	1	IGF1R
972	IL12A	1	IL12RB1
973	DUSP4	1	MAPK1
974	DUSP4	1	MAPK3
975	MAPK14	1	ATF2
976	MAPK3	1	ELK1
977	RPS6KA1	1	FOS
978	MAPK8	1	ELK1
979	JAK3	1	STAT5A
980	MAPK8	1	ATF2
981	IL6ST	1	JAK2
982	IFNA1	1	IFNAR1
983	IFNB1	1	IFNAR1
984	IFNA1	1	IFNAR2
985	IFNB1	1	IFNAR2
986	IL15	1	IL15RA
987	MAPK14	1	ELK1
988	MAP3K7	1	MAP2K3
989	JAK1	1	PTPN11
990	MAP4K1	1	MAP3K11
991	DUSP4	1	MAPK8
992	NOTCH1	1	RBPJ
993	MAPK14	1	MEF2C
994	SMAD7	1	TGFBR1
995	NRG3	1	ERBB4
996	NRG1	1	ERBB4
997	FRZB	1	WNT1
998	MAPK3	1	SMAD1
999	SMAD6	1	SMAD1
1000	MAPK7	1	MEF2C
1001	NRAS	1	RAF1
1002	JAK3	1	STAT1
1003	IGF1R	1	IRS4
1004	MAP3K10	1	MAP2K7
1005	MAPK11	1	RPS6KA5
1006	MAPK1	1	RPS6KA5
1007	EGFR	1	SHC1
1008	ACVR1	1	SMAD1
1009	MAPK7	1	MEF2A
1010	BMPR1B	1	SMAD5
1011	BMPR1B	1	SMAD1
1012	MAPK3	1	RPS6KA4
1013	SHH	1	PTCH2
1014	IHH	1	PTCH2
1015	RAC1	1	PAK2
1016	MAP3K7	1	MAP2K7
1017	SMAD6	1	TGFBR1
1018	SMAD7	1	SMAD3
1019	SMAD6	1	SMAD3
1020	MAPK1	1	DUSP6
1021	DUSP6	1	MAPK1
1022	MAPK1	1	DUSP1
1023	DUSP1	1	MAPK1
1024	DUSP8	1	MAPK14
1025	MAPK3	1	DUSP6
1026	DUSP6	1	MAPK3
1027	MAPK14	1	MAPKAPK3
1028	HHIP	1	SHH
1029	MAPK1	1	SMAD3
1030	MAPK3	1	SMAD3
1031	MAPK1	1	SMAD2
1032	MAPK3	1	SMAD2
1033	AREG	1	EGFR
1034	HBEGF	1	EGFR
1035	NRG4	1	ERBB4
1036	SOCS3	1	JAK1
1037	TAOK2	1	MAP2K3
1038	ACVR1	1	SMAD5
1039	EGFR	1	CBL
1040	CBL	1	EGFR
1041	SOCS3	1	JAK2
1042	MAPK8IP3	1	MAP3K11
1043	MAPK8IP3	1	MAP2K7
1044	PTPN1	1	IRS1
1045	DLL4	1	NOTCH4
1046	JAG1	1	NOTCH2
1047	JAG2	1	NOTCH2
1048	JAG2	1	NOTCH3
1049	DLL3	1	NOTCH1
1050	APC2	1	AXIN1
1051	WNT5A	1	FZD4
1052	PTPN6	1	JAK3
1053	WNT1	1	LRP6
1054	IL23A	1	IL12RB1
1055	DTX1	1	NOTCH1
1056	IL6	1	IL6R
1057	IL6R	1	IL6ST
1058	MAP2K7	1	MAPK10
1059	MAP2K7	1	MAPK9
1060	MAP2K6	1	MAPK12
1061	MAP2K4	1	MAPK10
1062	MAP2K6	1	MAPK14
1063	MAP2K4	1	MAPK9
1064	MAP2K3	1	MAPK11
1065	MAP2K5	1	MAPK7
1066	MAPK7	1	MAP2K5
1067	ZFYVE9	1	SMAD2
1068	CNTF	1	CRLF1
1069	LRP5	1	AXIN1
1070	MAP3K2	1	MAP2K4
1071	MAP3K2	1	MAP2K1
1072	FBXW11	1	SMAD3
1073	ACVR1B	1	SMAD2
1074	IGF1R	1	IRS1
1075	JAK2	1	STAT5B
1076	SOCS1	1	JAK2
1077	DLL4	1	NOTCH1
1078	MYC	1	SMAD3
1079	AXIN1	1	CSNK1D
1080	CSNK1D	1	AXIN1
1081	MAP3K20	1	MAP2K7
1082	PTPN2	1	JAK1
1083	RPS6KA5	1	CREB1
1084	RPS6KA5	1	ATF1
1085	AXIN2	1	CTNNB1
1086	AKT1	1	RPS6KB1
1087	PAK1	1	RAF1
1088	PTPRC	1	JAK3
1089	IL23R	1	JAK2
1090	IL23A	1	IL23R
1091	NCSTN	1	PSEN1
1092	JAK2	1	IFNGR1
1093	IFNGR1	1	JAK2
1094	TGFBR1	1	ZFYVE9
1095	DUSP3	1	MAPK1
1096	SMAD7	1	SMURF1
1097	SMURF1	1	SMAD7
1098	MIB1	1	JAG1
1099	ERBB2	1	ERBB3
1100	SKI	1	SMAD3
1101	SKI	1	SMAD4
1102	SKI	1	SMAD2
1103	JAK3	1	STAT3
1104	IL22RA1	1	TYK2
1105	IL20RA	1	JAK1
1106	IL22RA1	1	JAK1
1107	SMAD2	1	SMAD4
1108	SMAD3	1	SMAD4
1109	SMAD4	1	SMAD3
1110	FZD4	1	DVL2
1111	SMAD1	1	SMAD4
1112	PTPN6	1	SOCS1
1113	DISP1	1	SHH
1114	JAK2	1	STAT1
1115	CREB1	1	FOXO4
1116	NCSTN	1	APH1A
1117	APH1A	1	NCSTN
1118	LRIG1	1	CBL
1119	LRIG1	-1	EGFR
1120	PML	1	ZFYVE9
1121	PML	1	SMAD3
1122	PML	1	SMAD2
1123	MAPK3	-1	ARRB1
1124	SUFU	1	GLIS2
1125	JAK2	1	STAT5A
1126	PTPN1	1	JAK2
1127	PTPN1	1	STAT3
1128	PTPN6	1	JAK2
1129	LRIG1	1	ERBB3
1130	LRIG1	1	ERBB2
1131	LRIG1	1	ERBB4
1132	LIFR	1	IL6ST
1133	CRIPAK	1	PAK1
1134	IL31	1	OSMR
1135	OSM	1	OSMR
1136	KRAS	1	RAF1
1137	LRP6	1	AXIN1
1138	JAK2	1	IFNGR2
1139	IFNGR2	1	JAK2
1140	TAB1	1	MAPK14
1141	MAPK14	-1	TAB1
1142	IL21	1	IL21R
1143	AMH	1	AMHR2
1144	TGFBR2	1	TGFBR1
1145	BMPR2	1	ACVR1
1146	BMPR2	1	BMPR1B
1147	TGFB2	1	TGFBR2
1148	INHBA	1	ACVR2B
1149	BMP7	1	ACVR2B
1150	BMP7	1	BMPR2
1151	GDF6	1	BMPR2
1152	BMP4	1	BMPR2
1153	PPP4R3A	1	PPP4C
1154	BTRC	1	GLI3
1155	CDO1	1	SHH
1156	PPM1A	1	SMAD3
1157	PPM1A	1	SMAD2
1158	PPM1A	1	SMAD1
1159	SIRT1	1	SMAD7
1160	IL20	1	IL22RA1
1161	IL26	1	IL20RA
1162	IL19	1	IL20RA
1163	IL27	1	IL27RA
1164	MAPK3	1	STAT5A
1165	KRAS	1	BRAF
1166	HRAS	1	BRAF
1167	GSK3B	1	SMAD3
1168	MAPK3	1	MYC
1169	DAB1	1	NOTCH1
1170	NOTCH1	1	HIF1A
1171	CTF1	1	IL6ST
1172	IL31RA	1	JAK2
1173	SOCS1	1	IFNGR1
1174	PTPN11	1	STAT1
1175	PPP2CA	1	SMAD3
1176	MTMR4	1	SMAD2
1177	MTMR4	1	SMAD3
1178	DACT2	1	TGFBR1
1179	SRC	1	TGFBR2
1180	ITCH	1	SMAD7
1181	IHH	1	PTCH1
1182	GSK3A	1	TSC2
1183	ANKRD6	1	DVL2
1184	AKT1	1	CTNNB1
1185	MAPK9	1	CTNNB1
1186	CBL	1	PDGFRA
1187	PDGFRB	1	SHC1
1188	PDGFA	1	PDGFRA
1189	PDGFB	1	PDGFRA
1190	FGF1	1	FGFR1
1191	FGF1	1	FGFR2
1192	FGF2	1	FGFR2
1193	FGF3	1	FGFR2
1194	FGF4	1	FGFR2
1195	FGF10	1	FGFR2
1196	FLT1	1	PLCG1
1197	NTRK1	1	FRS2
1198	NTRK1	1	PLCG1
1199	EFNA1	1	EPHA1
1200	EFNA2	1	EPHA2
1201	EFNA5	1	EPHA5
1202	EFNB3	1	EPHB3
1203	EFNA1	1	EPHA6
1204	EFNA2	1	EPHA6
1205	EFNA1	1	EPHA8
1206	EFNA1	1	EPHA4
1207	EFNA5	1	EPHA4
1208	EFNA1	1	EPHA2
1209	EFNA1	1	EPHA3
1210	EFNA5	1	EPHA3
1211	EFNA1	1	EPHA5
1212	EPHA3	1	CRK
1213	LTK	1	IRS1
1214	LTK	1	PIK3CG
1215	LTK	1	CBL
1216	ANGPT2	1	TEK
1217	ANGPT1	1	TEK
1218	ANGPT4	1	TEK
1219	DOK7	1	MUSK
1220	WNT3A	1	RYK
1221	CDK5R1	1	LMTK2
1222	GAS6	1	AXL
1223	GAS6	1	MERTK
1224	RET	1	DOK6
1225	GDNF	1	RET
1226	ABL1	1	MTOR
1227	PTK6	1	STAP2
1228	FGFR1	1	FRS2
1229	EGFR	1	ESR1
1230	RARA	1	RXRA
1231	RXRA	1	RARA
1232	RXRB	1	RARA
1233	RARG	1	RXRA
1234	RXRA	1	RARG
1235	RARG	1	RXRB
1236	RXRB	1	RARG
1237	RXRA	1	PPARA
1238	RXRA	1	PPARG
1239	RXRB	1	PPARG
1240	NR2F2	1	RXRA
1241	NR0B2	1	ESR1
1242	NR0B1	1	NR5A1
1243	RARA	1	RXRG
1244	RXRA	1	NR1H2
1245	ESR1	1	ESR2
1246	AR	1	NR5A1
1247	NCOA2	1	RXRA
1248	NCOA2	1	PPARG
1249	LEPR	1	STAT3
1250	IL26	1	IL10RB
1251	JAK1	1	STAT6
1252	IL5	1	IL5RA
1253	JAK2	1	STAT6
1254	DLL1	1	NOTCH2
1255	UBE2O	-1	SMAD6
1256	SMAD7	1	SMURF2
1257	SMURF2	1	SMAD7
1258	SMURF2	1	TGFBR1
1259	PRKACA	1	SUFU
1260	MAPK14	1	CREB1
1261	DUSP16	-1	MAPK14
1262	SMAD2	1	SMURF2
1263	SMURF2	1	SMAD2
1264	MAPK14	1	MAX
1265	MAP4K2	1	MAP3K1
1266	FYN	1	SHC1
1267	THPO	1	MPL
1268	AREG	1	ERBB2
1269	IL2RG	1	JAK1
1270	IL2RG	1	JAK3
1271	CNTF	1	CNTFR
1272	IL7	1	IL7R
1273	IL4R	1	IL2RG
1274	GSK3B	1	JUN
1275	MAPK3	1	TAL1
1276	SHC1	1	GRAP
1277	IL13RA1	1	TYK2
1278	DUSP2	1	MAPK1
1279	DUSP2	1	MAPK14
1280	KRAS	1	MAP3K1
1281	MAP3K11	1	MAP2K4
1282	EGFR	1	SHC2
1283	EGFR	1	SHC3
1284	MAP4K4	1	MAP3K1
1285	MAP4K1	1	MAP3K1
1286	MAP3K11	1	MAP2K3
1287	FLNA	1	MAP2K4
1288	DUSP1	1	MAPK8
1289	JAK2	1	CSF2RA
1290	CSF2RA	1	JAK2
1291	JAK2	1	STAM
1292	MAPK14	1	MKNK2
1293	MAPK3	1	MKNK2
1294	MAPK3	1	MKNK1
1295	MAPK14	1	MKNK1
1296	NRG2	1	ERBB3
1297	NRG2	1	ERBB4
1298	LEP	1	LEPR
1299	NRG1	1	ERBB3
1300	CTNNB1	1	TCF4
1301	FRZB	1	WNT8A
1302	PAK1	1	MAP2K1
1303	BTRC	1	CTNNB1
1304	ACVR1B	1	SMAD3
1305	DVL3	1	FRAT1
1306	SMAD2	1	CREB1
1307	ERBB2	1	SHC1
1308	LAMTOR3	1	MAPK3
1309	TLE1	1	LEF1
1310	FBXW11	1	CTNNB1
1311	TAOK1	1	MAP2K3
1312	MAPK14	1	RPS6KA4
1313	CDC42	1	PAK2
1314	MAPK8IP1	1	MAP3K10
1315	MAPK8IP1	1	MAP3K12
1316	MAPK8IP1	1	MAP2K7
1317	MAP4K4	1	MAP3K7
1318	DUSP9	1	MAPK1
1319	PRKACA	1	RAF1
1320	PRKCA	1	RAF1
1321	MAPK3	1	DUSP1
1322	DUSP1	1	MAPK3
1323	DUSP9	1	MAPK3
1324	MAPK1	1	SOS1
1325	HHIP	1	IHH
1326	SIRT1	1	FOXO4
1327	WIF1	1	WNT8A
1328	SHC1	1	INPP5D
1329	BTC	1	EGFR
1330	BTC	1	ERBB4
1331	HBEGF	1	ERBB4
1332	JUN	-1	SMAD3
1333	DUSP5	1	MAPK1
1334	IGF1R	1	IRS2
1335	MAPK8IP3	1	MAP2K4
1336	MAPK8IP3	1	MAP3K1
1337	CSF1	1	CSF2RA
1338	CSF3	1	CSF2RA
1339	IL9	1	IL9R
1340	TAOK2	1	MAP2K4
1341	TAOK2	1	MAP2K7
1342	MAPK8IP2	1	MAPK8
1343	JAK1	1	JAK3
1344	JAK3	1	JAK1
1345	SNIP1	1	SMAD4
1346	SOS1	1	HRAS
1347	SMURF2	1	SMAD1
1348	MAPK8	1	ELK3
1349	MAPK14	1	ELK3
1350	KAT2A	1	SMAD3
1351	KAT2A	1	SMAD2
1352	XPO1	1	SMAD4
1353	WNT10B	1	FZD5
1354	SMAD2	1	MEF2A
1355	MAP2K3	1	MAPK13
1356	MAP2K6	1	MAPK13
1357	MAP2K3	1	MAPK12
1358	MAP3K2	1	MAP2K5
1359	EGF	1	ERBB2
1360	DUSP10	1	MAPK8
1361	MAP4K3	1	MAP3K1
1362	SMURF2	1	SKIL
1363	NOTCH3	1	RBPJ
1364	MKNK1	1	EIF4E
1365	MKNK2	1	EIF4E
1366	KSR1	1	RAF1
1367	DAXX	1	TGFBR2
1368	PDPK1	1	SGK1
1369	SOS1	1	NRAS
1370	RPS6KA1	1	GSK3B
1371	MAP3K13	1	MAP2K7
1372	SMAD6	1	TAB1
1373	SMAD7	1	TAB1
1374	SH2B1	1	JAK2
1375	PTPN2	1	STAT5A
1376	DLL3	1	NOTCH2
1377	MAP3K20	1	MAP2K4
1378	PTPN1	1	IGF1R
1379	RPS6KA4	1	ATF1
1380	IRS2	1	PIK3CG
1381	EXTL1	1	SHH
1382	MAPK3	1	ETS1
1383	CSNK1A1L	1	CTNNB1
1384	CSNK1D	1	CTNNB1
1385	DUSP19	1	MAPK8
1386	PTPRC	1	JAK1
1387	IL23R	1	TYK2
1388	KREMEN2	1	LRP6
1389	DKK1	1	KREMEN2
1390	DKK1	1	KREMEN1
1391	IL21R	1	JAK3
1392	DYRK1A	1	GLI1
1393	FOXH1	1	SMAD2
1394	MAML3	1	NOTCH2
1395	MAML3	1	NOTCH3
1396	NOTCH4	1	MAML2
1397	MAML3	1	NOTCH4
1398	NOTCH4	1	MAML3
1399	IL6ST	1	JAK1
1400	SH3RF1	1	MAP3K10
1401	SH3RF1	1	MAP2K4
1402	SH3RF1	1	MAP3K12
1403	SH3RF1	1	MAP2K7
1404	SH3RF1	1	MAPK8
1405	SMURF1	1	TGFBR1
1406	IL1R1	1	IL1RAP
1407	IL1RAP	1	IL1R1
1408	DVL3	1	RAC1
1409	NUMB	1	ITCH
1410	ITCH	1	NOTCH1
1411	CBY1	1	CTNNB1
1412	IL11	1	IL11RA
1413	SKIL	1	SMAD4
1414	SKIL	1	SMAD2
1415	AXIN1	1	MAP3K4
1416	NCOR2	1	BHLHE41
1417	PIAS4	1	SMAD3
1418	PIAS4	1	SMAD4
1419	NUP214	1	SMAD3
1420	NUP214	1	SMAD4
1421	IL10RB	1	TYK2
1422	MAPK14	1	SMAD3
1423	SMAD5	1	SMAD4
1424	CNKSR2	1	RAF1
1425	SUFU	1	SAP18
1426	RNF111	1	SMAD7
1427	AXIN1	1	RNF111
1428	PIAS3	1	SMAD3
1429	SMAD7	1	PPP1R15A
1430	PPP1CC	1	TGFBR1
1431	PPP1R15A	1	PPP1CC
1432	FBXW11	1	SMAD4
1433	PIAS1	1	SMAD4
1434	NKD1	1	DVL3
1435	WDR83	1	RAF1
1436	WDR83	1	MAPK3
1437	WDR83	1	MAP2K1
1438	IFNLR1	1	TYK2
1439	IFNLR1	1	JAK1
1440	IL31	1	IL31RA
1441	PDPK1	1	AKT2
1442	WWP1	1	SMAD7
1443	ITCH	1	SMAD2
1444	TGIF1	1	WWP1
1445	MAPK1	-1	ARRB1
1446	RYK	1	DVL2
1447	RYK	1	DVL3
1448	RYK	1	DVL1
1449	MTSS1	1	GLI1
1450	MTSS1	1	SUFU
1451	LAMTOR3	1	MAP2K1
1452	INSR	1	PTPN1
1453	PTPN1	1	INSR
1454	PTPN2	1	INSR
1455	PPP2R2A	1	RAF1
1456	MAPK10	1	MAPK8IP3
1457	MAPK8IP3	1	MAPK10
1458	SPAG9	1	MAPK14
1459	MAPK8IP2	1	MAPK9
1460	MAPK9	1	MAPK8IP3
1461	MAPK8IP3	1	MAPK9
1462	MAPK8	1	MAPK8IP3
1463	MAPK8IP3	1	MAPK8
1464	PTPN2	1	JAK3
1465	CNKSR1	1	RAF1
1466	MIB2	1	JAG2
1467	JUN	1	TCF4
1468	UCHL5	1	SMAD7
1469	MTSS1	1	RAC1
1470	SOS1	1	KRAS
1471	JAK2	1	STAT4
1472	CSNK1G1	1	LRP6
1473	GDF11	1	ACTR2
1474	BMP7	1	ACTR2
1475	AMHR2	1	ACVR1
1476	AMHR2	1	BMPR1B
1477	GDF11	1	ACVR2B
1478	BMP15	1	BMPR2
1479	PRKACA	1	GLI1
1480	PRKACA	1	GLI3
1481	CSNK1A1L	1	GLI3
1482	CSF1	1	CSF3R
1483	CSF2	1	CSF3R
1484	PRKACA	1	GLIS2
1485	SMAD7	1	PPP1CA
1486	SH3RF1	1	MAPK8IP1
1487	TRIM33	1	SMAD3
1488	TRIM33	1	SMAD2
1489	CTDSP1	1	SMAD1
1490	CTDSP2	1	SMAD1
1491	GLI3	1	MED12
1492	UCHL5	1	TGFBR1
1493	BCL9	1	CTNNB1
1494	CTDNEP1	1	BMPR1A
1495	IFNL1	1	IL10RB
1496	IFNL2	1	IL10RB
1497	IFNL3	1	IL10RB
1498	IL10	1	IL10RB
1499	IFNL1	1	IFNLR1
1500	IFNL2	1	IFNLR1
1501	IFNL3	1	IFNLR1
1502	IL19	1	IL20RB
1503	IL20	1	IL20RB
1504	IL22RA2	1	IL22
1505	IL22	1	IL22RA2
1506	RNF111	1	SMAD3
1507	RNF111	1	SMAD2
1508	SMAD7	1	TAB2
1509	MAPK14	1	STAT4
1510	MAPK14	1	STAT3
1511	MAPK8	1	STAT3
1512	MAPK14	1	STAT1
1513	STK11	1	MARK2
1514	TGFBR1	1	SHC1
1515	GSK3B	1	SMAD1
1516	MDK	1	NOTCH2
1517	HHAT	1	SHH
1518	CDK8	1	NOTCH1
1519	SNW1	1	RBPJ
1520	SNW1	-1	NCOR2
1521	NCOR2	1	SNW1
1522	NOTCH1	1	SNW1
1523	SNW1	1	NOTCH1
1524	RBPJ	1	CIR1
1525	CTF1	1	LIFR
1526	IL31RA	1	JAK1
1527	PTPRT	1	STAT3
1528	EP300	1	SMAD7
1529	TGFBR1	1	TRAF6
1530	MAPK11	1	SMAD2
1531	RANBP3	1	SMAD2
1532	RANBP3	1	SMAD3
1533	SMAD6	1	HOXC8
1534	SMAD7	1	STRAP
1535	SMAD6	1	PELI1
1536	FKBP1A	1	TGFBR1
1537	CSNK1A1L	1	LRP6
1538	CSNK1A1	1	LRP6
1539	CSNK1E	1	LRP6
1540	DVL1	1	CTNNB1
1541	DVL1	1	JUN
1542	DVL1	1	DAAM1
1543	INVS	1	DVL1
1544	LRRFIP2	1	DVL3
1545	LRRK2	1	DVL3
1546	SMAD1	1	DVL1
1547	NLK	1	LEF1
1548	CSNK2A1	1	LEF1
1549	DVL3	1	PIP5K1A
1550	CAPRIN2	1	LRP6
1551	CSNK1E	1	ROR2
1552	PDGFRA	1	PLCG1
1553	PDGFRB	1	PLCG1
1554	PDGFRA	1	CRK
1555	PDGFRB	1	PTPN11
1556	PTPN11	-1	PDGFRB
1557	PDGFRB	1	NCK1
1558	PDGFRB	1	RASA1
1559	PDGFRB	1	CRK
1560	FGF6	1	FGFR2
1561	FGF17	1	FGFR2
1562	FGF18	1	FGFR2
1563	KDR	1	SHC1
1564	FLT4	1	SHC1
1565	CBL	1	MET
1566	MET	1	GLMN
1567	MET	1	GRAP
1568	MET	1	RANBP9
1569	MST1	1	MST1R
1570	AKT1	1	MST1R
1571	NTRK1	1	ABL1
1572	NTRK1	1	ARHGAP32
1573	NTRK1	1	SH2B1
1574	NTRK1	1	SH2B2
1575	BDNF	1	NTRK2
1576	NTRK2	1	FYN
1577	NTRK2	1	SHC3
1578	NTF3	1	NTRK3
1579	NTRK3	1	PLCG1
1580	NTRK3	1	SHC1
1581	EFNA3	1	EPHA3
1582	EFNB1	1	EPHB1
1583	ACP1	1	EPHA2
1584	EPHA2	1	SHC1
1585	EFNA1	1	EPHA7
1586	EFNA2	1	EPHA7
1587	EFNA3	1	EPHA7
1588	EFNA2	1	EPHA8
1589	EFNA3	1	EPHA8
1590	EFNA5	1	EPHA8
1591	EFNA2	1	EPHA5
1592	EFNA3	1	EPHA5
1593	EFNA4	1	EPHA5
1594	EFNB1	1	EPHB3
1595	EFNB2	1	EPHB3
1596	EPHA3	1	SRC
1597	EPHB2	1	SRC
1598	EPHB2	1	RASA1
1599	ABL1	1	EPHB2
1600	EPHB2	1	SYNJ1
1601	LTK	1	SHC1
1602	PTN	1	ALK
1603	ALK	1	PLCG1
1604	ALK	1	STAT3
1605	PTPRZ1	1	ALK
1606	PTPRB	1	ALK
1607	ALK	1	SHC3
1608	ALK	1	SHC1
1609	ANGPTL1	1	TEK
1610	WNT5A	1	ROR1
1611	DDR2	1	SHC1
1612	SRC	1	DDR2
1613	PTPN6	1	ROS1
1614	WNT1	1	RYK
1615	AATK	1	CDK5R1
1616	CDK5	1	LMTK2
1617	LMTK2	1	PPP1CA
1618	RET	1	GRB10
1619	RET	1	DOK4
1620	RET	1	DOK5
1621	RET	1	GFRA1
1622	RET	1	FRS2
1623	RB1	1	ABL1
1624	ABL1	1	GRAP
1625	ABL1	1	VAV1
1626	RYBP	1	ABL1
1627	RFX1	1	ABL1
1628	CREBBP	1	CSK
1629	KHDRBS1	-1	PTK6
1630	PTK6	1	KHDRBS1
1631	LCK	1	PTPN6
1632	PTPN6	1	LCK
1633	LCK	1	ZAP70
1634	LCK	1	NOTCH1
1635	LCP2	1	PLCG1
1636	ITK	1	PLCG1
1637	GIT1	1	PLCG1
1638	ERBB2	1	PLCG1
1639	EGFR	1	NCK1
1640	NCK1	1	WASL
1641	SRC	1	RASA1
1642	RASA1	1	HRAS
1643	YWHAQ	1	MEF2D
1644	PRKCZ	-1	YWHAB
1645	FRS2	1	GRAP
1646	FRS2	1	PTPN11
1647	CBL	-1	FRS2
1648	GAB1	1	ARHGAP32
1649	GAB2	1	ARHGAP32
1650	EGFR	1	NCK2
1651	PDGFRB	1	NCK2
1652	NTRK2	1	NCK2
1653	INSR	1	GRB7
1654	RET	1	GRB7
1655	GRB7	1	RND1
1656	ITSN1	1	CDC42
1657	STK39	1	MAPK14
1658	DOK4	1	CRK
1659	DOK4	1	SRC
1660	DOK4	1	FYN
1661	RET	1	DOK1
1662	PTPN11	1	GAB2
1663	PTPRF	1	INSR
1664	ERBB2	1	ESR1
1665	NR0B2	1	NR5A2
1666	THRB	1	RXRA
1667	RXRA	1	THRB
1668	THRA	1	RXRB
1669	RXRB	1	THRA
1670	THRA	1	RXRA
1671	RXRA	1	THRA
1672	NR1I3	1	RXRA
1673	NR1I2	1	RXRA
1674	THRB	1	RXRB
1675	RXRB	1	THRB
1676	NR2F1	1	RXRA
1677	RXRB	1	NR2F1
1678	NR2F2	1	NR2F1
1679	RXRB	1	NR2F2
1680	NR0B2	1	NR1I2
1681	RXRB	1	PPARD
1682	RXRA	1	PPARD
1683	NCOR2	1	PGR
1684	NCOR2	1	AR
1685	NR0B2	1	PPARA
1686	NR0B2	1	NR1I3
1687	NR0B2	1	AR
1688	THRA	1	RARG
1689	RARG	1	THRA
1690	RARA	1	THRA
1691	THRA	1	RARA
1692	RARB	1	THRA
1693	THRA	1	RARB
1694	THRA	1	RXRG
1695	RXRG	1	THRA
1696	RARB	1	RXRB
1697	RXRB	1	RARB
1698	NR2E3	1	NR1D1
1699	RXRB	1	NR1H2
1700	RXRB	1	PPARA
1701	RXRB	1	NR4A2
1702	THRB	1	RXRG
1703	RXRG	1	THRB
1704	NR3C1	1	AR
1705	AR	1	NR3C1
1706	NCOA2	1	RARA
1707	RXRB	1	NRIP1
1708	PRKCB	1	NCF1
1709	PRKCD	1	NCF1
1710	PAK1	-1	BAD
1711	SRC	1	PXN
1712	FGR	1	PTK2
1713	SRC	1	PTK2
1714	SRC	1	PTK2B
1715	PTK2B	1	SRC
1716	ZAP70	1	GAB2
1717	PRKCZ	1	PARD3
1718	PTEN	-1	PTK2
1719	LAT	1	VAV1
1720	JAK3	1	STAT2
1721	JAK3	1	STAT5B
1722	MAPK1	1	FOS
1723	MAPK3	1	FOS
1724	LCK	1	CD247
1725	SRC	1	SHC1
1726	AKT3	1	BAD
1727	NFKBIA	1	NFKB1
1728	AKT3	1	GSK3B
1729	AKT3	-1	FOXO3
1730	ZAP70	1	MAPK14
1731	CD4	1	LCK
1732	CSK	1	LCK
1733	PTPA	1	AKT1
1734	GNAI1	-1	ADCY5
1735	GNAI1	-1	ADCY6
1736	GNAI2	-1	ADCY5
1737	GNAI2	-1	ADCY6
1738	GNAI3	-1	ADCY5
1739	GNAI3	-1	ADCY6
1740	CCR5	1	GNAI1
1741	CCR5	1	GNAI2
1742	CCR5	1	GNAI3
1743	CXCR4	1	GNAI1
1744	CXCR4	1	GNAI2
1745	CXCR4	1	GNAI3
1746	ZAP70	1	LCP2
1747	ZAP70	1	VAV1
1748	ZAP70	1	LAT
1749	LAT	1	PLCG1
1750	GNAI1	1	HCK
1751	GNAI1	1	SRC
1752	CBL	-1	PIK3R1
1753	CBL	-1	PIK3R2
1754	LCK	-1	PIK3R1
1755	ITK	1	CD28
1756	LCK	1	ITK
1757	LAT	1	PIK3R1
1758	LAT	1	PIK3R2
1759	HCK	1	ELMO1
1760	GSK3B	-1	NFATC2
1761	AKT1	1	MAP3K8
1762	CXCL12	1	ACKR3
1763	CCL19	1	ACKR4
1764	CCL21	1	ACKR4
1765	CCL25	1	ACKR4
1766	INHBA	1	ACVR2A
1767	AGT	1	AGTR1
1768	PROS1	1	AXL
1769	TNFSF13B	1	TNFRSF13C
1770	NMB	1	NMBR
1771	GRP	1	GRPR
1772	TNFSF13	1	TNFRSF17
1773	BMP10	1	BMPR1A
1774	BMP10	1	ACVRL1
1775	BMP2	1	BMPR1A
1776	BMP4	1	BMPR1A
