	source	interaction	target
2624	RAD50	1	BRCA1
2625	RAD50	1	MRE11
2626	RAD50	1	RINT1
2627	ARHGEF1	1	RHOA
2628	COPS5	1	SMAD4
2629	FGF13	-1	SCN5A
2630	FGF13	-1	SCN8A
2631	FGF14	-1	SCN8A
2632	GPKOW	1	DHX16
2633	MAP4K1	1	LCP2
2634	TNFRSF14	1	TRAF5
2635	RIT1	1	BRAF
2636	TNPO1	1	HNRNPA1
2637	TNPO1	1	FUS
2638	TNPO1	1	NUP153
2639	ARHGEF2	1	RHOA
2640	KAT5	1	NOTCH1
2641	DVL3	1	CSNK1E
2642	USP9X	1	SMAD4
2643	WNT2B	1	LRP5
2644	WNT2B	1	FZD3
2645	WNT8B	1	FZD3
2646	KISS1R	1	GNAQ
2647	FBXW7	-1	NOTCH4
2648	CNKSR1	1	RASSF1
2649	FBXO32	-1	MYOD1
2650	MRTFA	1	SRF
2651	ERGIC1	1	ERGIC3
2652	ADIPOR1	1	APPL1
2653	TP53INP1	1	GABARAP
2654	TP53INP1	1	GABARAPL2
2655	TP53INP1	1	MAP1LC3C
2656	TP53INP1	1	MAP1LC3A
2657	PTH2	1	PTH2R
2658	SRC	1	FERMT2
2659	FERMT2	1	FBLIM1
2660	RAD51AP1	1	RAD51
2661	SH3KBP1	1	CBL
2662	PHF21A	-1	KDM1A
2663	APH1A	1	PSEN1
2664	APH1A	1	PSEN2
2665	APH1A	1	PSENEN
2666	SGK3	-1	FOXO3
2667	SGK3	-1	GSK3A
2668	SGK3	-1	GSK3B
2669	SGK3	1	FLII
2670	EAF2	1	ELL
2671	OPTN	1	TBK1
2672	TBK1	1	OPTN
2673	AP2M1	-1	EGFR
2674	NTNG2	1	LRRC4
2675	SIRT1	1	XPA
2676	SIRT1	1	AKT1
2677	SIRT1	1	CTNNB1
2678	SIRT1	-1	EP300
2679	SIRT1	1	PPARGC1A
2680	NRBF2	1	PIK3C3
2681	NRBF2	-1	PIK3R4
2682	IRAK1	1	PELI1
2683	PELI1	1	IRAK1
2684	PDXP	-1	CFL1
2685	AURKB	1	NDC80
2686	AURKB	1	DIAPH2
2687	AURKB	1	ZWINT
2688	AURKB	-1	KIF20A
2689	AURKB	1	KIF4A
2690	AURKB	-1	TP53
2691	AURKB	1	H1-4
2692	AURKB	-1	GFAP
2693	AURKB	1	YY1
2694	AURKB	-1	HDAC4
2695	AURKB	1	H3-3A
2696	AURKB	-1	NSUN2
2697	AURKB	1	TP53BP1
2698	AURKB	1	ATM
2699	AURKB	1	PLEKHG6
2700	AURKB	1	SKA3
2701	AURKB	-1	KNL1
2702	AURKB	1	HASPIN
2703	AURKB	1	CKAP2
2704	AURKB	1	CHMP4C
2705	AURKB	-1	DSN1
2706	AURKB	-1	RASSF1
2707	AURKB	-1	HDAC9
2708	AURKB	1	MAPRE3
2709	AURKB	-1	HDAC5
2710	AURKB	1	NINL
2711	TSC22D3	-1	RELA
2712	MASTL	1	ENSA
2713	MASTL	1	ARPP19
2714	ERO1A	1	ERP44
2715	NGLY1	1	RAD23B
2716	PAWR	-1	WT1
2717	ITCH	-1	GLI1
2718	ITCH	-1	MAVS
2719	ITCH	-1	DTX1
2720	WNK4	1	SLC12A3
2721	WNK4	1	STK39
2722	VPS39	-1	SMAD4
2723	EAF1	1	ELL
2724	VCPIP1	1	VCP
2725	CHAMP1	1	MAD2L2
2726	RITA1	-1	RBPJ
2727	ZNF521	-1	EBF1
2728	PBK	1	H3C8
2729	PBK	1	GPSM2
2730	PBK	1	PRDX1
2731	MEGF10	1	ABCA1
2732	RPGRIP1	-1	RPGR
2733	FGD4	1	CDC42
2734	NSMCE3	1	NSMCE1
2735	DOCK7	1	CDC42
2736	DOCK7	1	RAC1
2737	SPATA13	1	CDC42
2738	LRFN5	1	PTPRF
2739	LRFN5	1	PTPRD
2740	LRFN5	1	PTPRS
2741	CAMK1G	1	EIF4G3
2742	ARAP1	-1	RAC1
2743	NEDD4L	-1	SMAD3
2744	ARHGEF17	1	RHOA
2745	NEDD4L	-1	SCNN1A
2746	NEDD4L	-1	SCN5A
2747	NEDD4L	-1	SMAD2
2748	NEK1	-1	VDAC1
2749	TRPM7	1	ANXA1
2750	PHF12	1	SIN3A
2751	NACC1	1	ZBTB14
2752	PASK	-1	GYS1
2753	F2RL3	1	GNA14
2754	F2RL3	1	GNAQ
2755	F2RL3	1	GNAI1
2756	F2RL3	1	GNA12
2757	F2RL3	1	GNA13
2758	TNFRSF13C	-1	TRAF3
2759	UIMC1	1	BRCA1
2760	CAMKK2	1	PRKAA2
2761	CAMKK2	1	PRKAA1
2762	TRIB3	-1	AKT1
2763	NODAL	1	ACVR1B
2764	NODAL	1	ACVR1C
2765	TP53RK	1	TP53
2766	TESK2	1	CFL1
2767	TESK2	-1	DSTN
2768	TESK2	-1	CFL2
2769	RANBP9	-1	DYRK1B
2770	CLCC1	1	PIGBOS1
2771	SRPK1	-1	RBM8A
2772	FIZ1	1	NRL
2773	CYTH2	1	ARF6
2774	CDK5RAP2	1	TUBG1
2775	GPHA2	1	TSHR
2776	CDC5L	1	HNRNPM
2777	S1PR3	1	GNAI3
2778	S1PR3	1	GNAO1
2779	S1PR3	1	GNAZ
2780	S1PR3	1	GNAQ
2781	S1PR3	1	GNAI1
2782	S1PR3	1	GNA13
2783	EYA1	-1	H2AX
2784	EYA3	-1	H2AX
2785	MMP19	-1	ACAN
2786	MAP3K14	1	NFKB2
2787	RIT2	1	POU4F1
2788	SCAF11	1	PSEN1
2789	NDN	-1	E2F1
2790	NDN	1	EID1
2791	PHB2	-1	MYOD1
2792	PHB2	-1	MEF2A
2793	LPAR4	1	GNAL
2794	LPAR4	1	GNAQ
2795	LPAR4	1	GNAS
2796	MAP3K6	1	MAP3K5
2797	MAP3K5	1	MAP3K6
2798	MAP3K5	1	CDKN1A
2799	MAP3K5	1	ZNF622
2800	ETS1	-1	GFI1
2801	GFI1	-1	ETS1
2802	DOK1	-1	ITGB3
2803	DOK1	-1	ITGB2
2804	DOK1	-1	ITGB1
2805	DOK1	-1	ITGB5
2806	DOK1	-1	ITGB7
2807	NRTN	1	RET
2808	NRTN	1	GFRA1
2809	MDFI	-1	MYF5
2810	MDFI	-1	MYOD1
2811	MDFI	-1	MYOG
2812	MAP3K3	1	MAP2K4
2813	MAP3K3	1	MAP2K3
2814	MAP3K3	1	RCAN1
2815	APBA2	1	STXBP1
2816	APBA2	1	NRXN1
2817	SMO	1	GNAI2
2818	SMO	1	GNAI3
2819	WWTR1	1	NKX2-1
2820	SMO	1	ARRB2
2821	SMO	1	GNAI1
2822	SMO	1	KIF7
2823	SMO	1	STK36
2824	SMO	1	SUFU
2825	MYD88	1	TRAF6
2826	PRMT1	-1	FUS
2827	PRMT1	1	TAF15
2828	BAG1	1	HSPA8
2829	PTPN18	-1	ERBB2
2830	DUSP9	-1	MAPK14
2831	PKP2	1	DSP
2832	SEMA3C	1	NRP2
2833	VRK1	-1	BANF1
2834	VRK1	1	TP53
2835	VRK1	1	JUN
2836	VRK1	1	H3C8
2837	VRK1	1	TP53BP1
2838	AKAP9	1	TRIP10
2839	MKNK1	1	PLA2G4A
2840	FYCO1	1	MAP1LC3B
2841	FYCO1	1	MAP1LC3A
2842	ARHGAP9	-1	RAC1
2843	CENPK	1	SOX6
2844	ERP44	-1	ITPR1
2845	NDFIP1	1	NEDD4
2846	PI4K2A	-1	CLSPN
2847	MKNK1	1	SPRY2
2848	DUSP26	-1	TP53
2849	DUSP26	-1	FADD
2850	BRIP1	1	BLM
2851	SORBS1	1	CBL
2852	KLF16	1	SIN3A
2853	PINK1	1	HTRA2
2854	PINK1	1	LETM1
2855	PINK1	1	UBC
2856	PINK1	-1	TUFM
2857	PINK1	-1	RAB8A
2858	PINK1	-1	HIF3A
2859	WNK3	1	SLC12A2
2860	MAP1LC3C	-1	NBR1
2861	MAP1LC3C	1	WDFY3
2862	RSPO3	1	SDC4
2863	ACE2	1	AGT
2864	RBCK1	-1	BACH1
2865	WNK3	1	SLC12A1
2866	WNK3	-1	SLC12A5
2867	WNK3	1	WNK1
2868	WNK3	-1	SLC12A6
2869	UPF3B	1	UPF1
2870	PRKD2	-1	SSH1
2871	PRKD2	1	PI4KB
2872	ULBP2	1	KLRK1
2873	SPRY4	-1	RAF1
2874	SPRY4	-1	TESK1
2875	PHACTR1	1	PPP1CA
2876	ARHGAP39	1	RAC1
2877	NDEL1	1	DYNC1H1
2878	CTDSP1	1	POLR2A
2879	MAP1LC3B	-1	NBR1
2880	WNT10A	1	FZD3
2881	CTDSP1	1	SMAD3
2882	CTDSP1	-1	TWIST1
2883	CTDSP1	1	SMAD2
2884	WWTR1	1	PAX3
2885	WWTR1	1	TEAD1
2886	WWTR1	1	SMAD3
2887	WWTR1	1	TEAD4
2888	WWTR1	1	TEAD2
2889	WWTR1	1	SMAD2
2890	WWTR1	1	TEAD3
2891	MFF	1	DNM1L
2892	NUAK2	-1	LATS1
2893	KLC2	1	FYCO1
2894	RACGAP1	-1	RAC1
2895	SIK2	1	IRS1
2896	SIK2	-1	CRTC2
2897	SIK2	-1	CEP250
2898	WWP1	-1	TGFBR1
2899	ZBP1	1	RIPK3
2900	SIL1	1	HSPA5
2901	LPAR5	1	GNA12
2902	LPAR5	1	GNA13
2903	MAP3K4	1	MAP2K3
2904	WNT8A	1	LRP5
2905	WNT8A	1	FZD3
2906	WNT5B	1	FZD6
2907	WNT5B	1	FZD3
2908	MYLK2	1	MEF2C
2909	S1PR5	1	GNAI3
2910	S1PR5	1	GNAI1
2911	PORCN	1	WNT3A
2912	CARD9	1	BCL10
2913	VPS11	1	EZR
2914	TNKS2	-1	AXIN1
2915	TNKS2	-1	TERF1
2916	TNKS2	-1	AXIN2
2917	HIPK2	1	CREB1
2918	HIPK2	-1	HMGA1
2919	HIPK2	1	PAX6
2920	HIPK2	1	CDKN1B
2921	HIPK2	1	MECP2
2922	HIPK2	-1	ZBTB4
2923	HRH4	1	GNAI1
2924	KDM4C	1	AR
2925	HIPK3	-1	FADD
2926	FZD8	1	LRP5
2927	FZD8	1	LRP6
2928	POFUT1	1	NOTCH1
2929	WNK1	1	OXSR1
2930	WNK1	1	SYT2
2931	WNK1	1	STK39
2932	WNK1	-1	SLC12A6
2933	PLK3	1	JUN
2934	PLK3	1	TOP2A
2935	PLK3	1	ATF2
2936	PLK3	-1	CDC25A
2937	PLK3	1	CDC25C
2938	PLK3	-1	SNCA
2939	PLK3	-1	PTEN
2940	PLK3	1	BCL2L1
2941	PLK3	-1	SNCB
2942	PLK3	-1	HIF1A
2943	PLK3	1	VRK1
2944	STK4	1	SAV1
2945	SAV1	1	STK4
2946	STK3	1	SAV1
2947	SAV1	1	STK3
2948	DEF6	1	CDC42
2949	USP8	1	RNF41
2950	RNF41	-1	USP8
2951	RGCC	1	CDK1
2952	SOX17	-1	CTNNB1
2953	MOB1A	1	LATS1
2954	MOB1A	1	LATS2
2955	PELI2	1	IRAK1
2956	SMURF2	-1	TGFBR2
2957	SMURF2	-1	SMAD5
2958	UPF2	1	UPF1
2959	CLK4	-1	ABL1
2960	PRDM16	1	SKI
2961	NTN4	1	UNC5A
2962	RRAGC	1	RPTOR
2963	PATZ1	-1	RNF4
2964	LPAR2	1	GNA14
2965	LPAR2	1	GNAQ
2966	LPAR2	1	GNA12
2967	LPAR2	1	GNA13
2968	SGK2	-1	FOXO3
2969	NOD2	1	ATG16L1
2970	NEK6	1	SGK1
2971	NEK6	1	RPS6KB1
2972	NEK6	1	ACD
2973	SMURF1	-1	TGFBR2
2974	SMURF1	-1	SMAD1
2975	SMURF1	-1	SMAD5
2976	CSNK1G1	1	FOXO1
2977	GOPC	-1	ADRB1
2978	GOPC	1	BECN1
2979	PTPRH	-1	INSR
2980	PTPRH	-1	GHR
2981	SSU72	1	POLR2A
2982	MMP25	1	MMP2
2983	FZD3	1	DVL1
2984	FZD3	1	GNAQ
2985	FZD3	1	GNB1
2986	IL1RAP	-1	TOLLIP
2987	RTN4	1	LINGO1
2988	CYLD	1	MAP3K7
2989	CYLD	-1	TRAF2
2990	CYLD	1	TRAF6
2991	RRAGD	1	RPTOR
2992	AURKA	1	INCENP
2993	INCENP	1	AURKA
2994	PAK6	1	PACSIN1
2995	GPHN	1	ARHGEF9
2996	DDX21	1	JUN
2997	ARHGEF4	1	CDC42
2998	ARHGEF4	1	RHOA
2999	ARHGEF3	1	RHOA
3000	PICK1	1	GRIA2
3001	PICK1	1	ASIC1
3002	PICK1	1	BNC1
3003	DISC1	1	PAFAH1B1
3004	DISC1	1	NDEL1
3005	LATS2	1	SNAI1
3006	LATS2	-1	YAP1
3007	RASSF1	1	STK4
3008	LATS2	1	YWHAG
3009	LATS2	-1	WWTR1
3010	DUSP22	-1	ESR1
3011	ARHGAP35	1	RHOA
3012	ARHGAP35	-1	RAC1
3013	TOPORS	1	TP53
3014	CYSLTR2	1	GNA14
3015	CYSLTR2	1	GNAQ
3016	RAD18	1	PCNA
3017	RNF146	-1	AXIN1
3018	RNF146	-1	TNKS
3019	RNF146	-1	TNKS2
3020	RNF146	-1	AXIN2
3021	NDFIP2	1	NEDD4
3022	IRAK4	1	NCF1
3023	IRAK4	1	PELI2
3024	NHP2	1	TERT
3025	DACT1	-1	DVL2
3026	CDK12	1	POLR2A
3027	PLK2	1	NPM1
3028	PLK2	1	SNCA
3029	PLK2	-1	SNCB
3030	PLK2	-1	FBXW7
3031	PLK2	1	CENPJ
3032	PSENEN	1	PSEN1
3033	NLGN3	1	NRXN2
3034	NLGN3	1	DLG4
3035	NLGN3	1	NRXN1
3036	NLGN3	1	NRXN3
3037	AHSP	1	HBA1
3038	IL1RAPL1	1	NCS1
3039	ARHGEF12	1	RHOA
3040	C1RL	1	HP
3041	BFAR	-1	CASP8
3042	PDP1	1	PDHA1
3043	PDP1	-1	SMAD1
3044	SH3BP4	-1	TFRC
3045	GMIP	-1	RHOA
3046	DLGAP2	1	DLG4
3047	PIM2	1	PKM
3048	FBLN5	1	ELN
3049	PIM2	1	CDKN1A
3050	PIM2	-1	BAD
3051	PAK5	-1	BAD
3052	STK26	1	EZR
3053	CTTNBP2NL	1	STRN
3054	PDP2	1	PDHA1
3055	PDP2	-1	SMAD1
3056	EIF2AK4	-1	MARS1
3057	UVRAG	1	RINT1
3058	UVRAG	1	PIK3C3
3059	GALP	1	GALR2
3060	NLK	-1	TCF4
3061	NLK	1	STAT3
3062	GNG12	1	PIK3CA
3063	LHX3	1	ISL1
3064	LHX3	1	ISL2
3065	RPS6KB2	-1	MXD1
3066	RPS6KB2	-1	PDCD4
3067	FAM8A1	1	SYVN1
3068	WNT16	1	FZD3
3069	LPAR3	1	GNA14
3070	LPAR3	1	GNA15
3071	LPAR3	1	GNAQ
3072	LPAR3	1	GNA12
3073	LPAR3	1	GNA13
3074	TJP2	-1	YAP1
3075	TJP2	-1	WWTR1
3076	STK17A	1	TP53
3077	DAXX	-1	AIRE
3078	DAXX	1	MDM2
3079	STK39	1	SLC12A2
3080	STK39	-1	SLC12A3
3081	STK39	1	SLC12A1
3082	STK39	-1	SLC4A4
3083	KDM5B	1	CBX4
3084	KDM5B	1	FOXG1
3085	KDM5B	1	PAX9
3086	SEC63	1	SEC62
3087	SUN2	1	RAB5A
3088	TBK1	1	IKBKB
3089	TBK1	1	AKT1
3090	TBK1	1	STAT6
3091	TBK1	1	RELA
3092	TBK1	1	REL
3093	TBK1	1	SQSTM1
3094	TBK1	1	IRF5
3095	UBQLN2	1	HNRNPA1
3096	UBQLN2	1	HNRNPU
3097	CTNNA3	1	JUP
3098	CTNNA3	1	CTNNB1
3099	MAD2L2	-1	CDC20
3100	MAD2L2	-1	FZR1
3101	LCMT1	1	PPP2CB
3102	RABGEF1	1	RAB5A
3103	EGFR	1	ERRFI1
3104	ERRFI1	-1	EGFR
3105	ERRFI1	-1	ERBB2
3106	TAOK2	1	ELK1
3107	LEF1	1	ALX4
3108	GSK3B	-1	AKAP11
3109	AKAP11	-1	GSK3B
3110	FBXW11	-1	PER1
3111	FBXW11	1	SKP1
3112	FBXW11	1	SUFU
3113	TNIK	1	TCF7L2
3114	TLK1	1	H3C8
3115	TLK1	1	RAD9A
3116	VAV3	1	RHOA
3117	FBXO5	-1	ANAPC7
3118	HDAC9	-1	MEF2C
3119	ZHX1	-1	ZMYND11
3120	BAG5	1	PRKN
3121	BAG5	-1	HSPA1A
3122	BAG5	-1	HSPA1B
3123	ZMIZ1	1	AR
3124	NOTCH1	1	ZMIZ1
3125	ZMIZ1	1	NOTCH1
3126	FZD4	1	DVL1
3127	FZD4	1	LRP5
3128	FZD4	1	LRP6
3129	FZD4	1	DVL3
3130	AKAP8L	1	DHX9
3131	KIT	1	STAP1
3132	STAP1	1	KIT
3133	TEC	1	STAP1
3134	STAP1	1	TEC
3135	PYCARD	1	BAX
3136	FZR1	1	UBE2S
3137	ALK	-1	SFPQ
3138	SUFU	-1	GLIS3
3139	VPS4A	1	CHMP2A
3140	G3BP2	-1	NFKBIA
3141	ARHGAP26	-1	RHOA
3142	STUB1	-1	SMAD1
3143	CDC14A	-1	TP53
3144	CDC14A	1	IREB2
3145	CDC14A	-1	MAPK6
3146	FZD1	1	DVL3
3147	CDC14A	-1	KMT5A
3148	SMC3	-1	MXI1
3149	TTF2	1	CDC5L
3150	FZD1	1	DVL1
3151	FZD1	1	DVL2
3152	SMC3	-1	MXD1
3153	USP22	1	SIRT1
3154	SMC3	-1	MXD4
3155	CILK1	1	RPTOR
3156	RIMS2	1	RAB3A
3157	RIMS2	1	RAB3C
3158	CNTN6	1	NOTCH1
3159	CDK11A	1	CDK11B
3160	CTNND2	1	CDH1
3161	CTNND2	1	CDH2
3162	BAIAP2	1	WASF1
3163	BAIAP2	1	WASF2
3164	AURKC	1	TACC1
3165	AURKC	1	H3C8
3166	GAB2	1	PIK3CA
3167	CAMK2A	1	TH
3168	SMC3	-1	MXD3
3169	MAPK9	1	MAPK8IP1
3170	MAPK8IP1	-1	MAPK9
3171	HDAC5	-1	MEF2A
3172	HDAC5	-1	MEF2C
3173	HDAC5	-1	MEF2D
3174	CAMK2A	-1	SLN
3175	CAMK2A	1	ITGB1BP1
3176	CAMK2A	1	EGFR
3177	CAMK2A	1	ALOX5
3178	CAMK2A	1	MAPT
3179	CAMK2A	1	SRF
3180	CAMK2A	-1	GFAP
3181	CAMK2A	-1	ETS1
3182	CAMK2A	-1	ETS2
3183	CAMK2A	1	CD44
3184	CAMK2A	1	ATP2A2
3185	CAMK2A	1	STMN1
3186	CAMK2A	1	CEBPB
3187	CAMK2A	-1	CALD1
3188	CAMK2A	1	ITPKA
3189	CAMK2A	1	CHAT
3190	CAMK2A	-1	HRH1
3191	CAMK2A	-1	OPRM1
3192	CAMK2A	1	GRIA4
3193	CAMK2A	1	HSF1
3194	CAMK2A	1	PTK2
3195	CAMK2A	-1	LIPE
3196	CAMK2A	1	GFPT1
3197	CAMK2A	1	GRIN2B
3198	CAMK2A	1	PEA15
3199	CAMK2A	-1	SMAD2
3200	CAMK2A	1	FBXO43
3201	CAMK2A	1	RIMS1
3202	CAMK2A	-1	RCHY1
3203	CAMK2A	1	CYLD
3204	CAMK2A	-1	HOMER3
3205	CAMK2A	-1	GABBR1
3206	CAMK2A	-1	NCOR2
3207	SH2B3	-1	JAK2
3208	NOD1	1	ATG16L1
3209	AKT3	1	CHUK
3210	AKT3	1	TBX3
3211	AKT3	-1	HSPB1
3212	AKT3	-1	BRAF
3213	AKT3	1	CREB1
3214	AKT3	1	NOS3
3215	AKT3	1	BMI1
3216	AKT3	-1	CASP9
3217	AKT3	1	POU5F1
3218	AKT3	-1	STK4
3219	AKT3	-1	STK3
3220	AKT3	1	AGO2
3221	AKT3	1	CHUK_IKBKB_IKBKG
3222	TRAF6	1	MAP3K14
3223	FOXA2	-1	OTX2
3224	CYSLTR1	1	GNA14
3225	CYSLTR1	1	GNA15
3226	CYSLTR1	1	GNAQ
3227	BTRC	-1	PER1
3228	BTRC	-1	GLI1
3229	BTRC	-1	GLI2
3230	BTRC	1	CDC25A
3231	BTRC	-1	YAP1
3232	BTRC	-1	SMAD3
3233	DLGAP4	1	DLG4
3234	MAST1	-1	PTEN
3235	NTNG1	1	LRRC4C
3236	SIK3	-1	CRTC2
3237	PTPN22	-1	LCK
3238	PTPN22	-1	CD247
3239	PTPN22	-1	CBL
3240	PTPN22	-1	ZAP70
3241	AXIN2	1	APC
3242	AXIN2	1	GSK3B
3243	SH3GLB1	1	BECN1
3244	SBDS	1	EFL1
3245	RNF11	1	ITCH
3246	SH3BP1	-1	RAC1
3247	GRIP1	1	GRIPAP1
3248	WNK2	1	WNK1
3249	RWDD3	1	HIF1A
3250	DYRK1B	1	HNF1A
3251	DYRK1B	-1	CCND1
3252	DYRK1B	1	CDKN1A
3253	DYRK1B	1	CDKN1B
3254	DYRK1B	-1	HDAC9
3255	DYRK1B	-1	HDAC5
3256	PRKAB1	1	ULK1
3257	PRKAB1	1	NOS3
3258	PRKAB1	-1	RPTOR
3259	TLN1	1	ITGB3
3260	TLN1	1	ITGB2
3261	TLN1	1	ITGB4
3262	TLN1	1	ITGB5
3263	TLN1	1	ITGB6
3264	TLN1	1	ITGB7
3265	TLN1	1	ITGB8
3266	DAAM1	1	RHOA
3267	GPSM3	-1	GNAI1
3268	IRAK1	1	TRAF6
3269	TRAF6	1	IRAK1
3270	TRAF6	1	TAB3
3271	TRAF6	1	MALT1
3272	TRAF6	1	TNFRSF11A
3273	MAP4K5	-1	GSK3B
3274	ATG4B	1	MAP1LC3C
3275	RIPK3	1	GLUD1
3276	RIPK3	1	PYGL
3277	RIPK3	1	MLKL
3278	UCHL5	1	SMAD3
3279	CSAG2	1	SIRT1
3280	CDC42BPB	1	MSN
3281	INSIG2	-1	SCAP
3282	SNX9	1	DNM2
3283	SNX9	1	DNM1
3284	IRAK3	-1	IRAK4
3285	NCOR2	1	BCL6
3286	NCOR2	1	SPEN
3287	RFNG	1	NOTCH1
3288	EID1	-1	EP300
3289	STK24	1	STK38
3290	STK24	1	STK38L
3291	WNT6	1	LRP5
3292	WNT6	1	FZD3
3293	EPN1	-1	EGFR
3294	IKBKG	1	RELA
3295	CDH10	1	CTNNB1
3296	SEC23IP	1	SEC23A
3297	TSC1_TSC2	-1	RHEB
3298	APC_AXIN1_GSK3B	-1	CTNNB1
3299	CHUK_IKBKB_IKBKG	1	NFKBIA
3300	CCNE2_CDK2	1	RB1
3301	ITGAL_ITGB2	1	ICAM1
3302	CDC25B	1	CCNB1_CDK1
3303	CDC25C	1	CCNB1_CDK1
3304	ITGAD_ITGB2	1	VCAM1
3305	CCND1_CDK4	1	RB1
3306	IFNAR1_IFNAR2	1	JAK1
3307	IFNAR1_IFNAR2	1	TYK2
3308	CCNA2_CDK2	1	RB1
3309	KATNA1	1	KATNB1
3310	KATNB1	1	KATNA1
3311	TRH	1	TRHR
3312	TRHR	1	GNA11
3313	TRHR	1	GNAQ
3314	CREBBP	1	POU1F1
3315	SOX4	1	CTNNB1
3316	NCOA2	1	AR
3317	PFKFB4	1	NCOA3
3318	PCSK2	1	IAPP
3319	CDK1	-1	NUP98
3320	PLK1	-1	MRE11
3321	FYN	1	KIRREL1
3322	PHKG1	1	PYGM
3323	PHKG1	1	PYGL
3324	PHKG2	1	PYGM
3325	PHKG2	1	PYGL
3326	PHKA2	-1	PHKG2
3327	ATM	1	METTL3
3328	PRKACA	1	PHKA2
3329	PRKACA	1	PHKA1
3330	RPS6KB1	1	CAD
3331	CDC14A	1	WEE1
3332	EPHB1	1	CASKIN1
3333	GSK3A	1	ARHGAP31
3334	INSIG1	1	SCAP
3335	MBTPS1	1	SREBF2
3336	MBTPS1	1	SREBF1
3337	MBTPS2	1	SREBF2
3338	MBTPS2	1	SREBF1
3339	IRAK1	1	GLIPR2
3340	SCAP	1	SREBF1
3341	SCAP	1	SREBF2
3342	PLK1	1	CDC25B
3343	CDC25A	1	CDK4
3344	CDC25A	1	CDK6
3345	FBP1	-1	HIF1A
3346	MAGEA3	1	TRIM28
3347	MAGEC2	1	TRIM28
3348	ADAMTS5	-1	ACAN
3349	ADAMTS4	1	ACAN
3350	CSNK2A1	-1	SLBP
3351	CDK9	1	TP53
3352	ATM	1	CCAR2
3353	ATR	1	CCAR2
3354	CCAR2	1	SIRT1
3355	SEPTIN4	-1	XIAP
3356	PRKACA	-1	ACACA
3357	GCGR	1	GNAS
3358	PKM	1	STAT3
3359	CORT	1	GHSR
3360	CSNK1D	-1	LEF1
3361	AKT1	-1	MXD1
3362	PDK3	-1	PDHA1
3363	CDKN2A	-1	CDK4
3364	CDKN2A	-1	CCND1_CDK4
3365	SRPK1	1	SRSF1
3366	PRKCB	1	VTN
3367	PRKCG	1	GRIN1
3368	TJP1	1	ARVCF
3369	CEBPB	1	CREB1
3370	PPP3CA	1	BAD
3371	TBK1	1	NFKBIA
3372	SGK1	1	NR3C1
3373	SGK1	1	SLC2A4
3374	SGK1	1	SLC1A3
3375	SGK1	-1	CDKN1B
3376	SGK1	1	NDRG1
3377	SGK1	1	FBXW7
3378	SGK1	-1	MAP3K3
3379	SGK1	1	NDRG2
3380	MASP2	1	C2
3381	MASP2	1	C4A
3382	MASP2	1	C4B_2
3383	ARVCF	1	CDH1
3384	ARVCF	1	CDH2
3385	CORT	1	MRGPRX2
3386	BMPR1B	1	SMAD9
3387	BMPR1B	1	STAMBP
3388	TAF4	-1	ATF7
3389	CDC7	1	PSIP1
3390	CDC7	1	MCM4
3391	CDC7	1	MCM7
3392	WNT10B	1	LRP6
3393	WNT10B	1	FZD1
3394	CDK10	-1	ETS2
3395	SH2B2	-1	INSR
3396	SOCS3	-1	IL6ST
3397	SOCS3	-1	JAK3
3398	SOCS6	-1	KIT
3399	CUL3	1	TNFAIP1
3400	CIT	1	MYL9
3401	ADAM10	1	CD44
3402	ADAM10	1	BTC
3403	ADAM10	1	NOTCH1
3404	KMT2D	1	ESR1
3405	CHEK1	1	E2F3
3406	CHEK1	-1	MDM4
3407	CHEK1	1	TP73
3408	CHEK1	1	RB1
3409	CHEK1	-1	NFKB1
3410	FFAR1	1	GNAQ
3411	FFAR1	1	GNAI1
3412	BACH1	1	MAFK
3413	BCKDK	-1	BCKDHA
3414	KLF11	1	SIN3A
3415	WNT9A	1	LRP5
3416	WNT9B	1	LRP6
3417	IKBKB	1	CYLD
3418	AURKA	1	AR
3419	AURKA	1	PARD3
3420	AURKA	1	LATS2
3421	AURKA	-1	FAF1
3422	AURKA	1	MAPRE3
3423	CDK1	1	RNMT
3424	AURKA	1	TACC3
3425	ARHGEF10	1	RHOA
3426	RIMBP2	-1	RIMS1
3427	RIMBP2	-1	RIMS2
3428	CHUK	1	H3-3A
3429	CHUK	1	NCOA3
3430	CTDSPL	1	SMAD3
3431	ITGB4	1	PIK3CD
3432	KAT6B	1	RUNX2
3433	KRAS	1	PIK3CB
3434	LMO1	1	TAL1
3435	LMO3	1	NHLH2
3436	PRKG1	1	PPP1R17
3437	LYN	1	PTPN6
3438	PTPN6	-1	LYN
3439	MAPK10	1	BCL2L11
3440	MAPK10	1	TP53
3441	MAPK13	-1	EEF2K
3442	MAPK1	1	JUN
3443	MAPK1	1	LCK
3444	MAPK1	-1	PGR
3445	MAPK1	1	PML
3446	MAPK1	1	PTTG1
3447	MAPK1	1	RPS3
3448	SORBS3	1	MAPK1
3449	MAPK1	1	SORBS3
3450	CHEK1	-1	E2F6
3451	MAPK3	1	LRP6
3452	MAPK3	-1	NUP50
3453	MAPK3	1	PTTG1
3454	MAPK3	1	PTPN7
3455	MAPK3	1	RUNX2
3456	MAPK3	1	UBTF
3457	MAPK8	1	JUNB
3458	MAPK9	1	BCL2L11
3459	CTDSPL	1	SMAD2
3460	MSC	-1	TCF3
