	sig_id	A375	A549	HA1E	HCC515	HEKTE	HEPG2	HT29	JURKAT	MCF7	PC3	SHSY5Y	SW480	VCAP
248	KDA003_HA1E_96H:TRCN0000064515:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
249	KDA003_HEPG2_96H:TRCN0000000594:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
250	KDA003_HEPG2_96H:TRCN0000007930:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
251	KDA003_HEPG2_96H:TRCN0000010039:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
252	KDA003_HEPG2_96H:TRCN0000045248:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
253	KDA003_HEPG2_96H:TRCN0000056099:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
254	KDA003_HT29_96H:B06	0	0	0	0	0	0	1	0	0	0	0	0	0
255	KDA003_HT29_96H:B15	0	0	0	0	0	0	1	0	0	0	0	0	0
256	KDA003_HT29_96H:D03	0	0	0	0	0	0	1	0	0	0	0	0	0
257	KDA003_HT29_96H:E03	0	0	0	0	0	0	1	0	0	0	0	0	0
258	KDA003_HT29_96H:F23	0	0	0	0	0	0	1	0	0	0	0	0	0
259	KDA003_HT29_96H:G10	0	0	0	0	0	0	1	0	0	0	0	0	0
