	ATF2	ATF6	CREB1	ELK1	ESR1	ESR2	FOS	HIF1A	JUN	LEF1	MYC	NFATC2	NFE2L2	NR3C1	RXRA	SMAD3	SMAD4	SP1	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT5B	STAT6	TCF7L2	TP53
KDA003_HT29_96H:TRCN0000000424:-666	0.705941704509645	0.543721132841263	0.768530761009998	0.931421761354202	0.631556374888392	0.274568986735127	0.432366359999676	0.300116261484931	0.748663780663615	0.41301972799265	0.176383664259158	0.39008097159183	0.529101410839086	0.570700514855834	0.706161997476441	0.444840624899452	0.469059120278522	0.832604231395645	0.145687745241212	0.0648756598574263	0.359833311427551	0.929023912122641	0.50604808932594	0.727114288617118	0.464891150269697	0.776204405810433	0.80336970933236
KDA005_PC3_96H:TRCN0000010163:-666	0.292106746405762	0.426099387034413	0.630881962565288	0.42696916184625	0.105959287975489	0.694884078998564	0.645652525729547	0.0904473027345794	0.718202366354076	0.928369623438475	0.939657753087208	0.867217180665695	0.576836043651353	0.281175955640573	0.114076689132125	0.739462447577187	0.311229503947956	0.326380583288235	0.121316163051548	0.0538943373814407	0.681513746214535	0.832342509877428	0.582183088283246	0.739882853884458	0.579008179153899	0.813725323123627	0.0955002128376425
KDA002_A375_96H:TRCN0000003581:-666	0.643513820416432	0.492008584805326	0.24172771858013	0.883669994034619	0.88074338380221	0.592343150182447	0.518269275016769	0.971707704730802	0.876848172456235	0.813773846756299	0.984093169882579	0.773365280499816	0.562107820283685	0.0822945168868539	0.352830951345612	0.966916476457654	0.896556427937732	0.848819136216482	0.161392375743725	0.0487393485675283	0.723032279967817	0.563370613071764	0.647628063352916	0.730190352428136	0.500195698102424	0.751789821943448	0.175518628647553
KDA002_HT29_96H:TRCN0000003551:-666	0.7372897056196	0.0949262181335047	0.406364713562464	0.30876170715068	0.55929161734603	0.468795391469082	0.804649558757241	0.38733849402442	0.308300566559363	0.384454781591475	0.178302165904973	0.299605549732521	0.763926370532489	0.408250744268192	0.127054627772424	0.207374102868246	0.126820553444838	0.434606073734721	0.608567511161371	0.73500589521814	0.174467213949888	0.0392451750984245	0.230247110814171	0.257818747111992	0.528924872912997	0.0921866499948843	0.608391015142806
KDA001_A549_96H:TRCN0000007310:-666	0.555285927011957	0.16079772373044	0.410147850645109	0.413421732292723	0.42547340456366	0.14532737827299	0.26308927943779	0.0699521155556419	0.378368100341697	0.312246121121604	0.969300124705701	0.476736301339583	0.622270073639437	0.599583057379416	0.351328185566714	0.535320280851162	0.666197049585219	0.512445879592025	0.40934794710041	0.939085565541657	0.740918412005094	0.293145910247197	0.654674872349813	0.726227665309836	0.289229097032251	0.358815857221211	0.641146070172901
KDA003_HT29_96H:E05	0.220257047003081	0.297657803387648	0.322509158100228	0.34422093045623	0.518469872401996	0.194587701739766	0.139332889744121	0.0589814374410707	0.511407879852957	0.58894405805081	0.632584134952539	0.789456141765749	0.129179574811157	0.754083255122211	0.674029771442137	0.253784739410542	0.328542061352179	0.644712404744984	0.0142520888805971	0.0042905410077757	0.217316654383354	0.326286190186279	0.341535059517084	0.41098155898527	0.111634814140406	0.264593410777403	0.179033660005343
KDA008_HEPG2_96H:TRCN0000006373:-666	0.800139945232549	0.38066686738691	0.762181617805995	0.233690596445729	0.590949064501593	0.505734209271407	0.746777889204758	0.093851285603989	0.40635173889509	0.410596948590369	0.223344355390274	0.72783046034426	0.30423139976669	0.560552763219125	0.615843994284138	0.309709673962995	0.247850126356111	0.333265422186659	0.280412886014681	0.166493406405464	0.529636582832495	0.258090616393155	0.264604207305371	0.208018241432877	0.502638298641268	0.3718227362416	0.13222268138301
KDA002_HT29_96H:TRCN0000040167:-666	0.220575888245189	0.465379675682751	0.665016559016415	0.496486321497499	0.385949452777378	0.192008622360514	0.396184381211074	0.31919959286991	0.777715510408456	0.435335913284986	0.705144792787131	0.574779502728561	0.02654457891967	0.706780248934212	0.269531474078198	0.79273015734843	0.429456291436853	0.464473898873381	0.472291420725561	0.642513794310748	0.144027261193306	0.281961689994254	0.0827340488472045	0.172117294810465	0.452773620091592	0.269180387508095	0.476628767220263
KDA007_A549_96H:TRCN0000338202:-666	0.503968391185238	0.341510174178184	0.635128890242793	0.871989573849853	0.636631961314023	0.185607778358117	0.511952922675162	0.755167722804455	0.488060868416672	0.957191343753149	0.979109370044506	0.713312836146992	0.764444517449982	0.143666253017552	0.246842194048248	0.856212126981765	0.885455420343973	0.716139006938026	0.893893042631877	0.258772522864651	0.776050057413858	0.74998442221527	0.613794945064391	0.347766181726333	0.726170060627567	0.794485038662389	0.15991504279351
KDA001_PC3_96H:TRCN0000039902:-666	0.910253919904729	0.67800488726661	0.758210745473464	0.652773386889022	0.359857664934326	0.407751282404124	0.894727123123756	0.29955208511595	0.88342139391094	0.687354094528883	0.10341695444273	0.45272729871252	0.345558188852733	0.451324139259402	0.45281156202112	0.806535809414036	0.818070704241258	0.231147713207539	0.569630140342151	0.0208341111807884	0.826803870770522	0.720790138864176	0.296867069892794	0.508273965983621	0.797370350630832	0.588375106761582	0.859388457593089
KDA003_PC3_96H:TRCN0000033458:-666	0.811286664536676	0.754409898087372	0.168044367876634	0.363684205772761	0.283757510373375	0.27331004736758	0.263591185827738	0.911538239974408	0.377599659849054	0.840367538137609	0.483511276190067	0.540552211935967	0.734554013565732	0.678711681405995	0.22808231784412	0.238226682806162	0.254393161399776	0.604885589916133	0.564310055893259	0.777071055960713	0.323118983565986	0.442234324311998	0.603151453274436	0.531395662490438	0.264710199856761	0.678974256465185	0.866908596449724
KDA009_HT29_96H:TRCN0000350280:-666	0.757445201923905	0.908361552236709	0.434713822447155	0.688589988144475	0.716086441619892	0.448163027267326	0.387822902475788	0.918191834509729	0.710337651437514	0.519866389360121	0.976716082256622	0.32216903658889	0.953856535265744	0.425149293405313	0.293403002170894	0.637772134330399	0.752664645566925	0.853277801111595	0.0874743243667488	0.538215647837492	0.915546956926603	0.322842210355922	0.92220554132922	0.914457614269801	0.759713132536969	0.569059544297448	0.643649528202867
KDA003_VCAP_120H:TRCN0000010279:-666	0.135162478608838	0.44532329668452	0.143692756892874	0.432393458877647	0.195134676519967	0.0864061734541962	0.0936827355867912	0.508702442912054	0.556032318320716	0.413068992510698	0.981381503233577	0.296836854150154	0.504166338474191	0.342469351205636	0.662215107461058	0.250667354297443	0.378371095106003	0.232206336759501	0.10556373089012	0.610156121790604	0.0616087325859484	0.342778153708626	0.736021861254504	0.624158135381415	0.0256991017604041	0.507871871869038	0.633316792151553
KDA006_A375_96H:TRCN0000003097:-666	0.315049178050697	0.853009251687391	0.703955927741161	0.375106275257192	0.41117291274272	0.592269605519423	0.884647655040181	0.126397842891949	0.600990282409753	0.258819366495302	0.826601796588727	0.464222369331305	0.643431843248757	0.794755647966499	0.222919398231893	0.281975071537089	0.702713163709211	0.331538283470777	0.693427406212418	0.543631409489611	0.419267759701559	0.873659539342859	0.362553577533955	0.163762173293843	0.895911773895079	0.218573912262097	0.444622876147838
KDA005_VCAP_120H:TRCN0000344538:-666	0.626523039089129	0.472574827101989	0.481221548164188	0.568213256237619	0.571884350229435	0.684678766859092	0.703662293025631	0.355645858086738	0.328020540490015	0.649112437841881	0.320865239979844	0.531345109387766	0.77600886589367	0.714951052365843	0.0948370638296812	0.76361331218346	0.811640481523513	0.184859099402899	0.317678059478734	0.0899703021212407	0.607226263000057	0.372281773354883	0.655345020966647	0.678597228387181	0.637429295149523	0.896801315965222	0.569800679237783
KDA006_MCF7_144H:TRCN0000287021:-666	0.473490892551771	0.793636527501063	0.726501945166833	0.686725990391082	0.314514033888707	0.571015698960613	0.761824066605749	0.106619238074294	0.51360512011653	0.447159429071203	0.800940894125975	0.427719364168265	0.585659021156294	0.7433477208154	0.28089259663563	0.19262017105911	0.307158457416922	0.575314518059851	0.443334282859221	0.897980847931667	0.492465429765997	0.656456280834319	0.673591894054941	0.757549952365695	0.780692609921266	0.795958741664802	0.293011096382012
KDA004_HEPG2_96H:TRCN0000003301:-666	0.493540871770179	0.274600810206612	0.657812766477655	0.881209178204303	0.567978191138855	0.0772976865784373	0.704201621701874	0.887788831017551	0.840936423579473	0.419728820481308	0.673784466334469	0.65311305352073	0.188329292293502	0.59283408813858	0.151908381924752	0.787946281530967	0.804120723322442	0.613099246427048	0.614377981346128	0.944509504650524	0.624616758607351	0.539537135781995	0.40944962376787	0.290430637371122	0.752213986659114	0.437011053134915	0.359954424147039
KDA008_HEPG2_96H:TRCN0000047710:-666	0.229251644674675	0.512883996361644	0.399518029191166	0.154198477806437	0.688848026997737	0.711325234546423	0.785877481212893	0.0459852064144349	0.680247557048351	0.155014378742113	0.00494632517785307	0.72624754297796	0.638497429507814	0.516587421476035	0.738668376216955	0.31970381966715	0.538708982670332	0.510237228620367	0.828193639584182	0.601207638397271	0.711629812356655	0.374802454492634	0.698298483428002	0.65341137788628	0.597755273356251	0.375352107537927	0.926935742944646
KDA006_A375_96H:TRCN0000294474:-666	0.293825890556405	0.366611938976973	0.505826880206245	0.347086375747793	0.880448065339899	0.914119442947577	0.834293428370212	0.126153941889719	0.488914368250591	0.508208549030756	0.0924922490493575	0.546058469790739	0.560454681505174	0.765968510618852	0.326167739421072	0.545350633743958	0.412704078243828	0.463413876007627	0.871149389345026	0.562690474702196	0.659551350156	0.47089748108984	0.675657217326145	0.610532697324128	0.917521906576281	0.289353429348496	0.518640055921953
KDA001_HT29_96H:TRCN0000019321:-666	0.328490080773046	0.62078654521058	0.690850816747333	0.735119674383673	0.279479269709304	0.234550525449273	0.113785464282297	0.151850661054867	0.164894361648435	0.59321513903895	0.947285740303668	0.376888194773864	0.0838725634786062	0.316080856212069	0.48260766866467	0.0998334002072187	0.153282206883422	0.354985397183614	0.282618280079891	0.0794824841342299	0.222482177616205	0.75559120535555	0.715461978066769	0.733145205461984	0.424456903418147	0.788565621147158	0.583929372167781
KDA001_HT29_96H:TRCN0000001502:-666	0.391478312948006	0.748766682308139	0.628131930187492	0.669647587776134	0.711783031078887	0.366072491650498	0.95890596559666	0.194402539889	0.80762008889642	0.436391313801693	0.78087939176933	0.355775913035937	0.297149520227252	0.505750086183416	0.674434591322243	0.480065234516755	0.573774482506459	0.696152031693527	0.764207868040031	0.816388197865712	0.462346511795459	0.375977224845739	0.763749955864856	0.726531529069476	0.654826618571089	0.68593734347103	0.511216701318463
KDA002_PC3_96H:TRCN0000003552:-666	0.127916383881286	0.59064310231348	0.749562316091259	0.207704728285173	0.311843534939062	0.0753102066120603	0.309328521435926	0.574671265119941	0.135474665594578	0.745823953947814	0.193945590479149	0.73160393409163	0.275712915429262	0.338882647661553	0.595489002897539	0.0452606668190809	0.103123532111407	0.572081954114705	0.899512142476532	0.475027840696137	0.319326782472562	0.421696968678305	0.567376747078952	0.560688372621028	0.255382749760047	0.400860349698194	0.306984438900881
KDA006_HEPG2_96H:TRCN0000003560:-666	0.118588451307872	0.270063139360894	0.337054208540332	0.717167342009023	0.384577551531964	0.0503699514192308	0.563899330745459	0.970582907713513	0.847776573991711	0.789495096270219	0.855410576863563	0.439319044786126	0.849513155460252	0.18196311824543	0.294597744465593	0.522524102126727	0.348380972593782	0.902675052499896	0.615985470437091	0.989022321293783	0.592466535298939	0.899305582509678	0.86887267516468	0.872063893553124	0.761833149219396	0.522388499172986	0.374828562031354
KDA009_HT29_96H:TRCN0000271277:-666	0.419745437650207	0.175729399337371	0.810724506656324	0.901354638029839	0.742451295531197	0.54326493761823	0.738158583235004	0.658091210219151	0.662166418981628	0.234233737200577	0.0673405651206435	0.706495114633854	0.112747738045005	0.219552688619295	0.551140713796137	0.711303909209764	0.822019183941267	0.623674414851167	0.598194150416104	0.627693423105386	0.640003214062931	0.890348789505375	0.291697557798633	0.452146994045964	0.596580924346873	0.0783321418839455	0.936118000572683
KDA005_MCF7_96H:TRCN0000004265:-666	0.402376023443626	0.263059422671212	0.668171794513238	0.379168375795381	0.877181530969875	0.651218924893199	0.591908972584377	0.0777735494077187	0.718853603418602	0.206986812561208	0.00402336130088283	0.416897384883041	0.184601375997055	0.40020329135845	0.75786924663979	0.613884712246124	0.214499993402916	0.217262406490762	0.261247512018337	0.0451346041574891	0.455272342960344	0.193655366789345	0.173006475819808	0.297234117310445	0.229085239220442	0.641472129831769	0.689765087006629
KDA008_HT29_96H:J18	0.821390397679612	0.6113964401151	0.130826597894833	0.732276371740507	0.788287849158044	0.759003232468056	0.701588771643735	0.551614884423756	0.729819199946277	0.290109422960634	0.0205541282132714	0.438249658823695	0.392606646777852	0.361548743477966	0.755937066436985	0.649732746498658	0.634257590711201	0.339262705963973	0.712610762050273	0.878509385566746	0.814532732406432	0.478018354989632	0.651126898641566	0.665686961531012	0.617903402137733	0.0934039126187825	0.556157348306655
KDA001_A549_96H:TRCN0000039898:-666	0.484088189539312	0.161338404537441	0.292753994672442	0.569082669724877	0.454582876817475	0.803437055675647	0.832531502536073	0.344431447827505	0.988939566672298	0.709704218315069	0.192449554892275	0.421299699275534	0.735896591675488	0.142268476048264	0.0498513352542164	0.950896488001023	0.904576233875503	0.569218229145463	0.844048176574292	0.888797475137584	0.644510255182113	0.449940792540545	0.674137904885927	0.571407674456593	0.485620718545119	0.868331550814072	0.647272647382875
KDA009_MCF7_144H:TRCN0000294182:-666	0.284069492236189	0.46678950556132	0.242095100697616	0.4787127794702	0.537623860591852	0.46572519682374	0.610032833000695	0.410207315818259	0.904716925758693	0.440804974673517	0.224426761911072	0.615419702452231	0.474105016893831	0.771129689988016	0.409106536927843	0.825534721996516	0.521546468116915	0.589122869743255	0.476539419242357	0.371945830985616	0.267788497970139	0.34913574790781	0.670248605424571	0.532664649183225	0.421425412691893	0.298026218680593	0.471286387596293
KDA002_A375_96H:N12	0.311585581891205	0.443013192868141	0.379319620257737	0.478218759503967	0.114253743481132	0.504446859551207	0.559148630522273	0.204817711783903	0.34034620061782	0.657983340942567	0.960368225361352	0.55532777476499	0.367360217961715	0.779276334249321	0.249681725078275	0.428657100581707	0.352561995326966	0.568876267684523	0.613674717178597	0.368678672908165	0.514893820404174	0.839639665758746	0.742824907842899	0.793965602849453	0.329273991312869	0.508103919124326	0.747303038548645
KDA006_HEPG2_96H:TRCN0000315072:-666	0.559285734439492	0.138587993688371	0.522684768018007	0.580165410057329	0.696958196753977	0.374499163776345	0.611180131889906	0.718477471518204	0.875732390061831	0.625028161658	0.134075103365606	0.685726324630074	0.404171229205623	0.193299572747512	0.170772144364191	0.657719867651294	0.788951026497543	0.273250467794665	0.791788179058379	0.272325901046503	0.484625485417877	0.634196005472057	0.533875464865887	0.563381516498012	0.479261747647684	0.811551338932397	0.282458970551483
KDA009_PC3_96H:TRCN0000294182:-666	0.742935309252275	0.492688074425721	0.205919741545027	0.293768151379333	0.673781387249836	0.742492429833983	0.679835505777879	0.772774037411966	0.643877657471893	0.413911528090439	0.0207881637449672	0.488459674294646	0.240970291783635	0.831686236650626	0.540482663980037	0.643439578433556	0.237603390965379	0.810178282383203	0.944124817635122	0.488755469217977	0.667212184222632	0.181986052806844	0.745806020754382	0.742503960028408	0.662150930849429	0.357564885540242	0.889640623755093
KDA003_VCAP_120H:TRCN0000044963:-666	0.839742265723476	0.34609353261197	0.446474435824646	0.703462987444677	0.696053553509987	0.734270929131399	0.611164500277371	0.234127641755482	0.900297207428166	0.518422163289379	0.132715014151551	0.799623781511716	0.610357588585843	0.387416703721159	0.509497061107344	0.900398028200217	0.871544581191808	0.436139325109347	0.987132920705654	0.944168747257632	0.73134807503517	0.796015240609486	0.286687713244711	0.337616587537088	0.791786647558156	0.429901788216405	0.848642917781564
KDA005_HT29_96H:TRCN0000007237:-666	0.707824847944143	0.1684314996656	0.451084601404229	0.321728735484451	0.490138133429806	0.0596955695589361	0.207502334351271	0.226948170972308	0.567233417992371	0.796438344903387	0.619093944691445	0.357768114324935	0.0228422149974932	0.485365141719073	0.570579155118493	0.469888801400769	0.522863148311732	0.296663347217518	0.112769800716476	0.68333382962941	0.101128626875392	0.280303333854707	0.230660207531954	0.42371562415913	0.0760270875214789	0.753915591190761	0.311411732461881
KDA005_HT29_96H:TRCN0000344538:-666	0.161666533753016	0.212189145215784	0.384541461918341	0.662507237279786	0.860291817722307	0.371578957858777	0.682022051573641	0.756014759599541	0.684400447276924	0.152327995395602	0.116525548357026	0.477498059985326	0.694673566282445	0.116999779277897	0.556659590893915	0.548835482985888	0.465027475432548	0.352310822833936	0.654901036732113	0.25308141885027	0.371332503499857	0.164121204985711	0.388877030124492	0.375849256105438	0.753326141951315	0.410386722536202	0.833796817113682
KDA005_PC3_96H:TRCN0000007237:-666	0.43469191683563	0.192524407368798	0.818331599210286	0.450426066562573	0.54319573012018	0.364213098105612	0.195737193052473	0.487464997430329	0.380572407362304	0.810616561808485	0.245660940257956	0.757253311366793	0.0486460669092638	0.378408842747234	0.524077483656254	0.584302176868556	0.533894569046474	0.124712876148867	0.582330812842589	0.692631845563077	0.446899769960747	0.234203814393167	0.58514484524896	0.554793158433612	0.446656714798388	0.6135615263019	0.52458849355501
KDA005_A549_96H:TRCN0000003359:-666	0.526583222479856	0.529350443720182	0.431239358553372	0.488688309093161	0.788780909890857	0.229550883423682	0.336102573300972	0.685114311918675	0.592776368539789	0.667277367728311	0.837304187322979	0.798901046591156	0.363070903856031	0.242044079319448	0.4571659482166	0.533167092996708	0.596807135451019	0.776397341318165	0.286885778190684	0.300477369359758	0.317961126973746	0.785860383865443	0.437715279551824	0.5191791404626	0.42418035014213	0.850912134710577	0.51625675121719
KDA003_MCF7_144H:TRCN0000044966:-666	0.843215472078192	0.518560266599974	0.530749327996401	0.843143752503784	0.594849578005239	0.664124843934482	0.856211808157094	0.470109714557742	0.972354170688449	0.468791027976155	0.0464110441293191	0.628156349554642	0.36134307009334	0.0823836385495266	0.553738753424795	0.68897013540508	0.759103260242853	0.604455396445812	0.989496577993211	0.998530652084771	0.875284254933473	0.735192487650657	0.455782164981746	0.29939403840527	0.684653282777742	0.684193071945994	0.889619112205712
KDA005_HT29_96H:TRCN0000039748:-666	0.880785183610127	0.228281142633608	0.793467929179649	0.74914199671685	0.527206244074754	0.333166656590656	0.818707560375817	0.64346465540784	0.93639196664933	0.220339330948244	0.961391022618909	0.786553650078752	0.384667590107446	0.358427276910875	0.281281916684193	0.89819114064272	0.945846193078827	0.837114406153242	0.376380122907737	0.924016600602962	0.15175087178993	0.573227333571946	0.36730969608966	0.258135047887063	0.559156628560335	0.365634960984424	0.766583312814164
KDA002_A375_96H:TRCN0000002512:-666	0.394405903430925	0.393746068782411	0.601126396448372	0.436689784217448	0.225203352410654	0.165048238076293	0.548428494218625	0.913747339629684	0.547546363154824	0.192510021497423	0.986707611491143	0.459682789064817	0.580337199660462	0.300166715550006	0.267299255044753	0.333407115482757	0.487938119459892	0.522536681087122	0.360817706932591	0.629419727960733	0.374073694655199	0.684170029639725	0.363501015137905	0.412693663149089	0.295905214407564	0.201079398302528	0.473869288177956
KDA007_PC3_96H:H06	0.819714397993285	0.956669552546669	0.955792007712342	0.787380283811431	0.325753751406296	0.596705363902814	0.648682606076577	0.260093837086147	0.887393196803599	0.42494227036529	0.19446747523083	0.555410693667444	0.418382996335367	0.715516151028971	0.745359259370043	0.736931878647542	0.507535111249751	0.373058047069227	0.859373641790836	0.398487508360675	0.795533076763481	0.882966052692323	0.501705571110217	0.483106863221624	0.521764755715227	0.231905036662954	0.10737903524255
KDA010_PC3_96H:TRCN0000022144:-666	0.113270099303039	0.151816054275252	0.348321242288655	0.0492267119340798	0.386854594610641	0.16102236618112	0.0952232045663673	0.232212441885332	0.034851359958759	0.511996919398886	0.193638035814724	0.115365228187426	0.306289169754448	0.656976264213629	0.552072944273015	0.0814810109300403	0.173272292903941	0.104702303346199	0.699342808451919	0.401772131398552	0.433790206789392	0.822691815405733	0.745546583018812	0.808376119230991	0.307562696382539	0.34780780497963	0.232856683893204
KDA006_A375_96H:TRCN0000003560:-666	0.614813582806581	0.199933195191092	0.247128670155478	0.739819652641537	0.775529005217845	0.269362033029978	0.839320078221739	0.866876893172455	0.984051439497566	0.453334386151987	0.446441716883373	0.731500759763743	0.930874207888053	0.139600753036662	0.425497157434843	0.754468021937654	0.613816929739092	0.771973776713795	0.468979276793832	0.244993228041767	0.662501444498079	0.601879016043429	0.650459202842175	0.797829522440853	0.629908766860982	0.698697940978341	0.235184062701593
KDA003_VCAP_120H:TRCN0000009948:-666	0.635634252161692	0.508178387803923	0.622440456528796	0.606755025085742	0.75065184246828	0.612852967073462	0.739037513681602	0.787793041000665	0.886906339050329	0.248077220359472	0.00967643620661413	0.420697616830686	0.727665232345921	0.342188928654175	0.690011537295042	0.735996536833074	0.779357831086081	0.546590938026305	0.543000676185844	0.349394383939478	0.738736666553469	0.181110318741639	0.324588409810111	0.326291941811351	0.634085327468532	0.613245581911738	0.830012387585156
KDA006_HT29_96H:TRCN0000320549:-666	0.29670410432546	0.271292101831431	0.65740140990976	0.433111397092591	0.530242137274584	0.324309386356678	0.712038703819179	0.824174055422703	0.514833916812224	0.607060217031503	0.883792397795257	0.860258472124487	0.38109384768194	0.4247968312591	0.376957044610148	0.227140402145356	0.0812364463804393	0.758976363599668	0.3521342271456	0.295285173256005	0.60481692778541	0.715567941831747	0.650832149671119	0.4537489882443	0.788074765453644	0.719327551935726	0.559750643561703
KDA004_HT29_96H:TRCN0000001700:-666	0.346738281012021	0.853617916806713	0.589538374075909	0.176095066770215	0.526221768122023	0.882933090596589	0.80655815015225	0.858159626222805	0.733882294782817	0.181050594985374	0.0484426308089886	0.563358353780226	0.747319409818841	0.115680717365414	0.652779007724253	0.763038550184957	0.611221104451598	0.673244122209624	0.931882180213263	0.948366739172549	0.783034581966192	0.845322518318121	0.23617732137621	0.173749107209313	0.780717207285921	0.0983479049099717	0.22845605153963
KDA004_HT29_96H:TRCN0000057876:-666	0.86969594935156	0.476520354128686	0.854586698411604	0.763787784761614	0.735604177370306	0.748117026695579	0.737696304465952	0.730240901313333	0.779736707133336	0.782742038109391	0.597837273990893	0.747655390074044	0.204496216616697	0.486081035593769	0.365220795503629	0.58867316513164	0.471810457727627	0.859350363778024	0.667911660798137	0.167281773418053	0.865680290213734	0.827687774425311	0.645078195399075	0.71602974582434	0.333467094151462	0.852121804368818	0.767802450601902
KDA006_HEPG2_96H:TRCN0000294421:-666	0.175917728351953	0.710767381964226	0.288104251305577	0.613511244893909	0.205982389464182	0.227500573048096	0.196775201849356	0.498892793264348	0.402039874215608	0.58190533201014	0.979863673638465	0.191591723349715	0.56957754774898	0.200339991229948	0.236984861083051	0.141323579572394	0.386217297695682	0.626749677551816	0.0650130194770661	0.625761964357809	0.125552401157526	0.237508196737032	0.477694789845429	0.335337596796806	0.426636293211326	0.839639490886315	0.584779284206352
KDA007_VCAP_120H:TRCN0000338202:-666	0.807151310740343	0.737411996843904	0.79085951263677	0.454038427630227	0.819429407588751	0.108385040509046	0.62895594490637	0.458152808384268	0.729006048641254	0.715285723990441	0.956537271384777	0.721682035419648	0.522418182972949	0.210178305737299	0.155823515232396	0.751432095790215	0.709670159139618	0.652169343395526	0.789420310322423	0.153927245773285	0.946079019555342	0.646344108130131	0.803347501448178	0.684825936883528	0.618417774307905	0.733735748694339	0.620099523186574
KDA008_HT29_96H:TRCN0000009981:-666	0.146952150205092	0.596746219716264	0.648919091592283	0.700456493337362	0.188705821426487	0.651782919050963	0.572581356527917	0.901867405667694	0.588747078219858	0.857648685608387	0.597891509631086	0.930131454925652	0.5419065592522	0.625259728660336	0.183068736305226	0.355693531650482	0.431121167537214	0.484735269109545	0.432977814239345	0.92977846329756	0.226166707362459	0.366241502006398	0.746881942593496	0.748860524669531	0.325511077121164	0.54423618809992	0.640314762756285
KDA002_HT29_96H:TRCN0000003552:-666	0.416683670304566	0.195523704405433	0.427840742895871	0.378935152101848	0.373746906242414	0.657575468185634	0.914898998668029	0.374620913079032	0.709278555467884	0.639704918062776	0.624823712452728	0.438860287495551	0.337675645969196	0.441617597282834	0.400164261959505	0.549070154027654	0.293698457253848	0.610035238865443	0.982007290395847	0.985512787079957	0.248407601298692	0.54533024081868	0.504075979116122	0.466519185980946	0.752683338952102	0.636539617190262	0.75321264996956
KDA004_HT29_96H:TRCN0000003811:-666	0.389988108441925	0.107688351447116	0.655041564879403	0.795777542928618	0.257369257224245	0.576720360280195	0.846780523366423	0.303839134083029	0.374060549611506	0.0806337311596053	0.199477464424399	0.700522254436103	0.293721810166077	0.145148616800733	0.818680103871162	0.874601173178437	0.665733052364037	0.263103079360187	0.854021807530149	0.987886971737578	0.408791072063579	0.249529194761616	0.441479484059919	0.414093616341228	0.655827034059073	0.580703958774999	0.715883530359875
KDA004_MCF7_96H:TRCN0000003301:-666	0.56347546044418	0.306544117388413	0.26420042924701	0.908761606709292	0.670787180151105	0.30036647002291	0.371857534935562	0.876764241321115	0.550893868586479	0.621563854665487	0.0811841174022425	0.24172404682237	0.632777507182008	0.468391651540446	0.340570138916917	0.862193848361462	0.870250373774651	0.44331777519987	0.293018575676482	0.522749993240098	0.380922685541725	0.399461498328475	0.631856270207349	0.592995574079594	0.275975176948021	0.454619987725811	0.703973052979084
KDA007_HT29_96H:G02	0.371288346889116	0.244737208981929	0.497154049539785	0.38859250778386	0.589332726813196	0.679161949757343	0.610577805807531	0.130844665463369	0.319163974324799	0.847724752113091	0.580647319626639	0.578004367910697	0.650825566224841	0.343307784303666	0.275250716180184	0.381141843129657	0.556142169567487	0.217694140954159	0.821396382199413	0.786502880491138	0.717516426678839	0.515619745017137	0.859855644437908	0.817189323415963	0.586649594712419	0.828755303074285	0.145100443403556
KDA010_PC3_96H:TRCN0000003845:-666	0.785343728161536	0.735270133310224	0.734573855454179	0.878827521652848	0.697782753068751	0.642023478290426	0.854875779415819	0.843960219539392	0.787946799219883	0.588524907409347	0.950592607159615	0.617693682277775	0.600294975099776	0.314076060665686	0.184256869645827	0.542941624817085	0.442655342714923	0.632672770560907	0.0485097253455349	0.0159428150130889	0.947470081877957	0.440341890534917	0.725438557483989	0.618444858424114	0.92217548414806	0.373990565244425	0.152066667351768
KDA003_HEPG2_96H:TRCN0000010039:-666	0.179844320086997	0.764259932261845	0.258765468516853	0.66294716799521	0.250396838972401	0.466473857084566	0.068797275505948	0.292606855217963	0.100128210785565	0.244404088945749	0.986826506261387	0.643503586750443	0.70323244765842	0.187944203340352	0.70685255648633	0.279834278471471	0.777632544646885	0.444944736509873	0.218262081121621	0.939354468036939	0.317184897275782	0.329314124602629	0.552975551554369	0.556433085727652	0.424383650677789	0.607517237389619	0.104561266959684
KDA003_VCAP_120H:TRCN0000058844:-666	0.524928852679552	0.769622407208848	0.450311589424988	0.675163990853032	0.56905908980435	0.414880156919992	0.928392906201013	0.267092758542282	0.841334174629829	0.602030357287558	0.416870470243001	0.460350335937124	0.453732528499797	0.942032417201117	0.151997719665375	0.504531236604946	0.593049037572618	0.672473358560194	0.601527334770935	0.277782553412045	0.44538458431108	0.487428366299627	0.295091056370315	0.609836028370586	0.332042496311773	0.698806847695286	0.404784148070809
KDA002_HT29_96H:TRCN0000021844:-666	0.481488177181587	0.832017046476563	0.368767344834413	0.630575157427782	0.545466424065665	0.250155411212273	0.176119696411429	0.108524968203971	0.494641024058929	0.547275781731316	0.81856764461642	0.616953708997404	0.47483165296766	0.159955891681125	0.657204518050083	0.353713495872894	0.253816437111295	0.0912899422690104	0.429777715036399	0.460311730077606	0.251454742641389	0.439442510451282	0.592306965663134	0.473852009221561	0.0987600195958535	0.386224556822109	0.273329858828073
