	ATF2	ATF6	CREB1	ELK1	ESR1	ESR2	FOS	HIF1A	JUN	LEF1	MYC	STAT1	STAT3	STAT5B	STAT6	TCF7L2
DER001_PC3_96H:TRCN0000295968:-666	0.365430260265512	0.866022818345528	0.272072163558164	0.797272806299209	0.123065719488627	0.533832735250659	0.207073021209992	0.963735264440711	0.104608265174329	0.596834106345094	0.942128725202493	0.489164332974952	0.504045592969805	0.264225399262462	0.502606334745462	0.878215782626145
TAK002_A375_96H:TRCN0000039746:-666	0.473195759450331	0.4730508374521	0.554873994299901	0.577928621545626	0.543146201463016	0.233046990835623	0.756427862641532	0.932106074568082	0.877306754878723	0.613653750039764	0.950572975901167	0.113532353329374	0.676980686891848	0.726826054830501	0.318709708020679	0.773765953859572
TAK001_HEKTE_96H:TRCN0000312625:-666	0.472669716724506	0.634182995774057	0.555405111799266	0.800882544965314	0.594377675820702	0.60164707178347	0.824752818134782	0.200665357892425	0.774635880305965	0.724241641378242	0.454113349606976	0.669338077693632	0.702375170714683	0.798973918989176	0.795667795956726	0.34649510389493
DER001_VCAP_96H:TRCN0000121207:-666	0.336292475797086	0.216668841777964	0.461074018073605	0.278661412307009	0.336186923709761	0.200823734649145	0.315015698029349	0.48614522173319	0.504144217708869	0.709218250001807	0.999308750906251	0.602496824183099	0.387968741387694	0.310884130616642	0.598962478463187	0.642414692964081
DER001_A549_96H:TRCN0000195303:-666	0.559379013008647	0.823583753865045	0.411313950986814	0.897153476035779	0.395935251572855	0.16975381284052	0.660215769175647	0.716371436581327	0.788608153375367	0.535180614896647	0.996165400319578	0.0489524969538251	0.711170108000082	0.842526751582414	0.521547180899669	0.470784067568836
DER001_A549_96H:TRCN0000121202:-666	0.366037877227828	0.686736841847146	0.509019817858969	0.290791164106125	0.111213220363246	0.210228207581701	0.271120114613823	0.277310707181812	0.374615465102469	0.306928586682838	0.96794961837191	0.0453729693480672	0.266955433651729	0.70793751993763	0.566094093103833	0.171634296540701
TAK001_A375_96H:TRCN0000004573:-666	0.0855223277348074	0.266648940680396	0.330636002915841	0.325830320082839	0.720965760219488	0.513034707431637	0.316072508436916	0.659675342410407	0.194192896448824	0.660087787388771	0.349509185085184	0.770063419585073	0.423392607581505	0.507841433345387	0.413370443102159	0.590760489351201
TAK001_HEKTE_96H:TRCN0000226466:-666	0.619178154203421	0.516490206929642	0.242232603011858	0.890091912742128	0.3016568426801	0.115722002970894	0.213390340487037	0.471899561349212	0.52769585594189	0.618814478167597	0.923716596514681	0.0749266783773987	0.175551102339208	0.493417848320493	0.325139020329507	0.651962634924952
TAK001_A375_96H:TRCN0000298904:-666	0.809221784678151	0.909906489944188	0.850055903608031	0.634151582656278	0.743187823497896	0.881512893737295	0.742555116692279	0.13750021607582	0.882188050630211	0.576231803292614	0.20074518220218	0.961260297592938	0.697956016778441	0.792779395477894	0.722865645296858	0.697260162137449
TAK001_HEKTE_96H:TRCN0000055428:-666	0.855091684073212	0.585813982193358	0.820677509627293	0.458806330274118	0.674999649451416	0.651122943540797	0.803401460085796	0.848188856851787	0.954807757957437	0.612122966513559	0.342848669383485	0.917428598202024	0.94376522890678	0.838255080227171	0.901185018992259	0.717399732031931
TAK001_HEKTE_96H:TRCN0000342334:-666	0.583248054462547	0.954331733125211	0.591462242862444	0.26838099685732	0.799119570101344	0.463245265404675	0.553816501450178	0.59590354083578	0.368384771349802	0.54293360648244	0.767689693370985	0.222464980663721	0.0933098341660523	0.531893988023541	0.546491921979506	0.893886231976099
TAK001_HEKTE_96H:TRCN0000196795:-666	0.578154736172361	0.600609737831079	0.778940447437258	0.795021675076039	0.512778004182144	0.34188119972212	0.289685973255307	0.215982916229782	0.544909699867427	0.305980534404197	0.911413544001273	0.243511887024534	0.268003638596749	0.430437753244505	0.377155012978708	0.586804714434066
TAK003_HEKTE_96H:TRCN0000320945:-666	0.725735620990373	0.37678764595552	0.521473357124426	0.260504760492608	0.835919213910516	0.649324611718444	0.903292199203368	0.238852098494098	0.929069817617903	0.34267819043343	0.113738029497809	0.257382892591344	0.293168997385628	0.491271425466965	0.631854462555452	0.185647260804576
TAK001_HEKTE_96H:TRCN0000033471:-666	0.779612724555076	0.888968034568551	0.620786582891701	0.748652549307909	0.368754989692679	0.694389190112945	0.784596842103519	0.94094938338143	0.273439708086984	0.912358330270556	0.291628431004881	0.476760394391496	0.553284889791508	0.759307726385222	0.440152360456662	0.844366388165177
TAK001_HEKTE_96H:TRCN0000002329:-666	0.724735491432127	0.29846644412832	0.426700551409205	0.723237652577751	0.799708038399989	0.58976746252335	0.824276550841023	0.017096317916496	0.935776605411738	0.665716613660641	0.00311533555343659	0.944263356280587	0.72014065030144	0.769626455717739	0.383131185971224	0.413038228333167
DER001_VCAP_96H:TRCN0000310112:-666	0.832271265551732	0.803277319742466	0.599617795323719	0.654424453900967	0.240692245441976	0.733306964484944	0.585783311918103	0.424261044569713	0.656655914120845	0.107985956179043	0.0786789755698667	0.401894689380561	0.428070010839298	0.254566325218073	0.508362490670139	0.266278482319734
TAK001_HEKTE_96H:TRCN0000010174:-666	0.79870822624792	0.181967567447306	0.434604352249578	0.484351853006366	0.460837711797777	0.726545944905468	0.86763046477657	0.664382391130883	0.879207671828314	0.332913083985566	0.219012698349987	0.626836493799704	0.534179976868824	0.743838642939319	0.612731505401212	0.629826739218973
TAK001_HEKTE_96H:TRCN0000287021:-666	0.336461576978719	0.357526474173124	0.643633712088494	0.368173520754196	0.634770030273485	0.64282904462139	0.351826569510741	0.742104969057598	0.497185535873117	0.578444626449891	0.44586747348107	0.930720911587538	0.541330877391696	0.404521726305263	0.668363611198395	0.878518714929722
EKW001_SHSY5Y_120H:TRCN0000073718:2	0.733220440702485	0.560309972479145	0.757130857158806	0.761923786149374	0.744852578622499	0.484440848943499	0.916352446043184	0.555752523326135	0.863161628900381	0.279293738740816	0.270241793598154	0.932395643625998	0.686440270007989	0.940385550278546	0.328911234531429	0.294298922992221
TAK002_HEKTE_96H:TRCN0000038153:-666	0.467885851386045	0.308163526969701	0.462863595267575	0.417750204961761	0.875774614080789	0.658694438393116	0.835765873680575	0.682273678550115	0.934409845401229	0.222505851469175	0.000802166862375044	0.979219712405752	0.687854576731826	0.795436629728097	0.718111815041687	0.150868345225845
TAK001_HEKTE_96H:TRCN0000004265:-666	0.546906445134413	0.334496538292142	0.420786585223462	0.466783314930036	0.884399783898774	0.761107596870673	0.777434252151543	0.0134226645964776	0.63770921813209	0.210551606062122	0.0342770648485491	0.255017690038411	0.428451288137551	0.161872205139695	0.40766084574764	0.280205383039977
EKW001_PC3_120H:TRCN0000194861:2	0.471068060926673	0.738676981457263	0.690959938267397	0.36971803613449	0.80185923860093	0.436095946142568	0.403527831381222	0.142617139966117	0.494832456661287	0.342601677050521	0.110478469283551	0.247842369294819	0.556036789411307	0.784772371656308	0.670891120073358	0.193298276076643
EKW001_SHSY5Y_120H:TRCN0000303773:2	0.717742059654203	0.077312419452478	0.815930327578822	0.528503146471702	0.414832750251844	0.806253948141586	0.412457289873367	0.0319737654261494	0.217376878250513	0.517659146630026	0.0558282389686225	0.187255795881296	0.73028713983501	0.628891301389827	0.728368938948658	0.797240008306952
TAK002_PC3_96H:TRCN0000033456:-666	0.6789032132768	0.757043815283617	0.292119332375918	0.236972417027362	0.272859403744786	0.385902211108104	0.200793362151348	0.256019361455097	0.473317020301985	0.812960104588197	0.983323947945355	0.105574154245343	0.410575027738913	0.521253300061379	0.298828720306076	0.308699851711668
TAK001_A375_96H:TRCN0000342334:-666	0.729257838974604	0.976955844792443	0.277974030142908	0.898406287978874	0.328071543529256	0.308421932375265	0.600311732017173	0.535439058138097	0.938094004950385	0.422014568009521	0.84225643333288	0.38339722257877	0.420019024316931	0.676089377250472	0.293759123924659	0.936014941636329
