	AR	ARNTL	ATF1	ATF2	ATF4	ATF6	BACH1	CDX2	CEBPA	CEBPB	CEBPD	CREB1	E2F1	E2F2	E2F3	EGR1	ELK1	EPAS1	ERG	ESR1	ESR2	ETS1	ETS2	FLI1	FOS	FOSL1	FOXA1	FOXA2	FOXL2	FOXM1	FOXO1	FOXO3	FOXO4	GATA1	GATA2	GATA3	GLI2	HIF1A	HNF4A	HSF1	IRF1	IRF9	JUN	JUND	KLF4	LEF1	MITF	MYB	MYC	NFATC2	NFE2L2	NFIC	NFKB1	NFKB2	NFYA	NR3C1	PAX6	PAX8	PGR	POU2F1	PPARA	PPARG	RARA	REL	RELA	RELB	REST	RFX5	RFXANK	RUNX1	RUNX3	RXRA	SMAD3	SMAD4	SOX10	SOX2	SOX9	SP1	SP3	SPI1	SREBF1	SREBF2	SRF	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT5B	STAT6	TAL1	TCF3	TCF7L2	TFAP2A	TFDP1	TP53	TP63	TWIST1	USF1	VDR	WT1	YY1	ZEB1
CYT001_A375_4H:CMAP-CYT-SRP3067:100	0.593600035133551	0.543535619284762	0.710397746532072	0.661794667814533	0.296435350201321	0.818372940089495	0.741442553772999	0.287797056279232	0.475240050778102	0.738265563094022	0.386515715220694	0.502824383175017	0.0474034246193714	0.0143380597276982	0.0248911301919639	0.31526970106669	0.499700233854666	0.0791740063779855	0.631249261535298	0.491357322746293	0.750537910311711	0.495903081714044	0.541757763959934	0.928953525066467	0.573707555022187	0.380211716556517	0.86374201068909	0.397010624932655	0.733498446276671	0.0460466239901835	0.94943793657716	0.975594303535002	0.61956734383269	0.834465805254223	0.321263646832751	0.583442839804312	0.256729839324174	0.606210909589309	0.902712614865733	0.8680107230235	0.624489743117967	0.316580573013348	0.220881112634844	0.391817107468072	0.767187148670531	0.234038419465797	0.229287230550769	0.625638216296191	0.084022020176388	0.34432385362813	0.706826196550861	0.369351491307995	0.666501846344899	0.595750662915609	0.440458340418993	0.591324665990554	0.716583284212288	0.376721187864559	0.151829445986016	0.415680077451819	0.336612216075451	0.90461323666532	0.643623344163407	0.152132051286067	0.389334080276821	0.444844372273119	0.737027827976777	0.570954870184005	0.692828970358127	0.749412457969671	0.547049077665395	0.532090377335307	0.874312806346372	0.967023075480627	0.487627608942314	0.421538884067337	0.716481356659545	0.238684247768695	0.4186406824357	0.879120838468723	0.953088001614836	0.916736348976801	0.717153550805469	0.630900922696783	0.564920885860781	0.832264355141074	0.797475253455356	0.630967317615335	0.693529596784015	0.689953135772808	0.678270501183589	0.421287518000323	0.556926761127677	0.57027660459723	0.132390723089136	0.745501961292564	0.668548555040458	0.637450878509587	0.757833282038743	0.387065269888537	0.567125693529841	0.590845457471684	0.238427844522651
CYT001_MCF7_2H:VIP:150	0.519739776442423	0.815355685395617	0.833460775810177	0.643865597822554	0.764769928815961	0.458058530144274	0.80930352809273	0.753744578999375	0.76306972360419	0.942303401215429	0.927074315978291	0.874718810333879	0.323807832905026	0.222586268447179	0.0853991619082134	0.861281273998242	0.775795173288617	0.465259517775364	0.19716101027917	0.583096243139165	0.579898652733815	0.86590382148655	0.32285085298702	0.324210053408332	0.611435223510107	0.895644860414577	0.563763612299494	0.202299472378773	0.790148048522938	0.378082532410291	0.401704079952993	0.6263945790056	0.714126676694611	0.270480063018669	0.341659944283715	0.274108214700764	0.803150296968047	0.918909685437116	0.52902218639295	0.500442135391694	0.125293324825817	0.108399425690618	0.831011405211345	0.909704766194452	0.5011926257418	0.757238903084158	0.671540151277256	0.794818837976993	0.959306023771467	0.544198035082522	0.726224378976036	0.820348417719493	0.572474751563685	0.275093219674475	0.462826776229195	0.423957061437163	0.378349232423042	0.570032437676528	0.954417751666707	0.516435301965315	0.451865102911692	0.127549879880106	0.726966908184249	0.525456417927261	0.732070864777466	0.716111209476739	0.477471569259129	0.95672728318737	0.961093864730843	0.506375666303114	0.504300141868866	0.213767233339881	0.971864395088401	0.841174078363025	0.660397393643298	0.00978335566991034	0.730752551732532	0.970034840344965	0.885346125051948	0.171591455379811	0.596329608530966	0.327049051965491	0.364737788748841	0.107480053569361	0.0494337455930947	0.706152447851203	0.729965390671197	0.882826620297933	0.881723593728894	0.475095383933891	0.261181016350266	0.827931358232141	0.867139304577863	0.469192096893007	0.302834964191635	0.733817233648202	0.491180832447217	0.586928945901406	0.557005874249209	0.769102879260281	0.604282788451308	0.394139094630452	0.138272983192093
CYT001_PC3_2H:CMAP-CYT-SRP3008:25	0.253566317652049	0.757108537804446	0.286254174794194	0.326617653379676	0.556122988620913	0.301040115471	0.48126833293193	0.539242295233761	0.734781241683616	0.656186730052878	0.63454626978972	0.19923314731925	0.777650454676325	0.721728375718556	0.826794886555379	0.63018254897903	0.599799436844636	0.510566389556707	0.658142796808987	0.389943378551423	0.799195249118618	0.802865115031505	0.875369344463023	0.3982611275737	0.581409559987365	0.322289734812749	0.381531046031919	0.405152534984057	0.235251107426791	0.271787529831074	0.496967725333707	0.557182109351118	0.24302289320403	0.729492193227713	0.951181518115835	0.352634777272154	0.169164273840649	0.286131212022802	0.659564396921683	0.396931794142703	0.537548725335733	0.806804381761006	0.244182540524684	0.73209237584869	0.271068863043325	0.39614009671177	0.060862285888726	0.805852679288121	0.217155770150143	0.16721361251849	0.232302573688379	0.893592472126946	0.425435933060053	0.732058186566976	0.620006127669659	0.198945316870115	0.147569785807448	0.615965557525184	0.237641635645996	0.615236953200304	0.446329992471166	0.712976454949563	0.31587479647631	0.29818285606918	0.456766316504897	0.308287534312672	0.506284969304489	0.510291366844115	0.389505630251345	0.5436206407354	0.50172277587527	0.923768366486029	0.0782293825983911	0.100960659572696	0.451429157871493	0.253898761314066	0.266528769333545	0.67112949686493	0.38969965406848	0.859854315592441	0.540085926140406	0.573088566982639	0.506686280718091	0.160984119367657	0.602860435074184	0.18131679487288	0.360709788739141	0.504727321038391	0.333993808033604	0.450063743907667	0.86900825444746	0.256972161668484	0.254366465620943	0.390702212398437	0.200425454636862	0.636394925247278	0.630582362466967	0.575260670294139	0.339778932430572	0.392309997810541	0.157915139238015	0.730239937244839	0.683276301503054
CYT001_A375_4H:CMAP-CYT-S5171:1000	0.073653523490674	0.510359225336279	0.1389878574887	0.574653036323192	0.846368340119792	0.596610142847727	0.0916775540689848	0.592333140657799	0.789364335185672	0.355016230921982	0.538630339865824	0.490057746450974	0.107457610016428	0.186696279540257	0.123093444839481	0.755140465819471	0.195286518901481	0.894321005907994	0.106283122718765	0.698873143268775	0.846837508165705	0.311087251894349	0.434443825332856	0.878905361469371	0.428564708541055	0.663402303660922	0.181513525113832	0.832257817396976	0.534938733278214	0.0959316504340418	0.412362600198148	0.669276853036244	0.397162242566292	0.513004313211848	0.579529547544577	0.647298832960962	0.93766912681714	0.286353555704739	0.835593169848801	0.555606882443314	0.478000431954091	0.976811993981251	0.472070535676624	0.574323344246751	0.527360643619466	0.266612999743569	0.810479483416228	0.114578199895105	0.00588882628479213	0.710138754117607	0.107420930115379	0.326615183022333	0.276283460852871	0.748487284222283	0.552478815163556	0.842730017548139	0.804623178764693	0.652393257104031	0.28732370346378	0.796873125501204	0.397374128894657	0.770872026398526	0.190535898011665	0.481567665470589	0.320183731198621	0.147655109134737	0.0665883399890572	0.0522543840795508	0.0356038207875684	0.804419571876423	0.557146523326227	0.677579710049039	0.419353927863997	0.337742408993581	0.716339367428065	0.995813345609098	0.820943442416554	0.172554403234195	0.421626011899084	0.668191217508106	0.176597645951718	0.0628695692396458	0.472435609827717	0.823574636934027	0.863411562488658	0.642503376281366	0.155976314613565	0.247558501671993	0.325354303161334	0.325997302336729	0.4269259753293	0.286950960199357	0.552265373104788	0.383470021965059	0.15585351745057	0.651560217823473	0.676885005700471	0.539744754676628	0.500205672684764	0.122746888548797	0.210995119697414	0.744062032075335	0.477009994432078
CYT001_A549_4H:CMAP-CYT-SRP3161:25	0.263709086098629	0.307310545001815	0.115991793195955	0.629716112078315	0.823267971357526	0.672635175172793	0.257036581356624	0.572662368751787	0.775820177357363	0.70310075507024	0.445708035009965	0.658269230192161	0.531337405456066	0.759059677359297	0.94842999051444	0.664688535146819	0.690691583552402	0.501247863473587	0.616607468674598	0.552626573454062	0.829880085880835	0.536185091618898	0.345483576832442	0.408405836120214	0.741491043502608	0.229467135802914	0.417906290612042	0.717339504430702	0.22022389478416	0.69585433065578	0.427449543194041	0.513007298365866	0.284423862241935	0.462877120048792	0.958765340121298	0.516350147310282	0.831557523472963	0.477584998182924	0.915433006431515	0.3332488317131	0.132646911599562	0.304148558830398	0.200381247095214	0.474276351279827	0.749228545197146	0.559656618161661	0.248980847359518	0.726900023320381	0.061268189605668	0.244626363252447	0.156506158911425	0.162180806862319	0.167008518145378	0.357604500201139	0.746311914777468	0.342755711038431	0.493952387920493	0.870228009173614	0.263223338435753	0.736366133447817	0.617209952195698	0.399547728207262	0.547702599688631	0.626797155645691	0.317063020768344	0.0639393341565525	0.21016478591541	0.463646213475864	0.397065000925324	0.482379135843882	0.218170864688323	0.850940263353814	0.155714517586855	0.071192786941311	0.551106524865749	0.312243336096201	0.599356945099222	0.798516713921964	0.834328887965103	0.817278656694594	0.888935443679307	0.816575700371918	0.418892832868832	0.220640173686336	0.204178774109545	0.100625635602497	0.332007188382269	0.159271902689992	0.118382929378431	0.376312813929863	0.630426780625638	0.526478535782705	0.259442678938468	0.682948572575041	0.180521402234401	0.473883956188561	0.671109827881243	0.538920124538023	0.274584019267626	0.702694176028444	0.245201853795378	0.648592152628464	0.17993357648586
CYT001_HEPG2_4H:CMAP-CYT-SRP4757:50	0.657792618775692	0.174831968306377	0.646455898910947	0.488903531021799	0.95085594537044	0.285231204648656	0.277911790271035	0.619039557807959	0.49063297314826	0.432258204939431	0.309053799460342	0.639732414094945	0.384955705007446	0.547768140092945	0.295681647641111	0.466017566219117	0.281642022083827	0.717210392236796	0.321475563398678	0.251615448257582	0.635684831097318	0.17762786809704	0.686611571447549	0.276910003334291	0.709155984269037	0.620988131970237	0.521499423211015	0.13985372613943	0.690806861076279	0.195490671365039	0.880884737954628	0.759189369684632	0.628735293106414	0.861979056453333	0.0597406413023627	0.169407641523142	0.113677440114285	0.592359633292843	0.280424790444311	0.714886181647168	0.634065689959306	0.174227309509801	0.682712685691439	0.368026282805935	0.0652073778389362	0.195829780346515	0.408089480265544	0.617137206139495	0.542222732998836	0.381661631261932	0.22888042338443	0.7456471971923	0.446564538012523	0.452254748834061	0.773214914164305	0.55898193513956	0.866103187294284	0.463182279052359	0.318561177434443	0.65012228397751	0.285712405707847	0.304372317506779	0.337707586094727	0.111682098808761	0.652910920108762	0.652787299519332	0.534573844157548	0.78606335697139	0.835347781299736	0.622486696583479	0.532408487931426	0.392028224405124	0.768236797980367	0.86878082752311	0.0552603967826244	0.491200273158367	0.392703689531822	0.449219104561031	0.670044169485391	0.562744087764093	0.0251905691353985	0.0792548875295403	0.141411704294005	0.891396875889067	0.324454675066417	0.579668182051011	0.211381679363715	0.0971208203557264	0.128765372915788	0.316752167537924	0.311976882202114	0.752145635300873	0.405140410081771	0.703904908454287	0.639777617979208	0.559378553232017	0.328599797392773	0.764934294634577	0.420101325348864	0.212312808319786	0.652033441413493	0.670444568618152	0.810631171151647
CYT001_HEPG2_2H:CCL2:15	0.208543290899101	0.365185688749482	0.482916259380862	0.520441872604232	0.823745899438717	0.434254045160619	0.234979512167523	0.409626948727129	0.703859304009526	0.31591995712856	0.167178088334403	0.394770319213259	0.215324697549368	0.569948103611762	0.329212521744828	0.310357268999671	0.109982428245766	0.604625804957804	0.275545182867865	0.601191493412154	0.603907235065118	0.612296043093545	0.278455979950919	0.204153486173069	0.609472551377904	0.330139299449533	0.381846773923278	0.673737224114174	0.118013235978221	0.159372804115228	0.337119497877306	0.137095010766242	0.238482629950188	0.526575983565925	0.1654032119712	0.180180775833399	0.575934521363511	0.377828730516106	0.701300411249068	0.591114288844688	0.692567802916129	0.347255940938848	0.635853235115205	0.571699093004746	0.696617551354445	0.11239281892729	0.729978550217562	0.223468569618632	0.0816559419522757	0.705258755812518	0.163099493324233	0.103824941475198	0.144529402998676	0.783915156805267	0.46501878081619	0.87719221445442	0.911217071893177	0.613886801591675	0.138816184361725	0.898865963510871	0.241512913113552	0.419446188239591	0.360844189320479	0.53525054390284	0.406769710662057	0.640446706369823	0.270067134340601	0.884982089264357	0.901934677711486	0.316289300918018	0.311581129479836	0.556013633056978	0.518233381355679	0.631376892136344	0.210828632696467	0.979546155346651	0.78297691451855	0.33612166660707	0.410308733281454	0.665898816058861	0.146841313886163	0.408224901082812	0.503332894470977	0.949215603860519	0.161705264693394	0.385671215980072	0.387353374550721	0.298819135389573	0.284332112874673	0.590168286211803	0.532773980419935	0.309207164838031	0.353273104702924	0.422208876280533	0.216465497645752	0.672847932827645	0.765429499704582	0.614151215855986	0.377355349608617	0.377115991811999	0.291850809353816	0.803343949054566	0.502818691647846
CYT001_A375_4H:CMAP-CYT-F8424:20	0.0542019094848667	0.497692713892898	0.310887449025694	0.618394926489568	0.627088922339548	0.102342823824856	0.150099574560189	0.727579121200936	0.72081348316243	0.508725214862406	0.731229822133505	0.54228367226703	0.429255734440582	0.517193475112724	0.511159425668788	0.152233483707756	0.547531102858139	0.680039335485137	0.293090446634566	0.694626813577286	0.782339932754815	0.170469756016142	0.563499612689544	0.513613183943035	0.734195402228235	0.810506968113804	0.471805251384079	0.715529151321114	0.690388273356506	0.443362875922507	0.524734153289481	0.289602729388058	0.216353820692553	0.935317936476749	0.385907229898565	0.5126306843228	0.437663977289859	0.788435972045281	0.580778284061347	0.951272463480382	0.666377754577959	0.885693435314077	0.803946545082055	0.677562738967537	0.151991640274055	0.312639441404793	0.670321825458977	0.206215912256203	0.0606687230270809	0.624997273369707	0.414913517515789	0.682696253818766	0.249308792584398	0.280910132979813	0.528871283870376	0.926651429059793	0.894273639209948	0.267836352812507	0.238941624523434	0.529909400162849	0.504057874816984	0.65518865102689	0.542353689942882	0.384882752460513	0.221684412909006	0.38565219574	0.418710733014207	0.141762400114078	0.22186024166322	0.615487365381275	0.67360767758758	0.54113638858908	0.660878242435618	0.812963996572136	0.415163212704023	0.850941952809065	0.745344872354519	0.651624624975377	0.786827147619787	0.973259385002114	0.211800251100514	0.286672532213397	0.428217288482797	0.895420873337849	0.630792332112524	0.387298979671154	0.337638101065971	0.251941950777344	0.378471756444708	0.597407863297715	0.612519028695293	0.650491990041784	0.609283351161098	0.395743751992987	0.477128394447763	0.617912153210636	0.266455174872052	0.674181626011556	0.568871530488568	0.594965068532164	0.634468247515087	0.467583862193194	0.631739654988657
CYT001_HEPG2_2H:LCN2:40	0.736539768699135	0.0569634019687667	0.79438589194403	0.598646155361989	0.104188777311462	0.26191233984142	0.380006794104766	0.225096277750213	0.381985714165215	0.341078841819292	0.662460674832061	0.919020838150758	0.354170779890615	0.215391505437847	0.085017830052294	0.339051295417818	0.223250725811646	0.488785457083448	0.340203442333365	0.65366120161386	0.845203248351384	0.81336836213788	0.574257057176964	0.511876388076781	0.561870067758291	0.329684543609836	0.42062604982499	0.786374270357935	0.181011625814425	0.304305005866932	0.341100205838875	0.626807687176826	0.393059824011466	0.618711310027983	0.516013586507733	0.588249440369894	0.676005055930043	0.185107835002651	0.313145695663959	0.563836926039974	0.895547247260578	0.185197525725013	0.289555965484287	0.575645289690435	0.32812000917401	0.229259960039724	0.623606946952537	0.708715213976785	0.34300738840433	0.706461372193558	0.355401854714429	0.298452038364236	0.1446274390174	0.575661378659587	0.357531690601405	0.741392504713841	0.728838553190038	0.877710552028688	0.724131874292768	0.823847128490847	0.231349435721898	0.19693604325799	0.446611518118385	0.38598825051425	0.11392098455563	0.6421154343114	0.167371702496349	0.974681532817216	0.980168018616429	0.422924404536988	0.87291727791752	0.378513132787271	0.336289296504943	0.131483664994757	0.584204124234063	0.901035279638414	0.77409580048196	0.178906880118632	0.563481867857801	0.918729699897607	0.268747081116008	0.292488049241937	0.496209906417844	0.838653555311984	0.375298582525823	0.696593900570659	0.748929465471209	0.854296778694546	0.689298706724872	0.703301135657085	0.673895196818419	0.679786324631166	0.271530833245171	0.372789926010784	0.387141749708214	0.729543286201663	0.787047834113339	0.176205449023258	0.57085275068504	0.102116738113352	0.246277578655834	0.787173779039483	0.745357692961114
CYT001_A375_4H:CMAP-CYT-I3394:25	0.466278232530338	0.625250197638078	0.37197493335444	0.30691651868482	0.708640113498191	0.76491345236975	0.220626387160416	0.830828629609736	0.945600114110828	0.600179990961197	0.341968046738075	0.439963631219547	0.10868446089172	0.205279459827609	0.388992020786077	0.831444862178427	0.35623911724362	0.90706750848193	0.286170675246761	0.409481813776123	0.787125944391635	0.449923928286934	0.545628079622215	0.611093328935865	0.477945604626699	0.773658095609679	0.424133804040189	0.668609845745996	0.316003171404805	0.240434267394832	0.644422939090691	0.887626780524118	0.534252640050086	0.871799367013912	0.386999386002144	0.732765334469929	0.472993839310174	0.693442243319019	0.729662125517892	0.839686388586069	0.439300578846795	0.927500555630738	0.589619352693415	0.674887536979833	0.74384995135068	0.287560198206479	0.456085331299134	0.0289396018951527	0.0302166650982704	0.58477461915769	0.647218441013966	0.633216676836738	0.341730750393106	0.679046687344784	0.584982804284072	0.81713551557088	0.863416861419105	0.468681118738698	0.273184122882191	0.68703024736859	0.64422287234663	0.898749450253271	0.383876427888728	0.388598867866648	0.185371269881988	0.129542948100077	0.171601006616812	0.0735630756841611	0.0774411767947867	0.631606938587886	0.884931043049586	0.535960023201192	0.606712569692929	0.493232252624775	0.286297701411035	0.797149211923098	0.757951555974674	0.642940993354042	0.335912114787264	0.935682684920021	0.847769598897903	0.450074851096667	0.390268524768117	0.711252091281739	0.77076974244538	0.347504824769041	0.243297189246109	0.278142000873358	0.544579029796473	0.229225282464679	0.574539545190868	0.803332035394573	0.426402144742649	0.38300887050406	0.0941455478339496	0.483035240708271	0.802237792621294	0.873304014780737	0.403341357811738	0.3863405630488	0.284179168538798	0.572554531170487	0.717622652269574
CYT001_MCF7_4H:CMAP-CYT-M6417:15	0.952933872184963	0.803172163814316	0.709499456194777	0.723970721579784	0.246131606206939	0.598848104963197	0.933059781820256	0.431142492813803	0.480362818241871	0.614785920295913	0.717579665603649	0.354536058125342	0.874682611815847	0.572425129165013	0.603158671951376	0.482145934315159	0.699140139846497	0.182487897953519	0.475870983359378	0.792932786753216	0.393010568787165	0.401627250949522	0.5970384430184	0.508924106219622	0.476786224432037	0.253232258289685	0.964055053965082	0.284373817343776	0.679598983119148	0.567774754313634	0.614000999211247	0.350013645533028	0.735060419514267	0.115501131003731	0.512293872401393	0.631560946392646	0.506938810279334	0.395309488343697	0.254705162646124	0.373879175410457	0.183144512142998	0.281115596039036	0.292806292991898	0.465789651582249	0.672008770209912	0.710568085429707	0.489031023118889	0.640041355021328	0.760152335967509	0.600810209094151	0.671451330245979	0.527211275099533	0.742690245004409	0.53313481815227	0.617305978435687	0.428974620617364	0.217427155461397	0.343167098396355	0.844880679687049	0.510035456777482	0.307222338453336	0.30952209710663	0.748717432487671	0.796960209097554	0.872219876555264	0.787826167174947	0.659228138461273	0.513810362333038	0.433008075913383	0.776713268085401	0.207975009715651	0.143905193616393	0.696717999509	0.779714528718399	0.710838568248145	0.158556475249449	0.71205877091391	0.606591680643082	0.356446766664752	0.0763779857664612	0.831304425187564	0.871274989507487	0.469747303352195	0.121555312549675	0.199471349592873	0.490110007663142	0.534461494512553	0.775488940609025	0.788903404912009	0.328989399311255	0.442052202706402	0.344242257152501	0.556822641085126	0.530193006844109	0.784759967589353	0.456620376472175	0.10178229802912	0.273417996944532	0.670376898549606	0.664556920133662	0.654981570300987	0.56716084110187	0.0895711146280356
CYT001_HEPG2_2H:LTA:100	0.11983162010462	0.0450220203814142	0.424881037308633	0.726149221097521	0.840237470696062	0.0195353181511737	0.432991029567618	0.483822515620344	0.414357261377374	0.416594864153772	0.805104044431075	0.740057637598069	0.299915516037937	0.23390378547775	0.572397342689054	0.144657710911561	0.157241362339366	0.608438625277654	0.158462028656861	0.327328409185872	0.840811273683569	0.719684586393757	0.567462579947118	0.0651206210726349	0.920494179958842	0.82727456201508	0.145346265235326	0.344908382866971	0.98872176258928	0.0880337853258678	0.160026429516522	0.282721644667523	0.492658971801064	0.891095881532841	0.352393156729751	0.439464516850049	0.290515619232685	0.485090029969059	0.289329865334457	0.777691312256248	0.911570062118858	0.597804914516922	0.946082210253376	0.841191858293567	0.274664918340936	0.207287360533172	0.48947842127504	0.316644669417067	0.122298871190992	0.252906219227723	0.797707572667069	0.756140846589307	0.997219596664833	0.0209476835103383	0.178001508439034	0.695501145743473	0.820434334491057	0.709520827979315	0.489089267430808	0.723353403347566	0.675770518054031	0.27077870471972	0.858945939011929	0.991827018939983	0.998926789912734	0.98407001617741	0.177305611780459	0.9240270863795	0.926517013186941	0.818923771419844	0.789210471445268	0.220306428647693	0.655076927785559	0.602937097598148	0.31272150908245	0.968154243321702	0.334542802281363	0.124356296996854	0.365760789459302	0.983272790813779	0.442076941650912	0.525545916829743	0.390723437832818	0.982669025845952	0.507698525535022	0.440052274349315	0.861144777084583	0.59950709629015	0.475245242009405	0.745020236348112	0.318494396886887	0.720766673610207	0.221031128047002	0.378928930849426	0.313231151847133	0.823524331654875	0.553785162789793	0.716811813675058	0.319525580521432	0.514304556021625	0.861829961069853	0.685190884463011	0.92782126938561
CYT001_HEPG2_4H:CMAP-CYT-O5761:20	0.183273158528819	0.379120410092064	0.277439087648287	0.416902748995212	0.921629546291832	0.357188891337708	0.27703626005841	0.638883353934011	0.633445122915897	0.325869543101572	0.115449114733317	0.561220801877482	0.220740753206864	0.561369381947771	0.835348437825942	0.528616021518938	0.152808090607394	0.887513482543862	0.769252240370563	0.873634244305399	0.888441108463562	0.711505062193282	0.747548392686121	0.218659931544568	0.918021585710776	0.814713822505456	0.0834087725144941	0.689289220316107	0.403147639835717	0.246209628334396	0.572535133375484	0.619374465343129	0.159321920701201	0.685241050355118	0.871453421184518	0.393266332019475	0.47749795638476	0.398901209332925	0.326810094979335	0.584401785848468	0.779451902723633	0.544987053268641	0.684249504605693	0.377754520566131	0.326924763784392	0.315255844743306	0.728339803509648	0.219505080760993	0.106233798065007	0.569958819475492	0.117375504682863	0.613011031981464	0.194770587064532	0.428886068179517	0.488669199326314	0.769167771551745	0.899073421581797	0.889520567713235	0.334568292249589	0.849820251175957	0.346902907990148	0.467320590876054	0.403177428199439	0.480216294517449	0.182498664432935	0.454373050551383	0.0562669270817144	0.235634217260917	0.257621445352528	0.689456325352973	0.282290905084779	0.703730890468271	0.429672042835108	0.219092218750157	0.382880585145449	0.887157847708878	0.828922574911667	0.267170516419774	0.53003248269487	0.784794437124721	0.409298600177439	0.44325589634057	0.248133792859581	0.755010570724626	0.40689483031905	0.5069377957012	0.734733432435502	0.142372240021032	0.231479473955167	0.644980262798629	0.770776973827034	0.479846215507066	0.232858110872452	0.194809640613196	0.290834346130704	0.476502660236188	0.712366561985236	0.837424563182917	0.337898559853864	0.206049640101568	0.186920402906602	0.523375082565506	0.392973823911782
CYT001_MCF7_2H:FGF19:50	0.316822530590036	0.128819738094262	0.468522841752783	0.463446562979798	0.808187802502191	0.302409530593964	0.0502468133183407	0.592022700683767	0.626745655905302	0.178049479165152	0.47667829777202	0.788459976982802	0.192175743560329	0.148047877694117	0.508942801602657	0.905836953739568	0.423842777056339	0.984908344394649	0.576024331490468	0.73941207431861	0.537646514262874	0.709447868611481	0.578589670931882	0.833463831493862	0.745816359787687	0.532844770370862	0.209555445102881	0.888400456221328	0.386437659113963	0.472710596484376	0.274604815145496	0.786382120412677	0.482628708481684	0.807214126387068	0.711312275371191	0.634407534427543	0.485646457508025	0.795252110205157	0.500937723836466	0.659468613329214	0.867353891538376	0.46169746223466	0.678896250580669	0.406958683960159	0.252456053160355	0.270565135657007	0.720173367398353	0.635250866563304	0.0152751617092032	0.566498109761002	0.319841607175604	0.757178090554787	0.204485773166833	0.596653445238428	0.538359816355837	0.652778829333255	0.87773622510644	0.734225650128012	0.220458697374988	0.811272901058582	0.773935793404373	0.724399314594993	0.667705512639734	0.341083765826979	0.502545299080658	0.475991192592499	0.106086405003844	0.985115577524563	0.989375262776057	0.348583246735558	0.912141070439228	0.42881940575512	0.828787852418882	0.526387429981632	0.469881327924408	0.996025976637375	0.601758170684627	0.39473092202903	0.81762821848435	0.921600437099632	0.21609284340576	0.155137380443432	0.557142918084364	0.957814347168446	0.392535289030041	0.695180067941665	0.652750556540661	0.110509728562474	0.193013359954915	0.83084697731113	0.585220055194236	0.257933777726663	0.29040239289986	0.534564179963047	0.210268157891904	0.689872035433138	0.694126619886917	0.704187494684057	0.498887740420416	0.44400699191265	0.529145061743041	0.591843087383466	0.921179336602121
CYT001_PC3_2H:CMAP-CYT-B6681:20	0.36151524695443	0.573104944517014	0.198230555333378	0.871512617728411	0.532616667601802	0.440809151640481	0.891910564057587	0.297656890127079	0.784866503949072	0.889239029830586	0.895951737012774	0.246105001900939	0.312700389233497	0.718081201967547	0.791219893326158	0.694847137562012	0.289928611518337	0.682823967982576	0.77079190380583	0.373437430656784	0.700615272582838	0.663719290119424	0.791426853302311	0.507242590526739	0.165477532409083	0.680256129770487	0.352129326885514	0.285649650204481	0.46110010147367	0.849740172906323	0.285093507716849	0.370824493040845	0.334217941120153	0.287228977513993	0.850728121279218	0.541286769584957	0.818679283165418	0.851651670360156	0.325130406960033	0.205758262732278	0.385588405889074	0.691346168800112	0.272235305011738	0.463031014946433	0.591599824183353	0.52143971962613	0.0727298588216247	0.504919129874065	0.862048285075368	0.125413893640771	0.620895082968949	0.269751554345643	0.414484909457283	0.383010755889598	0.536683468514924	0.118629011594321	0.333458461755211	0.425581537729289	0.477195696284402	0.709337681008975	0.821788549881242	0.4492209361123	0.315791834876727	0.126988104806111	0.423248352491807	0.244931439485003	0.734346352433762	0.0961898114586809	0.0760652023020439	0.565936309794003	0.249380082404812	0.54687582162169	0.571538167753626	0.634627748106541	0.237031577849969	0.0287674536698858	0.53627160426932	0.839407454770674	0.612321981260137	0.737556728415095	0.422441186322125	0.331397113149874	0.573615092774667	0.189188700755308	0.870608133865645	0.336895956489045	0.347629494911664	0.868275054972406	0.806556448292804	0.42806874233479	0.45906766259799	0.44396600487443	0.546823575452098	0.460351027889409	0.666515542419654	0.387613164642584	0.367541633970864	0.715499973500892	0.436926132453592	0.274921441707888	0.217948851856612	0.549202103913973	0.536095563325369
