
TAK001_HEKTE_96H:TRCN0000298904:-666	
TAK001_A375_96H:TRCN0000312625:-666	
TAK001_A375_96H:TRCN0000196698:-666	
EKW001_PC3_120H:TRCN0000288787:2	
DER001_VCAP_96H:TRCN0000121318:-666	
TAK001_A375_96H:TRCN0000047632:-666	
TAK002_A375_96H:TRCN0000022101:-666	
EKW001_PC3_120H:TRCN0000300875:2	
TAK002_A375_96H:TRCN0000276443:-666	
TAK003_A375_96H:TRCN0000003828:-666	
TAK002_A375_96H:TRCN0000038725:-666	
TAK001_HEKTE_96H:TRCN0000040011:-666	
TAK001_HEKTE_96H:TRCN0000006042:-666	
TAK002_PC3_96H:TRCN0000121068:-666	
TAK001_HEKTE_96H:TRCN0000002004:-666	
T1D.KD001_JURKAT_120H:TRCN0000053383:-666	
TAK001_A375_96H:TRCN0000244984:-666	
TAK003_HEKTE_96H:TRCN0000312623:-666	
EKW001_SHSY5Y_120H:TRCN0000295915:2	
DER001_A375_96H:TRCN0000196310:-666	
TAK001_A375_96H:TRCN0000000587:-666	
EKW001_PC3_120H:TRCN0000295865:2	
EKW001_SHSY5Y_120H:TRCN0000288787:2	
EKW001_SHSY5Y_120H:TRCN0000004840:2	
T1D.KD001_JURKAT_120H:TRCN0000297061:-666	
TAK002_PC3_96H:TRCN0000142485:-666	
DER001_VCAP_96H:TRCN0000121131:-666	
TAK001_HEKTE_96H:TRCN0000039797:-666	
DER001_A375_96H:TRCN0000195611:-666	
T1D.KD001_JURKAT_120H:TRCN0000163814:-666	
TAK001_HEKTE_96H:TRCN0000040123:-666	
EKW001_SHSY5Y_120H:TRCN0000121293:2	
TAK001_HEKTE_96H:TRCN0000018917:-666	
DER001_PC3_96H:I10	
T1D.KD001_JURKAT_120H:TRCN0000294055:-666	
TAK002_PC3_96H:TRCN0000367481:-666	
DER001_A375_96H:TRCN0000262375:-666	
TAK001_HEKTE_96H:TRCN0000009965:-666	
TAK001_HEKTE_96H:TRCN0000002514:-666	
TAK001_HEKTE_96H:TRCN0000318674:-666	
TAK002_PC3_96H:TRCN0000003101:-666	
TAK002_A375_96H:TRCN0000021270:-666	
TAK002_PC3_96H:TRCN0000040073:-666	
DER001_A549_96H:TRCN0000007229:-666	
EKW001_PC3_120H:TRCN0000059758:2	
EKW001_SHSY5Y_120H:TRCN0000074228:2	
T1D.KD001_JURKAT_120H:TRCN0000018329:-666	
DER001_VCAP_96H:TRCN0000295968:-666	
TAK002_HEKTE_96H:TRCN0000004819:-666	
EKW001_SHSY5Y_120H:TRCN0000061801:2	
DER001_PC3_96H:C23	
DER001_PC3_96H:J15	
TAK001_HEKTE_96H:TRCN0000047632:-666	
EKW001_SHSY5Y_120H:TRCN0000002560:2	
TAK003_PC3_96H:TRCN0000320625:-666	
TAK003_PC3_96H:TRCN0000003519:-666	
DER001_A549_96H:TRCN0000140355:-666	
TAK002_PC3_96H:TRCN0000231919:-666	
TAK001_HEKTE_96H:TRCN0000376482:-666	
TAK001_HEKTE_96H:TRCN0000330319:-666	
EKW001_SHSY5Y_120H:TRCN0000342259:2	
T1D.KD001_JURKAT_120H:TRCN0000018865:-666	
TAK002_PC3_96H:TRCN0000017854:-666	
TAK003_PC3_96H:TRCN0000003164:-666	
TAK002_HEKTE_96H:TRCN0000033254:-666	
TAK002_HEKTE_96H:TRCN0000174055:-666	
T1D.KD001_JURKAT_120H:TRCN0000053210:-666	
TAK002_PC3_96H:TRCN0000022101:-666	
TAK002_PC3_96H:TRCN0000378164:-666	
TAK002_PC3_96H:TRCN0000053056:-666	
TAK001_HEKTE_96H:TRCN0000244984:-666	
EKW001_SHSY5Y_120H:TRCN0000026422:2	
TAK002_HEKTE_96H:TRCN0000017856:-666	
EKW001_SHSY5Y_120H:TRCN0000195198:2	
TAK001_A375_96H:TRCN0000318674:-666	
EKW001_SHSY5Y_120H:TRCN0000055524:2	
T1D.KD001_JURKAT_120H:TRCN0000356942:-666	
T1D.KD001_JURKAT_120H:TRCN0000008779:-666	
TAK001_A375_96H:TRCN0000006042:-666	
EKW001_PC3_120H:TRCN0000370320:2	
DER001_A375_96H:TRCN0000121071:-666	
T1D.KD001_JURKAT_120H:TRCN0000236374:-666	
TAK001_HEKTE_96H:TRCN0000047708:-666	
TAK002_PC3_96H:TRCN0000040076:-666	
DER001_A549_96H:TRCN0000001642:-666	
TAK003_HEKTE_96H:TRCN0000320625:-666	
EKW001_PC3_120H:TRCN0000299931:2	
DER001_VCAP_96H:TRCN0000140823:-666	
TAK001_A375_96H:TRCN0000000603:-666	
T1D.KD001_JURKAT_120H:TRCN0000015550:-666	
TAK002_HEKTE_96H:TRCN0000276443:-666	
TAK003_HEKTE_96H:TRCN0000350341:-666	
T1D.KD001_JURKAT_120H:TRCN0000048807:-666	
T1D.KD001_JURKAT_120H:TRCN0000048124:-666	
TAK002_HEKTE_96H:TRCN0000053057:-666	
TAK001_HEKTE_96H:TRCN0000278051:-666	
TAK002_HEKTE_96H:TRCN0000039878:-666	
TAK002_HEKTE_96H:TRCN0000221650:-666	
EKW001_SHSY5Y_120H:TRCN0000045999:2	
TAK001_A375_96H:TRCN0000318914:-666	
TAK002_HEKTE_96H:TRCN0000033562:-666	
TAK002_HEKTE_96H:TRCN0000010107:-666	
DER001_A375_96H:TRCN0000121207:-666	
EKW001_PC3_120H:TRCN0000045913:2	
TAK001_A375_96H:TRCN0000244986:-666	
DER001_PC3_96H:TRCN0000310112:-666	
DER001_PC3_96H:TRCN0000295968:-666	
TAK002_PC3_96H:TRCN0000055983:-666	
EKW001_SHSY5Y_120H:TRCN0000004823:2	
EKW001_SHSY5Y_120H:TRCN0000074229:2	
DER001_VCAP_96H:TRCN0000002922:-666	
TAK003_HEKTE_96H:TRCN0000003828:-666	
TAK001_SW480_96H:N13	
TAK001_A375_96H:TRCN0000329735:-666	
TAK002_A375_96H:TRCN0000039746:-666	
TAK001_HEKTE_96H:TRCN0000312625:-666	
DER001_VCAP_96H:TRCN0000121207:-666	
EKW001_PC3_120H:TRCN0000195198:2	
T1D.KD001_JURKAT_120H:TRCN0000330887:-666	
DER001_A375_96H:TRCN0000195187:-666	
DER001_A549_96H:TRCN0000195303:-666	
DER001_VCAP_96H:TRCN0000338701:-666	
TAK001_A375_96H:TRCN0000014716:-666	
DER001_A549_96H:TRCN0000121202:-666	
TAK001_HEKTE_96H:TRCN0000299864:-666	
TAK001_A375_96H:TRCN0000004573:-666	
EKW001_SHSY5Y_120H:TRCN0000300447:2	
TAK001_HEKTE_96H:TRCN0000226466:-666	
TAK001_A375_96H:TRCN0000298904:-666	
TAK002_PC3_96H:TRCN0000221650:-666	
T1D.KD001_JURKAT_120H:TRCN0000027240:-666	
TAK001_HEKTE_96H:TRCN0000055428:-666	
TAK002_HEKTE_96H:TRCN0000061719:-666	
TAK001_HEKTE_96H:TRCN0000342334:-666	
TAK001_HEKTE_96H:TRCN0000196795:-666	
TAK002_HEKTE_96H:TRCN0000003780:-666	
TAK001_HEKTE_96H:TRCN0000006512:-666	
TAK002_HEKTE_96H:TRCN0000004822:-666	
TAK003_HEKTE_96H:TRCN0000320945:-666	
TAK001_HEKTE_96H:TRCN0000000587:-666	
TAK001_HEKTE_96H:TRCN0000033471:-666	
TAK001_HEKTE_96H:TRCN0000002329:-666	
TAK002_HEKTE_96H:TRCN0000061718:-666	
DER001_VCAP_96H:TRCN0000310112:-666	
TAK001_HEKTE_96H:TRCN0000010174:-666	
T1D.KD001_JURKAT_120H:TRCN0000046391:-666	
TAK002_PC3_96H:TRCN0000359591:-666	
TAK001_HEKTE_96H:TRCN0000287021:-666	
EKW001_SHSY5Y_120H:TRCN0000073718:2	
TAK002_HEKTE_96H:TRCN0000038153:-666	
TAK001_HEKTE_96H:TRCN0000004265:-666	
EKW001_PC3_120H:TRCN0000194861:2	
DER001_HA1E_96H:I01	
TAK001_HEKTE_96H:TRCN0000033549:-666	
EKW001_SHSY5Y_120H:TRCN0000303773:2	
T1D.KD001_JURKAT_120H:TRCN0000149420:-666	
TAK002_PC3_96H:TRCN0000033456:-666	
EKW001_SHSY5Y_120H:TRCN0000318656:2	
T1D.KD001_JURKAT_120H:TRCN0000074453:-666	
TAK003_HEKTE_96H:TRCN0000003827:-666	
TAK003_PC3_96H:TRCN0000273371:-666	
TAK001_A375_96H:TRCN0000342334:-666	
EKW001_PC3_120H:TRCN0000327919:2	
TAK002_HEKTE_96H:TRCN0000000488:-666	
EKW001_SHSY5Y_120H:TRCN0000004377:2	
EKW001_SHSY5Y_120H:TRCN0000073975:2	
TAK001_A375_96H:TRCN0000004265:-666	
EKW001_PC3_120H:TRCN0000280285:2	
T1D.KD001_JURKAT_120H:TRCN0000034737:-666	
TAK001_HEKTE_96H:TRCN0000063847:-666	
DER001_VCAP_96H:TRCN0000194900:-666	
TAK002_HEKTE_96H:TRCN0000040076:-666	
EKW001_SHSY5Y_120H:TRCN0000053948:2	
DER001_A375_96H:TRCN0000052645:-666	
TAK001_A375_96H:TRCN0000330127:-666	
TAK003_HEKTE_96H:TRCN0000062049:-666	
EKW001_PC3_120H:TRCN0000295914:2	
EKW001_SHSY5Y_120H:TRCN0000295865:2	
TAK002_PC3_96H:TRCN0000356263:-666	
TAK003_PC3_96H:TRCN0000003828:-666	
TAK003_HEKTE_96H:TRCN0000057543:-666	
EKW001_SHSY5Y_120H:TRCN0000036073:2	
TAK001_HEKTE_96H:TRCN0000019804:-666	
T1D.KD001_JURKAT_120H:TRCN0000152239:-666	
T1D.KD001_JURKAT_120H:TRCN0000161355:-666	
TAK001_A375_96H:TRCN0000330128:-666	
TAK001_A375_96H:TRCN0000063847:-666	
T1D.KD001_JURKAT_120H:TRCN0000073364:-666	
TAK001_A375_96H:TRCN0000428513:-666	
TAK002_HEKTE_96H:TRCN0000002226:-666	
TAK002_PC3_96H:TRCN0000022099:-666	
T1D.KD001_JURKAT_120H:TRCN0000061971:-666	
DER001_A549_96H:TRCN0000196310:-666	
TAK001_A375_96H:TRCN0000047710:-666	
DER001_VCAP_96H:TRCN0000121319:-666	
TAK003_HEKTE_96H:TRCN0000273371:-666	
DER001_PC3_96H:TRCN0000194984:-666	
EKW001_SHSY5Y_120H:TRCN0000327919:2	
TAK001_A375_96H:TRCN0000303773:-666	
TAK001_HEKTE_96H:TRCN0000303773:-666	
EKW001_SHSY5Y_120H:TRCN0000299931:2	
TAK002_PC3_96H:TRCN0000275322:-666	
TAK001_HEKTE_96H:TRCN0000063683:-666	
EKW001_SHSY5Y_120H:TRCN0000365253:2	
TAK001_A375_96H:TRCN0000287021:-666	
TAK001_A375_96H:TRCN0000040011:-666	
TAK001_HEKTE_96H:TRCN0000020842:-666	
TAK001_HEKTE_96H:TRCN0000018559:-666	
TAK001_HEKTE_96H:TRCN0000003320:-666	
TAK002_HEKTE_96H:TRCN0000275321:-666	
TAK002_PC3_96H:TRCN0000003780:-666	
TAK001_HEKTE_96H:TRCN0000061801:-666	
T1D.KD001_JURKAT_120H:TRCN0000004466:-666	
DER001_PC3_96H:TRCN0000140747:-666	
TAK001_SW480_96H:K20	
T1D.KD001_JURKAT_120H:TRCN0000162421:-666	
T1D.KD001_JURKAT_120H:TRCN0000059371:-666	
T1D.KD001_JURKAT_120H:TRCN0000016545:-666	
T1D.KD001_JURKAT_120H:TRCN0000049050:-666	
DER001_PC3_96H:TRCN0000121202:-666	
TAK001_SW480_96H:K12	
EKW001_PC3_120H:TRCN0000013495:2	
TAK002_A375_96H:TRCN0000275322:-666	
TAK002_A375_96H:TRCN0000004822:-666	
EKW001_SHSY5Y_120H:TRCN0000003730:2	
DER001_A549_96H:TRCN0000365269:-666	
TAK001_A375_96H:TRCN0000033549:-666	
EKW001_PC3_120H:TRCN0000019286:2	
T1D.KD001_JURKAT_120H:TRCN0000064717:-666	
TAK002_PC3_96H:TRCN0000038153:-666	
TAK002_HEKTE_96H:TRCN0000033257:-666	
EKW001_SHSY5Y_120H:TRCN0000262848:2	
TAK003_PC3_96H:TRCN0000003829:-666	
TAK003_PC3_96H:TRCN0000003167:-666	
TAK001_HEKTE_96H:TRCN0000329887:-666	
EKW001_SHSY5Y_120H:TRCN0000010475:2	
TAK001_HEKTE_96H:TRCN0000280024:-666	
T1D.KD001_JURKAT_120H:TRCN0000242468:-666	
TAK001_A375_96H:TRCN0000234679:-666	
EKW001_SHSY5Y_120H:TRCN0000040076:2	
T1D.KD001_JURKAT_120H:TRCN0000050883:-666	
DER001_A549_96H:TRCN0000262373:-666	
DER001_VCAP_96H:TRCN0000072421:-666	
T1D.KD001_JURKAT_120H:TRCN0000017027:-666	
TAK003_A375_96H:TRCN0000379919:-666	
TAK001_SW480_96H:G06	
T1D.KD001_JURKAT_120H:TRCN0000072632:-666	
TAK001_HEKTE_96H:TRCN0000233527:-666	
TAK002_HEKTE_96H:TRCN0000038725:-666	
TAK001_A375_96H:TRCN0000061802:-666	
DER001_A549_96H:TRCN0000121207:-666	
TAK001_A375_96H:TRCN0000006044:-666	
DER001_VCAP_96H:TRCN0000001620:-666	
TAK001_A375_96H:TRCN0000376482:-666	
TAK001_HEKTE_96H:TRCN0000352648:-666	
EKW001_PC3_120H:TRCN0000315309:2	
EKW001_SHSY5Y_120H:TRCN0000051321:2	
DER001_A375_96H:TRCN0000121317:-666	
DER001_VCAP_96H:TRCN0000280098:-666	
TAK003_HEKTE_96H:TRCN0000004303:-666	
TAK003_A375_96H:TRCN0000320625:-666	
TAK002_HEKTE_96H:TRCN0000275322:-666	
TAK002_A375_96H:TRCN0000038727:-666	
TAK002_HEKTE_96H:TRCN0000053056:-666	
TAK003_HEKTE_96H:TRCN0000007229:-666	
TAK002_PC3_96H:TRCN0000221652:-666	
TAK001_A375_96H:TRCN0000003756:-666	
DER001_PC3_96H:J08	
TAK001_HEKTE_96H:TRCN0000329735:-666	
T1D.KD001_JURKAT_120H:TRCN0000017417:-666	
DER001_A549_96H:TRCN0000194984:-666	
TAK001_HEKTE_96H:TRCN0000244986:-666	
T1D.KD001_JURKAT_120H:TRCN0000035269:-666	
DER001_A549_96H:TRCN0000344601:-666	
TAK001_HEKTE_96H:TRCN0000000590:-666	
EKW001_SHSY5Y_120H:TRCN0000004819:2	
T1D.KD001_JURKAT_120H:TRCN0000006929:-666	
TAK002_PC3_96H:TRCN0000004822:-666	
EKW001_PC3_120H:TRCN0000358693:2	
TAK002_PC3_96H:TRCN0000038127:-666	
TAK001_A375_96H:TRCN0000299864:-666	
TAK002_A375_96H:TRCN0000061718:-666	
TAK003_HEKTE_96H:TRCN0000003522:-666	
EKW001_SHSY5Y_120H:TRCN0000280285:2	
EKW001_SHSY5Y_120H:TRCN0000073364:2	
T1D.KD001_JURKAT_120H:TRCN0000018573:-666	
TAK002_PC3_96H:TRCN0000000488:-666	
TAK001_HEKTE_96H:TRCN0000271642:-666	
EKW001_SHSY5Y_120H:TRCN0000295864:2	
EKW001_SHSY5Y_120H:TRCN0000033456:2	
DER001_A549_96H:TRCN0000144930:-666	
TAK001_HEKTE_96H:TRCN0000356094:-666	
EKW001_PC3_120H:TRCN0000074228:2	
EKW001_PC3_120H:TRCN0000303774:2	
TAK001_A375_96H:TRCN0000018559:-666	
TAK001_A375_96H:TRCN0000233527:-666	
TAK001_HEKTE_96H:TRCN0000356118:-666	
TAK001_HEKTE_96H:TRCN0000003810:-666	
TAK001_HEKTE_96H:TRCN0000058195:-666	
DER001_PC3_96H:P04	
T1D.KD001_JURKAT_120H:TRCN0000045607:-666	
TAK002_PC3_96H:TRCN0000196809:-666	
TAK001_A375_96H:TRCN0000338225:-666	
EKW001_SHSY5Y_120H:TRCN0000036200:2	
T1D.KD001_JURKAT_120H:TRCN0000064098:-666	
TAK002_PC3_96H:TRCN0000008024:-666	
TAK001_HEKTE_96H:TRCN0000330128:-666	
TAK003_HEKTE_96H:TRCN0000320582:-666	
EKW001_PC3_120H:TRCN0000017753:2	
TAK003_HEKTE_96H:TRCN0000057546:-666	
TAK001_HEKTE_96H:TRCN0000278536:-666	
TAK003_HEKTE_96H:TRCN0000003829:-666	
TAK001_A375_96H:TRCN0000329887:-666	
TAK001_HEKTE_96H:TRCN0000047710:-666	
TAK002_HEKTE_96H:TRCN0000039642:-666	
EKW001_PC3_120H:TRCN0000293556:2	
TAK001_A375_96H:TRCN0000001218:-666	
TAK001_A375_96H:TRCN0000006150:-666	
EKW001_SHSY5Y_120H:TRCN0000280635:2	
TAK001_A375_96H:TRCN0000356094:-666	
TAK001_HEKTE_96H:TRCN0000314803:-666	
EKW001_SHSY5Y_120H:TRCN0000232679:2	
TAK002_HEKTE_96H:TRCN0000221652:-666	
TAK002_HEKTE_96H:TRCN0000014841:-666	
TAK003_HEKTE_96H:TRCN0000033456:-666	
DER001_VCAP_96H:TRCN0000195303:-666	
T1D.KD001_JURKAT_120H:TRCN0000118204:-666	
TAK001_HEKTE_96H:TRCN0000010425:-666	
EKW001_PC3_120H:TRCN0000121293:2	
TAK002_HEKTE_96H:TRCN0000038727:-666	
EKW001_SHSY5Y_120H:TRCN0000293556:2	
T1D.KD001_JURKAT_120H:TRCN0000147007:-666	
TA.KD010_A549_96H:TRCN0000288787:1	
TA.KD007_HT29_96H:TRCN0000344158:4	
TA.KD007_HT29_96H:TRCN0000290093:4	
TA.KD009_A549_96H:TRCN0000037627:1	
TA.KD010_A549_96H:TRCN0000002746:1	
TA.KD010_A549_96H:TRCN0000199242:1	
TA.KD007_HT29_96H:TRCN0000220588:4	
TA.KD007_HT29_96H:TRCN0000329888:4	
TA.KD007_HT29_96H:TRCN0000307113:4	
TA.KD010_A549_96H:TRCN0000295874:1	
TA.KD010_A549_96H:TRCN0000295915:1	
TA.KD009_A549_96H:TRCN0000381093:1	
TA.KD009_A549_96H:TRCN0000156309:1	
TA.KD007_HT29_96H:TRCN0000015798:4	
TA.KD010_A549_96H:TRCN0000010261:1	
TA.KD007_HT29_96H:TRCN0000290023:4	
TA.KD009_A549_96H:TRCN0000303638:1	
TA.KD010_A549_96H:TRCN0000231508:1	
TA.KD007_HT29_96H:TRCN0000010444:4	
TA.KD010_A549_96H:TRCN0000195110:1	
TA.KD010_A549_96H:TRCN0000295876:1	
TA.KD007_HT29_96H:TRCN0000220586:4	
TA.KD007_HT29_96H:TRCN0000036489:4	
TA.KD009_A549_96H:TRCN0000002832:1	
TA.KD007_HT29_96H:TRCN0000018872:4	
TA.KD007_HT29_96H:TRCN0000275339:4	
TA.KD010_A549_96H:TRCN0000029594:1	
TA.KD009_A549_96H:TRCN0000218254:1	
TA.KD009_A549_96H:TRCN0000156676:1	
TA.KD009_A549_96H:TRCN0000315183:1	
TA.KD010_A549_96H:TRCN0000033289:1	
TA.KD009_A549_96H:TRCN0000062546:1	
TA.KD010_A549_96H:TRCN0000233277:1	
TA.KD010_A549_96H:TRCN0000074735:1	
TA.KD010_A549_96H:TRCN0000010316:1	
TA.KD007_HT29_96H:TRCN0000018881:4	
TA.KD009_A549_96H:TRCN0000315027:1	
TA.KD009_A549_96H:TRCN0000039566:1	
TA.KD010_A549_96H:TRCN0000332953:1	
TA.KD010_A549_96H:TRCN0000010163:1	
TA.KD010_A549_96H:TRCN0000147405:1	
TA.KD007_HT29_96H:TRCN0000058090:4	
TA.KD007_HT29_96H:TRCN0000058089:4	
TA.KD007_HT29_96H:TRCN0000220587:4	
TA.KD009_A549_96H:TRCN0000280682:1	
TA.KD009_A549_96H:TRCN0000007750:1	
TA.KD007_HT29_96H:TRCN0000049369:4	
TA.KD007_HT29_96H:TRCN0000233277:4	
TA.KD007_HT29_96H:TRCN0000307111:4	
TA.KD010_A549_96H:TRCN0000288786:1	
TA.KD010_A549_96H:TRCN0000295914:1	
TA.KD007_HT29_96H:TRCN0000412305:4	
TA.KD007_HT29_96H:SHTCF7L2_2434:4	
TA.KD007_HT29_96H:TRCN0000000834:4	
TA.KD010_A549_96H:TRCN0000010275:1	
TA.KD010_A549_96H:TRCN0000342259:1	
TA.KD010_A549_96H:TRCN0000033291:1	
TA.KD010_A549_96H:TRCN0000003030:1	
TA.KD010_A549_96H:TRCN0000320655:1	
TA.KD010_A549_96H:TRCN0000033292:1	
TA.KD009_A549_96H:TRCN0000381172:1	
TA.KD010_A549_96H:TRCN0000288598:1	
TA.KD010_A549_96H:TRCN0000040038:1	
TA.KD010_A549_96H:TRCN0000040164:1	
TA.KD009_A549_96H:TRCN0000172323:1	
TA.KD009_A549_96H:TRCN0000382399:1	
TA.KD010_A549_96H:TRCN0000001356:1	
TA.KD009_A549_96H:TRCN0000315181:1	
TA.KD007_HT29_96H:TRCN0000021735:4	
TA.KD007_HT29_96H:TRCN0000310615:4	
TA.KD010_A549_96H:TRCN0000342334:1	
TA.KD007_HT29_96H:TRCN0000290022:4	
TA.KD010_A549_96H:TRCN0000196582:1	
TA.KD010_A549_96H:TRCN0000199174:1	
TA.KD007_HT29_96H:TRCN0000329811:4	
TA.KD010_A549_96H:TRCN0000342261:1	
TA.KD010_A549_96H:TRCN0000310112:1	
TA.KD007_HT29_96H:TRCN0000220590:4	
TA.KD007_HT29_96H:TRCN0000040010:4	
TA.KD009_A549_96H:TRCN0000229648:1	
TA.KD010_A549_96H:TRCN0000342335:1	
TA.KD007_HT29_96H:TRCN0000272676:4	
TA.KD007_HT29_96H:TRCN0000049368:4	
TA.KD009_A549_96H:TRCN0000314921:1	
TA.KD007_HT29_96H:TRCN0000018884:4	
TA.KD010_A549_96H:TRCN0000040163:1	
TA.KD007_HT29_96H:TRCN0000300282:4	
TA.KD009_A549_96H:TRCN0000288694:1	
TA.KD010_A549_96H:TRCN0000338582:1	
TA.KD007_HT29_96H:TRCN0000057076:4	
TA.KD007_HT29_96H:TRCN0000300281:4	
TA.KD007_HT29_96H:TRCN0000020842:4	
TA.KD010_A549_96H:TRCN0000295892:1	
TA.KD009_A549_96H:TRCN0000154656:1	
TA.KD010_A549_96H:TRCN0000010329:1	
TA.KD009_A549_96H:TRCN0000003846:1	
TA.KD010_A549_96H:TRCN0000010317:1	
TA.KD010_A549_96H:TRCN0000039795:1	
TA.KD010_A549_96H:TRCN0000019480:1	
TA.KD009_A549_96H:TRCN0000315250:1	
TA.KD009_A549_96H:TRCN0000315028:1	
TA.KD007_HT29_96H:TRCN0000020843:4	
TA.KD010_A549_96H:TRCN0000221552:1	
TA.KD010_A549_96H:TRCN0000295875:1	
TA.KD009_A549_96H:TRCN0000344571:1	
TA.KD009_A549_96H:TRCN0000315030:1	
TA.KD007_HT29_96H:TRCN0000220589:4	
TA.KD010_A549_96H:TRCN0000147133:1	
KDA007_MCF7_96H:I08	
KDA003_A549_96H:TRCN0000050790:-666	
KDA003_A549_96H:TRCN0000003800:-666	
KDA006_A375_96H:TRCN0000055994:-666	
KDA007_HT29_96H:M16	
KDA007_PC3_144H:TRCN0000004903:-666	
KDA003_HEPG2_96H:TRCN0000000244:-666	
KDA003_MCF7_144H:TRCN0000014740:-666	
KDA007_VCAP_120H:TRCN0000320675:-666	
KDA007_VCAP_120H:TRCN0000017641:-666	
KDA003_HT29_96H:TRCN0000044963:-666	
KDA008_A375_96H:TRCN0000236399:-666	
KDA007_PC3_96H:N06	
KDA008_PC3_96H:O06	
KDA002_A549_96H:TRCN0000061800:-666	
KDA006_A375_96H:TRCN0000320546:-666	
KDA006_A549_96H:TRCN0000000850:-666	
KDA007_HT29_96H:L10	
KDA008_A549_96H:TRCN0000021883:-666	
KDA008_HEPG2_96H:TRCN0000001538:-666	
KDA008_MCF7_144H:TRCN0000273529:-666	
KDA005_HT29_96H:TRCN0000007306:-666	
KDA010_HT29_96H:TRCN0000226715:-666	
KDA001_PC3_144H:TRCN0000019322:-666	
KDA004_A549_96H:TRCN0000002283:-666	
KDA006_A375_96H:TRCN0000195112:-666	
KDA006_PC3_144H:TRCN0000199983:-666	
